NX_A0A075B6H9-1	ENST00000390282
NX_P49356-1	ENST00000246166
NX_P49366-1	ENST00000210060
NX_P49366-2	ENST00000351660
NX_P49366-3	ENST00000594424
NX_P49368-1	ENST00000295688
NX_P49368-2	ENST00000368259
NX_P49406-1	ENST00000393909
NX_P49406-1	ENST00000409374
NX_P49407-1	ENST00000420843
NX_P49407-2	ENST00000360025
NX_P49411-1	ENST00000313511
NX_P49418-1	ENST00000356264
NX_P49418-2	ENST00000325590
NX_P49419-1	ENST00000409134
NX_P49419-2	ENST00000409134
NX_P49419-4	ENST00000447989
NX_P49419-4	ENST00000553117
NX_P49427-1	ENST00000215574
NX_P49441-1	ENST00000322522
NX_P49441-1	ENST00000392329
NX_P49447-1	ENST00000360793
NX_P49447-1	ENST00000392975
NX_P49447-1	ENST00000392976
NX_P49447-1	ENST00000542042
NX_P49447-1	ENST00000580691
NX_P49447-1	ENST00000581573
NX_P49447-1	ENST00000582997
NX_P49447-1	ENST00000584291
NX_P49447-2	ENST00000448884
NX_P49448-1	ENST00000328078
NX_P49450-1	ENST00000335756
NX_P49450-2	ENST00000233505
NX_P49458-1	ENST00000304786
NX_P49458-2	ENST00000366839
NX_P49458-2	ENST00000619790
NX_P49459-1	ENST00000371558
NX_P49459-2	ENST00000625938
NX_P49459-3	ENST00000371558
NX_P49459-3	ENST00000628549
NX_P49459-3	ENST00000630695
NX_P49585-1	ENST00000292823
NX_P49585-1	ENST00000431016
NX_P49588-1	ENST00000261772
NX_P49589-1	ENST00000397111
NX_P49589-2	ENST00000278224
NX_P49589-3	ENST00000380525
NX_P49590-1	ENST00000230771
NX_P49590-2	ENST00000508522
NX_P49591-1	ENST00000234677
NX_P49593-1	ENST00000263212
NX_P49619-1	ENST00000265022
NX_P49619-2	ENST00000344484
NX_P49619-3	ENST00000382164
NX_P49638-1	ENST00000260116
NX_P49639-1	ENST00000343060
NX_P49639-2	ENST00000355633
NX_P49640-1	ENST00000496902
NX_P49640-2	ENST00000222761
NX_P49640-2	ENST00000496902
NX_P49640-2	ENST00000580535
NX_P49641-3	ENST00000360468
NX_P49641-3	ENST00000559717
NX_P49642-1	ENST00000338193
NX_P49643-1	ENST00000615550
NX_P49643-2	ENST00000274891
NX_P49643-2	ENST00000370687
NX_P49662-1	ENST00000444739
NX_P49662-2	ENST00000393150
NX_P49662-2	ENST00000444739
NX_P49662-3	ENST00000533730
NX_P49662-4	ENST00000524843
NX_P49662-5	ENST00000531546
NX_P49674-1	ENST00000359867
NX_P49674-1	ENST00000396832
NX_P49674-1	ENST00000400206
NX_P49674-1	ENST00000403904
NX_P49675-1	ENST00000276449
NX_P49682-1	ENST00000373693
NX_P49682-2	ENST00000373691
NX_P49683-1	ENST00000239032
NX_P49683-1	ENST00000636925
NX_P49685-1	ENST00000284311
NX_P49703-1	ENST00000320033
NX_P49711-1	ENST00000264010
NX_P49711-2	ENST00000264010
NX_P49711-2	ENST00000401394
NX_P49715-1	ENST00000498907
NX_P49715-2	ENST00000498907
NX_P49715-3	ENST00000498907
NX_P49716-1	ENST00000408965
NX_P49720-1	ENST00000619426
NX_P49721-1	ENST00000373237
NX_P49736-1	ENST00000265056
NX_P49746-1	ENST00000368378
NX_P49746-2	ENST00000457183
NX_P49747-1	ENST00000222271
NX_P49747-2	ENST00000425807
NX_P49748-1	ENST00000356839
NX_P49748-2	ENST00000350303
NX_P49748-3	ENST00000543245
NX_P49750-4	ENST00000325680
NX_P49753-1	ENST00000238651
NX_P49754-1	ENST00000310301
NX_P49754-3	ENST00000395969
NX_P49755-1	ENST00000303575
NX_P49756-1	ENST00000261973
NX_P49756-1	ENST00000527432
NX_P49756-2	ENST00000526754
NX_P49756-3	ENST00000525321
NX_P49756-4	ENST00000528081
NX_P49757-1	ENST00000355058
NX_P49757-1	ENST00000555238
NX_P49757-2	ENST00000356296
NX_P49757-2	ENST00000535282
NX_P49757-2	ENST00000555394
NX_P49757-3	ENST00000359560
NX_P49757-3	ENST00000557597
NX_P49757-4	ENST00000554546
NX_P49757-5	ENST00000560335
NX_P49757-6	ENST00000555738
NX_P49757-7	ENST00000544991
NX_P49757-7	ENST00000559312
NX_P49757-8	ENST00000554521
NX_P49757-9	ENST00000356296
NX_P49757-9	ENST00000535282
NX_P49757-9	ENST00000554546
NX_P49757-9	ENST00000555394
NX_P49758-12	ENST00000554782
NX_P49758-13	ENST00000406236
NX_P49758-14	ENST00000407322
NX_P49758-15	ENST00000404301
NX_P49758-16	ENST00000355512
NX_P49758-3	ENST00000553525
NX_P49758-3	ENST00000556437
NX_P49758-4	ENST00000553530
NX_P49758-4	ENST00000555571
NX_P49758-5	ENST00000554474
NX_P49759-1	ENST00000321356
NX_P49759-1	ENST00000434813
NX_P49759-2	ENST00000432425
NX_P49759-3	ENST00000434813
NX_P49760-1	ENST00000368361
NX_P49760-2	ENST00000476983
NX_P49760-3	ENST00000361168
NX_P49761-1	ENST00000345005
NX_P49761-1	ENST00000395066
NX_P49761-2	ENST00000483723
NX_P49761-2	ENST00000569063
NX_P49761-4	ENST00000395066
NX_P49763-1	ENST00000405431
NX_P49763-2	ENST00000553716
NX_P49763-3	ENST00000555567
NX_P49765-1	ENST00000309422
NX_P49765-2	ENST00000426086
NX_P49767-1	ENST00000618562
NX_P49768-1	ENST00000324501
NX_P49768-2	ENST00000357710
NX_P49768-2	ENST00000394164
NX_P49768-3	ENST00000555386
NX_P49768-4	ENST00000394157
NX_P49768-5	ENST00000553855
NX_P49768-6	ENST00000557511
NX_P49770-1	ENST00000266126
NX_P49771-1	ENST00000594009
NX_P49771-1	ENST00000597551
NX_P49771-1	ENST00000600429
NX_P49771-3	ENST00000204637
NX_P49771-3	ENST00000594009
NX_P49771-3	ENST00000595510
NX_P49771-3	ENST00000597551
NX_P49771-3	ENST00000600084
NX_P49771-3	ENST00000600429
NX_P49773-1	ENST00000304043
NX_P49788-1	ENST00000237696
NX_P49788-2	ENST00000479756
NX_P49789-1	ENST00000468189
NX_P49789-1	ENST00000476844
NX_P49789-1	ENST00000492590
NX_P49790-1	ENST00000262077
NX_P49790-2	ENST00000613258
NX_P49790-3	ENST00000537253
NX_P49792-1	ENST00000283195
NX_P49795-1	ENST00000332298
NX_P49795-1	ENST00000395042
NX_P49796-1	ENST00000343817
NX_P49796-1	ENST00000350696
NX_P49796-1	ENST00000374134
NX_P49796-1	ENST00000374140
NX_P49796-1	ENST00000462143
NX_P49796-1	ENST00000478599
NX_P49796-1	ENST00000487344
NX_P49796-2	ENST00000343817
NX_P49796-2	ENST00000350696
NX_P49796-2	ENST00000374134
NX_P49796-2	ENST00000374140
NX_P49796-2	ENST00000462143
NX_P49796-2	ENST00000478599
NX_P49796-2	ENST00000487344
NX_P49796-3	ENST00000350696
NX_P49796-3	ENST00000374140
NX_P49796-4	ENST00000343817
NX_P49796-5	ENST00000317613
NX_P49796-6	ENST00000350696
NX_P49796-6	ENST00000374140
NX_P49796-7	ENST00000462403
NX_P49796-7	ENST00000613049
NX_P49796-9	ENST00000394646
NX_P49798-1	ENST00000367909
NX_P49798-1	ENST00000421743
NX_P49798-2	ENST00000367909
NX_P49798-2	ENST00000421743
NX_P49798-3	ENST00000421743
NX_P49798-4	ENST00000367908
NX_P49798-5	ENST00000367906
NX_P49798-5	ENST00000367909
NX_P49798-5	ENST00000421743
NX_P49798-5	ENST00000527809
NX_P49802-2	ENST00000366564
NX_P49802-3	ENST00000366563
NX_P49802-4	ENST00000348120
NX_P49802-5	ENST00000366565
NX_P49810-1	ENST00000366782
NX_P49810-1	ENST00000366783
NX_P49810-1	ENST00000626989
NX_P49810-3	ENST00000422240
NX_P49815-1	ENST00000219476
NX_P49815-4	ENST00000350773
NX_P49815-5	ENST00000401874
NX_P49815-5	ENST00000568454
NX_P49815-6	ENST00000439673
NX_P49815-7	ENST00000382538
NX_P49815-8	ENST00000461648
NX_P49821-1	ENST00000322776
NX_P49821-2	ENST00000529927
NX_P49840-1	ENST00000222330
NX_P49840-1	ENST00000453535
NX_P49841-1	ENST00000264235
NX_P49841-2	ENST00000316626
NX_P49842-1	ENST00000375333
NX_P49842-2	ENST00000375331
NX_P49842-3	ENST00000375333
NX_P49842-4	ENST00000375331
NX_P49848-1	ENST00000344095
NX_P49848-1	ENST00000437822
NX_P49848-1	ENST00000452041
NX_P49848-1	ENST00000453269
NX_P49848-1	ENST00000472509
NX_P49848-3	ENST00000437822
NX_P49862-1	ENST00000391807
NX_P49862-1	ENST00000595820
NX_P49862-2	ENST00000391807
NX_P49862-2	ENST00000595820
NX_P49862-2	ENST00000597707
NX_P49863-1	ENST00000231009
NX_P49888-1	ENST00000226444
NX_P49895-1	ENST00000361921
NX_P49895-2	ENST00000525202
NX_P49895-3	ENST00000525044
NX_P49895-3	ENST00000530084
NX_P49895-4	ENST00000388876
NX_P49895-5	ENST00000322679
NX_P49895-6	ENST00000524406
NX_P49895-7	ENST00000532493
NX_P49895-8	ENST00000527060
NX_P49895-9	ENST00000529329
NX_P49901-1	ENST00000368765
NX_P49902-1	ENST00000343289
NX_P49902-1	ENST00000404739
NX_P49903-1	ENST00000327347
NX_P49903-2	ENST00000378614
NX_P49903-3	ENST00000327347
NX_P49903-3	ENST00000545675
NX_P49908-1	ENST00000506577
NX_P49908-1	ENST00000511224
NX_P49908-1	ENST00000514985
NX_P49910-1	ENST00000377325
NX_P49913-1	ENST00000296435
NX_P49914-1	ENST00000258874
NX_P49915-1	ENST00000496455
NX_P49915-2	ENST00000295920
NX_P49916-1	ENST00000378526
NX_P49916-2	ENST00000262327
NX_P49916-3	ENST00000378526
NX_P49916-4	ENST00000262327
NX_P49917-1	ENST00000356922
NX_P49917-1	ENST00000405925
NX_P49917-1	ENST00000442234
NX_P49917-1	ENST00000611712
NX_P49918-1	ENST00000414822
NX_P49918-1	ENST00000430149
NX_P49918-2	ENST00000414822
NX_P49918-2	ENST00000430149
NX_P49918-2	ENST00000440480
NX_P49959-1	ENST00000323929
NX_P49959-2	ENST00000323977
NX_P49959-3	ENST00000407439
NX_P49961-1	ENST00000371205
NX_P49961-2	ENST00000453258
NX_P49961-4	ENST00000371205
NX_P49961-4	ENST00000371207
NX_P49961-4	ENST00000453258
NX_P49961-4	ENST00000543964
NX_P49961-4	ENST00000635076
NX_P49961-5	ENST00000371205
NX_P49961-5	ENST00000371207
NX_P49961-5	ENST00000453258
NX_P49961-5	ENST00000543964
NX_P49961-6	ENST00000371207
NX_P50052-1	ENST00000371906
NX_P50053-1	ENST00000260598
NX_P50053-2	ENST00000260599
NX_P50120-1	ENST00000232217
NX_P50135-1	ENST00000280097
NX_P50135-1	ENST00000410115
NX_P50135-2	ENST00000329366
NX_P50135-3	ENST00000280096
NX_P50135-3	ENST00000475675
NX_P50148-1	ENST00000286548
NX_P50150-1	ENST00000366597
NX_P50150-1	ENST00000366598
NX_P50150-1	ENST00000391854
NX_P50150-1	ENST00000450593
NX_P50150-1	ENST00000484517
NX_P50151-1	ENST00000374293
NX_P50213-1	ENST00000299518
NX_P50213-2	ENST00000299518
NX_P50213-2	ENST00000560667
NX_P50219-1	ENST00000252971
NX_P50219-2	ENST00000543409
NX_P50221-1	ENST00000318579
NX_P50221-2	ENST00000329168
NX_P50221-2	ENST00000549132
NX_P50221-3	ENST00000318579
NX_P50221-3	ENST00000393661
NX_P50222-1	ENST00000262041
NX_P50225-1	ENST00000314752
NX_P50225-1	ENST00000395607
NX_P50225-1	ENST00000395609
NX_P50225-1	ENST00000562058
NX_P50225-1	ENST00000563493
NX_P50225-1	ENST00000564818
NX_P50225-1	ENST00000569554
NX_P50225-2	ENST00000350842
NX_P50226-1	ENST00000335715
NX_P50226-1	ENST00000395630
NX_P50238-1	ENST00000330233
NX_P50238-1	ENST00000392531
NX_P50238-1	ENST00000409393
NX_P50281-1	ENST00000311852
NX_P50336-1	ENST00000352210
NX_P50336-1	ENST00000367999
NX_P50391-1	ENST00000374312
NX_P50391-1	ENST00000612632
NX_P50395-1	ENST00000380191
NX_P50395-2	ENST00000380181
NX_P50402-1	ENST00000369842
NX_P50406-1	ENST00000289753
NX_P50416-1	ENST00000265641
NX_P50416-1	ENST00000539743
NX_P50416-2	ENST00000376618
NX_P50416-2	ENST00000540367
NX_P50440-1	ENST00000396659
NX_P50440-3	ENST00000558336
NX_P50443-1	ENST00000286298
NX_P50452-1	ENST00000353706
NX_P50452-1	ENST00000397985
NX_P50452-2	ENST00000397988
NX_P50452-3	ENST00000353706
NX_P50452-3	ENST00000397985
NX_P50452-3	ENST00000542677
NX_P50453-1	ENST00000380698
NX_P50454-1	ENST00000358171
NX_P50454-1	ENST00000524558
NX_P50454-1	ENST00000533603
NX_P50458-1	ENST00000373615
NX_P50461-1	ENST00000265968
NX_P50461-1	ENST00000533783
NX_P50479-1	ENST00000253754
NX_P50479-2	ENST00000379018
NX_P50502-1	ENST00000216218
NX_P50539-1	ENST00000239007
NX_P50539-2	ENST00000239007
NX_P50539-2	ENST00000332674
NX_P50539-2	ENST00000369612
NX_P50539-3	ENST00000332674
NX_P50539-4	ENST00000361248
NX_P50539-4	ENST00000393134
NX_P50542-1	ENST00000412720
NX_P50542-1	ENST00000420616
NX_P50542-1	ENST00000455147
NX_P50542-2	ENST00000266563
NX_P50542-3	ENST00000266564
NX_P50542-4	ENST00000434354
NX_P50548-1	ENST00000222329
NX_P50548-2	ENST00000222329
NX_P50548-2	ENST00000440177
NX_P50549-1	ENST00000405218
NX_P50549-1	ENST00000430479
NX_P50549-2	ENST00000242066
NX_P50549-2	ENST00000403685
NX_P50549-3	ENST00000405192
NX_P50549-4	ENST00000399357
NX_P50549-5	ENST00000420159
NX_P50549-6	ENST00000403527
NX_P50552-1	ENST00000245932
NX_P50553-1	ENST00000266744
NX_P50570-1	ENST00000355667
NX_P50570-2	ENST00000359692
NX_P50570-3	ENST00000408974
NX_P50570-4	ENST00000389253
NX_P50570-5	ENST00000585892
NX_P50579-1	ENST00000323666
NX_P50579-2	ENST00000261220
NX_P50579-3	ENST00000546753
NX_P50583-1	ENST00000346365
NX_P50583-1	ENST00000379155
NX_P50583-1	ENST00000379158
NX_P50583-1	ENST00000618590
NX_P50591-1	ENST00000241261
NX_P50591-2	ENST00000420541
NX_P50607-1	ENST00000299506
NX_P50607-2	ENST00000305253
NX_P50613-1	ENST00000256443
NX_P50616-1	ENST00000268957
NX_P50616-1	ENST00000499247
NX_P50747-1	ENST00000336648
NX_P50747-1	ENST00000399120
NX_P50747-1	ENST00000612277
NX_P50748-1	ENST00000333479
NX_P50748-2	ENST00000436959
NX_P50749-1	ENST00000379376
NX_P50749-1	ENST00000379400
NX_P50749-2	ENST00000478553
NX_P50750-1	ENST00000373264
NX_P50851-1	ENST00000357115
NX_P50851-2	ENST00000510413
NX_P50876-1	ENST00000320892
NX_P50895-1	ENST00000270233
NX_P50897-1	ENST00000433473
NX_P50897-1	ENST00000529905
NX_P50897-2	ENST00000449045
NX_P50914-1	ENST00000338970
NX_P50914-1	ENST00000396203
NX_P50990-1	ENST00000286788
NX_P50990-2	ENST00000626972
NX_P50990-3	ENST00000540844
NX_P50991-1	ENST00000394440
NX_P50991-2	ENST00000544079
NX_P50993-1	ENST00000361216
NX_P50995-1	ENST00000372231
NX_P50995-1	ENST00000422982
NX_P50995-1	ENST00000438331
NX_P50995-2	ENST00000265447
NX_P50995-2	ENST00000372231
NX_P50995-2	ENST00000422982
NX_P50995-2	ENST00000438331
NX_P51003-1	ENST00000216277
NX_P51003-2	ENST00000557320
NX_P51114-1	ENST00000357559
NX_P51114-2	ENST00000445140
NX_P51114-3	ENST00000305586
NX_P51114-3	ENST00000357559
NX_P51114-3	ENST00000480918
NX_P51116-1	ENST00000250113
NX_P51124-1	ENST00000264553
NX_P51148-1	ENST00000346213
NX_P51148-1	ENST00000393860
NX_P51148-1	ENST00000547517
NX_P51148-2	ENST00000393860
NX_P51148-2	ENST00000547517
NX_P51149-1	ENST00000265062
NX_P51151-1	ENST00000464506
NX_P51151-1	ENST00000618931
NX_P51153-1	ENST00000368575
NX_P51157-1	ENST00000330852
NX_P51157-2	ENST00000288723
NX_P51157-3	ENST00000338176
NX_P51159-1	ENST00000336787
NX_P51159-1	ENST00000396307
NX_P51159-1	ENST00000564609
NX_P51159-1	ENST00000569493
NX_P51160-1	ENST00000371447
NX_P51161-1	ENST00000393980
NX_P51161-1	ENST00000402432
NX_P51161-1	ENST00000523955
NX_P51161-2	ENST00000393980
NX_P51164-1	ENST00000335288
NX_P51168-1	ENST00000307331
NX_P51168-1	ENST00000343070
NX_P51168-2	ENST00000307331
NX_P51170-1	ENST00000300061
NX_P51172-1	ENST00000338555
NX_P51172-1	ENST00000400928
NX_P51172-2	ENST00000325425
NX_P51172-2	ENST00000379116
NX_P51172-2	ENST00000616713
NX_P51178-1	ENST00000334661
NX_P51178-2	ENST00000463876
NX_P51397-1	ENST00000230895
NX_P51398-1	ENST00000343043
NX_P51398-1	ENST00000368336
NX_P51398-2	ENST00000471642
NX_P51398-2	ENST00000535183
NX_P51398-3	ENST00000421487
NX_P51449-1	ENST00000318247
NX_P51449-2	ENST00000356728
NX_P51451-1	ENST00000259089
NX_P51452-1	ENST00000226004
NX_P51452-2	ENST00000590342
NX_P51460-1	ENST00000317306
NX_P51460-2	ENST00000379695
NX_P51504-1	ENST00000308095
NX_P51504-1	ENST00000482457
NX_P51504-1	ENST00000619534
NX_P51508-1	ENST00000338637
NX_P51508-1	ENST00000376954
NX_P51511-1	ENST00000219271
NX_P51512-1	ENST00000286614
NX_P51513-2	ENST00000344429
NX_P51513-4	ENST00000539517
NX_P51513-5	ENST00000465357
NX_P51522-1	ENST00000301096
NX_P51522-1	ENST00000536937
NX_P51522-1	ENST00000541777
NX_P51522-1	ENST00000545872
NX_P51522-1	ENST00000594682
NX_P51522-1	ENST00000597597
NX_P51523-1	ENST00000327668
NX_P51523-1	ENST00000392319
NX_P51523-1	ENST00000539354
NX_P51530-1	ENST00000358410
NX_P51530-2	ENST00000399179
NX_P51530-2	ENST00000399180
NX_P51531-1	ENST00000349721
NX_P51531-1	ENST00000382203
NX_P51531-2	ENST00000357248
NX_P51531-2	ENST00000382194
NX_P51532-1	ENST00000344626
NX_P51532-1	ENST00000429416
NX_P51532-2	ENST00000590574
NX_P51532-3	ENST00000589677
NX_P51532-4	ENST00000541122
NX_P51532-5	ENST00000444061
NX_P51553-1	ENST00000217901
NX_P51553-2	ENST00000370092
NX_P51570-1	ENST00000225614
NX_P51570-1	ENST00000588479
NX_P51570-2	ENST00000225614
NX_P51570-2	ENST00000588479
NX_P51571-1	ENST00000320857
NX_P51571-1	ENST00000370086
NX_P51571-1	ENST00000370087
NX_P51572-1	ENST00000345046
NX_P51572-1	ENST00000458587
NX_P51572-2	ENST00000458587
NX_P51575-1	ENST00000225538
NX_P51580-1	ENST00000309983
NX_P51582-1	ENST00000374519
NX_P51587-1	ENST00000380152
NX_P51587-1	ENST00000544455
NX_P51589-1	ENST00000371204
NX_P51606-1	ENST00000393700
NX_P51608-1	ENST00000303391
NX_P51608-2	ENST00000453960
NX_P51610-1	ENST00000310441
NX_P51617-1	ENST00000369980
NX_P51617-2	ENST00000393687
NX_P51617-4	ENST00000369974
NX_P51636-1	ENST00000222693
NX_P51636-2	ENST00000222693
NX_P51636-3	ENST00000343213
NX_P51648-1	ENST00000176643
NX_P51648-1	ENST00000395575
NX_P51648-1	ENST00000579855
NX_P51648-2	ENST00000339618
NX_P51648-2	ENST00000581518
NX_P51649-1	ENST00000357578
NX_P51649-2	ENST00000348925
NX_P51654-1	ENST00000370818
NX_P51654-2	ENST00000631057
NX_P51654-3	ENST00000394299
NX_P51659-1	ENST00000256216
NX_P51659-2	ENST00000504811
NX_P51659-3	ENST00000515320
NX_P51665-1	ENST00000219313
NX_P51668-1	ENST00000373910
NX_P51671-1	ENST00000305869
NX_P51674-1	ENST00000280187
NX_P51674-1	ENST00000393658
NX_P51674-2	ENST00000515090
NX_P51674-3	ENST00000506894
NX_P51677-1	ENST00000357422
NX_P51677-1	ENST00000395940
NX_P51677-1	ENST00000395942
NX_P51677-1	ENST00000545097
NX_P51677-2	ENST00000545097
NX_P51679-1	ENST00000330953
NX_P51681-1	ENST00000292303
NX_P51681-1	ENST00000445772
NX_P51684-1	ENST00000341935
NX_P51684-1	ENST00000349984
NX_P51684-1	ENST00000400926
NX_P51685-1	ENST00000326306
NX_P51685-2	ENST00000414803
NX_P51686-1	ENST00000357632
NX_P51686-2	ENST00000355983
NX_P51686-2	ENST00000357632
NX_P51686-2	ENST00000395963
NX_P51686-2	ENST00000422395
NX_P51687-1	ENST00000266971
NX_P51687-1	ENST00000356124
NX_P51687-1	ENST00000394109
NX_P51687-1	ENST00000394115
NX_P51687-1	ENST00000548274
NX_P51687-1	ENST00000550065
NX_P51688-1	ENST00000326317
NX_P51689-1	ENST00000381154
NX_P51690-1	ENST00000381134
NX_P51692-1	ENST00000293328
NX_P51693-2	ENST00000221891
NX_P51784-1	ENST00000218348
NX_P51784-1	ENST00000377107
NX_P51786-1	ENST00000377073
NX_P51787-1	ENST00000155840
NX_P51787-2	ENST00000335475
NX_P51788-1	ENST00000265593
NX_P51788-2	ENST00000430397
NX_P51788-2	ENST00000636241
NX_P51788-3	ENST00000344937
NX_P51788-4	ENST00000434054
NX_P51788-5	ENST00000457512
NX_P51790-1	ENST00000513761
NX_P51790-2	ENST00000347613
NX_P51790-4	ENST00000360642
NX_P51793-1	ENST00000380833
NX_P51793-2	ENST00000380833
NX_P51793-2	ENST00000421085
NX_P51795-1	ENST00000307367
NX_P51795-1	ENST00000376088
NX_P51795-1	ENST00000376091
NX_P51795-1	ENST00000376108
NX_P51795-2	ENST00000376088
NX_P51795-2	ENST00000376091
NX_P51797-1	ENST00000346436
NX_P51797-2	ENST00000376490
NX_P51797-3	ENST00000376492
NX_P51797-4	ENST00000376491
NX_P51797-5	ENST00000376496
NX_P51797-6	ENST00000312413
NX_P51798-1	ENST00000382745
NX_P51798-2	ENST00000448525
NX_P51800-1	ENST00000331433
NX_P51800-2	ENST00000439316
NX_P51800-3	ENST00000375692
NX_P51801-1	ENST00000375679
NX_P51801-2	ENST00000375667
NX_P51805-1	ENST00000369682
NX_P51808-1	ENST00000378578
NX_P51809-1	ENST00000286448
NX_P51809-2	ENST00000262640
NX_P51809-3	ENST00000460621
NX_P51810-1	ENST00000467482
NX_P51811-1	ENST00000378616
NX_P51812-1	ENST00000379565
NX_P51813-1	ENST00000342014
NX_P51813-1	ENST00000348343
NX_P51813-1	ENST00000357607
NX_P51814-4	ENST00000313116
NX_P51814-4	ENST00000377065
NX_P51814-6	ENST00000313116
NX_P51814-6	ENST00000377065
NX_P51815-1	ENST00000370766
NX_P51815-2	ENST00000370764
NX_P51816-1	ENST00000370460
NX_P51816-3	ENST00000342251
NX_P51816-4	ENST00000370458
NX_P51816-6	ENST00000370457
NX_P51816-7	ENST00000286437
NX_P51817-1	ENST00000262848
NX_P51825-1	ENST00000307808
NX_P51825-2	ENST00000395146
NX_P51828-1	ENST00000254235
NX_P51828-1	ENST00000394697
NX_P51841-1	ENST00000218006
NX_P51843-1	ENST00000378970
NX_P51854-3	ENST00000369915
NX_P51854-4	ENST00000369912
NX_P51854-4	ENST00000369915
NX_P51857-1	ENST00000242375
NX_P51857-2	ENST00000432161
NX_P51857-3	ENST00000411726
NX_P51858-1	ENST00000357325
NX_P51858-1	ENST00000537739
NX_P51858-2	ENST00000368209
NX_P51858-3	ENST00000368206
NX_P51861-1	ENST00000370532
NX_P51864-1	ENST00000493351
NX_P51864-1	ENST00000602699
NX_P51878-1	ENST00000260315
NX_P51878-2	ENST00000444749
NX_P51878-3	ENST00000418434
NX_P51878-3	ENST00000531367
NX_P51878-4	ENST00000456200
NX_P51878-5	ENST00000393141
NX_P51878-5	ENST00000526056
NX_P51878-6	ENST00000260315
NX_P51878-6	ENST00000393141
NX_P51878-6	ENST00000444749
NX_P51878-6	ENST00000526056
NX_P51884-1	ENST00000266718
NX_P51888-1	ENST00000343110
NX_P51911-1	ENST00000252456
NX_P51946-1	ENST00000256897
NX_P51948-1	ENST00000261245
NX_P51948-2	ENST00000539616
NX_P51955-1	ENST00000366999
NX_P51955-2	ENST00000366998
NX_P51956-1	ENST00000610828
NX_P51956-1	ENST00000618534
NX_P51956-2	ENST00000611833
NX_P51957-1	ENST00000233027
NX_P51957-2	ENST00000383721
NX_P51957-3	ENST00000535191
NX_P51959-1	ENST00000340828
NX_P51959-1	ENST00000393929
NX_P51959-2	ENST00000340828
NX_P51959-2	ENST00000393929
NX_P51959-2	ENST00000510664
NX_P51959-2	ENST00000512163
NX_P51965-1	ENST00000306627
NX_P51965-2	ENST00000424381
NX_P51965-3	ENST00000346855
NX_P51970-1	ENST00000373768
NX_P51991-1	ENST00000392524
NX_P51991-1	ENST00000435711
NX_P51991-2	ENST00000411529
NX_P51993-1	ENST00000286955
NX_P51993-1	ENST00000318336
NX_P51993-1	ENST00000524754
NX_P51993-1	ENST00000527106
NX_P51993-2	ENST00000592563
NX_P52179-1	ENST00000356443
NX_P52179-2	ENST00000261606
NX_P52198-1	ENST00000587250
NX_P52209-1	ENST00000270776
NX_P52209-2	ENST00000270776
NX_P52272-1	ENST00000325495
NX_P52272-2	ENST00000348943
NX_P52292-1	ENST00000330459
NX_P52292-1	ENST00000537025
NX_P52294-1	ENST00000344337
NX_P52298-1	ENST00000321256
NX_P52298-2	ENST00000452404
NX_P52298-3	ENST00000427641
NX_P52306-1	ENST00000408927
NX_P52306-2	ENST00000408900
NX_P52306-3	ENST00000380158
NX_P52306-4	ENST00000453712
NX_P52306-5	ENST00000339360
NX_P52306-6	ENST00000264572
NX_P52333-1	ENST00000458235
NX_P52333-1	ENST00000527670
NX_P52333-2	ENST00000534444
NX_P52333-4	ENST00000527031
NX_P52429-1	ENST00000284061
NX_P52429-2	ENST00000572810
NX_P52434-1	ENST00000456318
NX_P52434-2	ENST00000430783
NX_P52434-3	ENST00000438240
NX_P52434-3	ENST00000452961
NX_P52434-3	ENST00000456318
NX_P52434-4	ENST00000429568
NX_P52434-5	ENST00000430783
NX_P52434-5	ENST00000443489
NX_P52435-1	ENST00000292614
NX_P52564-1	ENST00000590474
NX_P52564-2	ENST00000589647
NX_P52564-2	ENST00000590474
NX_P52564-2	ENST00000613873
NX_P52565-1	ENST00000269321
NX_P52565-1	ENST00000541078
NX_P52565-1	ENST00000580685
NX_P52565-2	ENST00000400721
NX_P52566-1	ENST00000228945
NX_P52566-1	ENST00000541546
