biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
Q16851	C	canonical	  1.000	  1.000	5	  1.013	4	2	2p14	64068844	64118696	+			Q16851	376	9				UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=1 SV=5 CONCAT=2	Homo sapiens
Q9UBP4	C	canonical	  1.000	  1.000	5	  1.632	4	11	11p15.3	11984653	12030917	-			Q9UBP4	377	11				DKK3_HUMAN Dickkopf-related protein 3 OS=Homo sapiens GN=DKK3 PE=1 SV=2 CONCAT=8	Homo sapiens
Q13822	C	canonical	  1.000	  1.000	16	  2.292	8	8	8q24.1	0	0	 			Q13822	378	8				ENPP2_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 OS=Homo sapiens GN=ENPP2 PE=1 SV=3 CONCAT=12	Homo sapiens
O15484	C	canonical	  1.000	  1.000	4	  0.653	4	11	11q13.5	76777988	76837201	+			O15484	379	5				CAN5_HUMAN Calpain-5 OS=Homo sapiens GN=CAPN5 PE=1 SV=2 CONCAT=3	Homo sapiens
Q14766	C	canonical	  1.000	  1.000	45	  3.224	23	2	2p22.3	33172369	33624573	+			Q14766	380	34				LTBP1_HUMAN Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens GN=LTBP1 PE=1 SV=4 CONCAT=6	Homo sapiens
Q9NS15	C	canonical	  1.000	  1.000	4	  0.341	4	11	11q13.1	65306289	65325699	-			Q14766	380	34				LTBP3_HUMAN Latent-transforming growth factor beta-binding protein 3 OS=Homo sapiens GN=LTBP3 PE=1 SV=4 CONCAT=5	Homo sapiens
O14786	C	canonical	  1.000	  1.000	3	  0.401	3	10	10p12	0	0	 			O14786	381	9				NRP1_HUMAN Neuropilin-1 OS=Homo sapiens GN=NRP1 PE=1 SV=3 CONCAT=9	Homo sapiens
P16112	C	canonical	  0.127	  1.000	63	  5.607	28	15	15q26.1	0	0	 			P16112	382	11				PGCA_HUMAN Aggrecan core protein OS=Homo sapiens GN=ACAN PE=1 SV=2 CONCAT=14	Homo sapiens
E9PAV3	C	canonical	  1.000	  1.000	5	  0.255	3	12	12q13.3	57106212	57119326	-			E9PAV3	383	11				NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens GN=NACA PE=1 SV=1 CONCAT=6	Homo sapiens
Q9HC84	C	canonical	  1.000	  1.000	15	  0.426	9	11	11p15	0	0	 			Q9HC84	384	6				MUC5B_HUMAN Mucin-5B OS=Homo sapiens GN=MUC5B PE=1 SV=3 CONCAT=30	Homo sapiens
P31040	C	canonical	  1.000	  1.000	12	  2.136	3	5	5p15.33	218356	256815	+			P31040	385	7				SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2 CONCAT=13	Homo sapiens
Q8IZF2	C	canonical	  1.000	  1.000	9	  0.826	9	6	6p12.3	46820336	46922680	-			Q8IZF2	386	6				GP116_HUMAN Probable G-protein coupled receptor 116 OS=Homo sapiens GN=GPR116 PE=1 SV=3 CONCAT=9	Homo sapiens
Q02218	C	canonical	  1.000	  1.000	5	  0.565	5	7	7p13	44646238	44748665	+			Q02218	387	11				ODO1_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3 CONCAT=4	Homo sapiens
P31943	C	canonical	  1.000	  1.000	4	  1.175	3	5	5q35.3	179041180	179051670	-			P31943	388	29				HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4 CONCAT=2	Homo sapiens
Q13332	C	canonical	  1.000	  1.000	68	  4.390	14	19	19p13.3	5205519	5340814	-			Q13332	389	13				PTPRS_HUMAN Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens GN=PTPRS PE=1 SV=3 CONCAT=8	Homo sapiens
P07333-2	C	canonical	  1.000	  1.000	17	  7.682	6	5	5q32	149432854	149492935	-			P07333-2	390	6				CSF1R_HUMAN Isoform 2 of Macrophage colony-stimulating factor 1 receptor OS=Homo sapiens GN=CSF1R	Homo sapiens
Q92747	C	canonical	  1.000	  1.000	15	  4.005	3	7	7q22.1	98923533	98963880	+			Q92747	391	13				ARC1A_HUMAN Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=1 SV=2 CONCAT=1	Homo sapiens
P54764	C	canonical	  1.000	  1.000	13	  1.559	10	2	2q36.1	222282749	222437010	-			P54764	392	9				EPHA4_HUMAN Ephrin type-A receptor 4 OS=Homo sapiens GN=EPHA4 PE=1 SV=1 CONCAT=10	Homo sapiens
P04216	C	canonical	  0.034	  1.000	209	175.391	7	11	11q23.3	119288090	119294838	-			P04216	393	8				THY1_HUMAN Thy-1 membrane glycoprotein OS=Homo sapiens GN=THY1 PE=1 SV=2 CONCAT=10	Homo sapiens
P29692	C	canonical	  1.000	  1.000	2	  0.734	2	8	8q24.3	144661898	144679310	-			P29692	394	22				EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5 CONCAT=2	Homo sapiens
Q9Y281	C	canonical	  1.000	  1.000	65	 34.712	5	14	14q13.1	35179593	35183896	-			Q9Y281	395	12				COF2_HUMAN Cofilin-2 OS=Homo sapiens GN=CFL2 PE=1 SV=1 CONCAT=5	Homo sapiens
O43280	C	canonical	  1.000	  1.000	5	  1.013	5	11	11q23.3	118528942	118550381	-			O43280	396	12				TREA_HUMAN Trehalase OS=Homo sapiens GN=TREH PE=1 SV=2 CONCAT=15	Homo sapiens
Q6UX15	C	canonical	  1.000	  1.000	12	  3.916	3	11	11q23.1	111411233	111431788	+			Q6UX15	397	6				LAYN_HUMAN Layilin OS=Homo sapiens GN=LAYN PE=2 SV=1 CONCAT=7	Homo sapiens
O75964	C	canonical	  1.000	  1.000	3	  2.937	3	11	11q23.3	118271869	118280560	+			O75964	398	3				ATP5L_HUMAN ATP synthase subunit g, mitochondrial OS=Homo sapiens GN=ATP5L PE=1 SV=3 CONCAT=2	Homo sapiens
P13987	C	canonical	  0.124	  1.000	1234	1035.56	27	11	11p13	33730411	33757991	-			P13987	399	7				CD59_HUMAN CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1 CONCAT=11	Homo sapiens
P15880	C	canonical	  1.000	  1.000	8	  2.611	2	16	16p13.3	2012053	2014861	-			P15880	400	11				RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2 CONCAT=2	Homo sapiens
P02511	C	canonical	  1.000	  1.000	48	 25.634	14	11	11q23.1	111779353	111782734	-			P02511	401	11				CRYAB_HUMAN Alpha-crystallin B chain OS=Homo sapiens GN=CRYAB PE=1 SV=2 CONCAT=8	Homo sapiens
Q01628	C	canonical	  1.000	  1.000	13	 15.273	2	11	11p15.5	319669	321050	-			Q01628	402	8				IFM3_HUMAN Interferon-induced transmembrane protein 3 OS=Homo sapiens GN=IFITM3 PE=1 SV=2 CONCAT=3	Homo sapiens
Q02790	C	canonical	  1.000	  1.000	3	  0.608	2	12	12p13.33	2904119	2913124	+			Q02790	403	3				FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3 CONCAT=3	Homo sapiens
Q9BTY2	C	canonical	  1.000	  1.000	14	  2.937	5	6	6q24.2	143815948	143832827	-			Q9BTY2	404	2				FUCO2_HUMAN Plasma alpha-L-fucosidase OS=Homo sapiens GN=FUCA2 PE=1 SV=2 CONCAT=9	Homo sapiens
Q24JP5	C	canonical	  1.000	  1.000	10	  1.399	3	11	11q12.2	60691953	60704631	+			Q24JP5	405	5				T132A_HUMAN Transmembrane protein 132A OS=Homo sapiens GN=TMEM132A PE=2 SV=1 CONCAT=7	Homo sapiens
P26006	C	canonical	  1.000	  1.000	7	  0.894	7	17	17q21.33	48133804	48167093	+			P26006	406	5				ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5 CONCAT=14	Homo sapiens
O75594	C	canonical	  0.094	  1.000	435	255.534	20	19	19q13.32	46522411	46526323	-			O75594	407	2				PGRP1_HUMAN Peptidoglycan recognition protein 1 OS=Homo sapiens GN=PGLYRP1 PE=1 SV=1 CONCAT=7	Homo sapiens
P10620	C	canonical	  1.000	  1.000	6	  5.874	3	12	12p12.3	16500076	16517343	+			P10620	408	7				MGST1_HUMAN Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1 CONCAT=2	Homo sapiens
P26599	C	canonical	  1.000	  1.000	2	  0.490	2	19	19p13.3	797425	812320	+			P26599	409	8				PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8NFJ5	C	canonical	  1.000	  1.000	29	 13.104	4	12	12p13.1	13043716	13070871	+			Q8NFJ5	410	3				RAI3_HUMAN Retinoic acid-induced protein 3 OS=Homo sapiens GN=GPRC5A PE=1 SV=2 CONCAT=5	Homo sapiens
Q9NRV9	C	canonical	  1.000	  1.000	3	  1.602	3	12	12p13.1	13127798	13153207	-			Q9NRV9	411	3				HEBP1_HUMAN Heme-binding protein 1 OS=Homo sapiens GN=HEBP1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9Y277	C	canonical	  1.000	  1.000	61	 23.889	6	8	8p11.21	42249421	42263415	+			Q9Y277	412	9				VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens GN=VDAC3 PE=1 SV=1 CONCAT=2	Homo sapiens
P25789	C	canonical	  1.000	  1.000	7	  2.937	3	15	15q25.1	78832755	78841604	+			P25789	413	12				PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1 CONCAT=1	Homo sapiens
P28799	C	canonical	  0.177	  1.000	219	 45.946	41	17	17q21.32	0	0	 			P28799	414	19				GRN_HUMAN Granulins OS=Homo sapiens GN=GRN PE=1 SV=2 CONCAT=47	Homo sapiens
Q969Z4	C	canonical	  1.000	  1.000	29	  8.518	5	11	11q13.4	73087309	73108517	+			Q969Z4	415	3				TR19L_HUMAN Tumor necrosis factor receptor superfamily member 19L OS=Homo sapiens GN=RELT PE=1 SV=1 CONCAT=7	Homo sapiens
Q9NPH3	C	canonical	  1.000	  1.000	4	  0.734	4	3	3q28	190231840	190369308	+			Q9NPH3	416	7				IL1AP_HUMAN Interleukin-1 receptor accessory protein OS=Homo sapiens GN=IL1RAP PE=1 SV=2 CONCAT=7	Homo sapiens
Q07020	C	canonical	  1.000	  1.000	6	  5.035	3	19	19q13.33	49118585	49122793	-			Q07020	417	9				RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=2 CONCAT=2	Homo sapiens
P13688	C	canonical	  1.000	  1.000	10	  2.937	4	19	19q13.2	0	0	 			P13688	418	17				CEAM1_HUMAN Carcinoembryonic antigen-related cell adhesion molecule 1 OS=Homo sapiens GN=CEACAM1 PE=1 SV=2 CONCAT=11	Homo sapiens
P06737	C	canonical	  1.000	  1.000	4	  0.435	4	14	14q21-q22	0	0	 			P11216	419	10				PYGL_HUMAN Glycogen phosphorylase, liver form OS=Homo sapiens GN=PYGL PE=1 SV=4 CONCAT=11	Homo sapiens
P11216	C	canonical	  1.000	  1.000	6	  0.691	4	20	20p11.21	25228705	25278650	+			P11216	419	10				PYGB_HUMAN Glycogen phosphorylase, brain form OS=Homo sapiens GN=PYGB PE=1 SV=5 CONCAT=4	Homo sapiens
P11217	C	canonical	  1.000	  1.000	5	  0.565	5	11	11q13.1	64513861	64527769	-			P11216	419	10				PYGM_HUMAN Glycogen phosphorylase, muscle form OS=Homo sapiens GN=PYGM PE=1 SV=6 CONCAT=21	Homo sapiens
O95633	C	canonical	  1.000	  1.000	6	  2.937	2	19	19p13.3	676392	683385	+			O95633	420	3				FSTL3_HUMAN Follistatin-related protein 3 OS=Homo sapiens GN=FSTL3 PE=1 SV=1 CONCAT=6	Homo sapiens
Q13103	C	canonical	  1.000	  1.000	6	  3.525	3	2	2q37.1	234959343	234985778	+			Q13103	421	2				SPP24_HUMAN Secreted phosphoprotein 24 OS=Homo sapiens GN=SPP2 PE=1 SV=1 CONCAT=7	Homo sapiens
Q99714	C	canonical	  1.000	  1.000	3	  1.259	3	X	Xp11.22	53458206	53461320	-			Q99714	422	3				HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3 CONCAT=5	Homo sapiens
P15907	C	canonical	  1.000	  1.000	6	  1.678	4	3	3q27.3	186648274	186796341	+			P15907	423	3				SIAT1_HUMAN Beta-galactoside alpha-2,6-sialyltransferase 1 OS=Homo sapiens GN=ST6GAL1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8N4F0	C	canonical	  1.000	  1.000	9	  2.518	3	20	20q11.21	31595406	31611515	+			Q8N4F0	424	2				BPIB2_HUMAN BPI fold-containing family B member 2 OS=Homo sapiens GN=BPIFB2 PE=1 SV=2 CONCAT=11	Homo sapiens
P08138	C	canonical	  0.037	  1.000	76	 26.262	8	17	17q21.33	47572655	47592379	+			P08138	425	3				TNR16_HUMAN Tumor necrosis factor receptor superfamily member 16 OS=Homo sapiens GN=NGFR PE=1 SV=1 CONCAT=7	Homo sapiens
Q96IY4	C	canonical	  0.029	  1.000	43	 11.482	6	13	13q14.13	46627321	46679161	-			Q96IY4	426	4				CBPB2_HUMAN Carboxypeptidase B2 OS=Homo sapiens GN=CPB2 PE=1 SV=2 CONCAT=11	Homo sapiens
Q00325-2	C	canonical	  1.000	  1.000	24	  7.049	8	12	12q23.1	98987403	98995775	+			Q00325-2	427	6				MPCP_HUMAN Isoform B of Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3	Homo sapiens
O76076	C	canonical	  0.029	  1.000	28	 14.953	6	20	20q13.12	43343886	43356452	+			O76076	428	3				WISP2_HUMAN WNT1-inducible-signaling pathway protein 2 OS=Homo sapiens GN=WISP2 PE=1 SV=1 CONCAT=7	Homo sapiens
P10619-2	C	canonical	  1.000	  1.000	127	 37.302	22	20	20q13.12	44519980	44527459	+			P10619-2	429	10				PPGB_HUMAN Isoform 2 of Lysosomal protective protein OS=Homo sapiens GN=CTSA	Homo sapiens
Q9Y547	C	canonical	  1.000	  1.000	6	  5.874	3	1	1p32.3	54387234	54411602	-			Q9Y547	430	3				IFT25_HUMAN Intraflagellar transport protein 25 homolog OS=Homo sapiens GN=HSPB11 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9C0K7	C	canonical	  1.000	  1.000	4	  1.022	2	2	2q33.1	202316392	202345569	+			Q9C0K7	431	6				STRAB_HUMAN STE20-related kinase adapter protein beta OS=Homo sapiens GN=STRADB PE=1 SV=1 CONCAT=3	Homo sapiens
O75131	C	canonical	  1.000	  1.000	66	 12.924	17	8	8q21.3	87497059	87573726	+			O75131	432	24				CPNE3_HUMAN Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1 CONCAT=3	Homo sapiens
Q86YQ8	C	canonical	  1.000	  1.000	51	  9.986	14	12	12q12	39045987	39299433	-			O75131	432	24				CPNE8_HUMAN Copine-8 OS=Homo sapiens GN=CPNE8 PE=1 SV=2 CONCAT=1	Homo sapiens
Q9HCH3	C	canonical	  1.000	  1.000	41	  7.769	5	6	6p21.2	36708555	36807778	-			O75131	432	24				CPNE5_HUMAN Copine-5 OS=Homo sapiens GN=CPNE5 PE=1 SV=2 CONCAT=4	Homo sapiens
P41181	C	canonical	  1.000	  1.000	11	  8.077	4	12	12q13.12	50344529	50352664	+			P41181	433	3				AQP2_HUMAN Aquaporin-2 OS=Homo sapiens GN=AQP2 PE=1 SV=1 CONCAT=32	Homo sapiens
P11597	C	canonical	  1.000	  1.000	99	 21.539	14	16	16q13	56995762	57017757	+			P11597	434	3				CETP_HUMAN Cholesteryl ester transfer protein OS=Homo sapiens GN=CETP PE=1 SV=2 CONCAT=19	Homo sapiens
Q02878	C	canonical	  1.000	  1.000	10	  3.916	2	12	12q24.13	112843003	112847445	-			Q02878	435	8				RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3 CONCAT=5	Homo sapiens
Q92896	C	canonical	  1.000	  1.000	45	  4.130	19	16	16q23.1	74485856	74641012	-			Q92896	436	7				GSLG1_HUMAN Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2 CONCAT=6	Homo sapiens
Q06323	C	canonical	  1.000	  1.000	27	 10.574	4	14	14q12	24605367	24608176	+			Q06323	437	5				PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1 CONCAT=3	Homo sapiens
P22735	C	canonical	  1.000	  1.000	15	  1.836	8	14	14q12	24718320	24732416	-			P22735	438	9				TGM1_HUMAN Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens GN=TGM1 PE=1 SV=4 CONCAT=71	Homo sapiens
P62269	C	canonical	  1.000	  1.000	5	  3.264	5	HSCHR6_MHC_QBL	HSCHR6_MHC_QBLp21.32	33168626	33173129	+			P62269	439	3				RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3 CONCAT=2	Homo sapiens
P18206	C	canonical	  1.000	  1.000	11	  0.862	6	10	10q22.2	75757872	75879910	+			P18206	440	8				VINC_HUMAN Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4 CONCAT=8	Homo sapiens
Q03167	C	canonical	  1.000	  1.000	5	  0.816	4	1	1p22.1	92145902	92351787	-			Q03167	441	3				TGBR3_HUMAN Transforming growth factor beta receptor type 3 OS=Homo sapiens GN=TGFBR3 PE=1 SV=3 CONCAT=15	Homo sapiens
Q13445	C	canonical	  0.015	  1.000	6	  3.916	3	19	19p13.2	10943114	10946966	-			Q13445	442	6				TMED1_HUMAN Transmembrane emp24 domain-containing protein 1 OS=Homo sapiens GN=TMED1 PE=1 SV=1 CONCAT=7	Homo sapiens
O75264	C	canonical	  1.000	  1.000	13	 12.728	5	19	19p13.3	3474405	3480540	-			O75264	443	2				SIM24_HUMAN Small integral membrane protein 24 OS=Homo sapiens GN=SMIM24 PE=2 SV=2 CONCAT=6	Homo sapiens
P35858-2	C	canonical	  1.000	  1.000	105	 19.897	18	16	16p13.3	1840414	1843764	-			P35858-2	444	4				ALS_HUMAN Isoform 2 of Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens GN=IGFALS	Homo sapiens
Q13477-2	C	canonical	  1.000	  1.000	34	 15.364	6	19	19p13.3	496454	505347	+			Q13477-2	445	8				MADCA_HUMAN Isoform 2 of Mucosal addressin cell adhesion molecule 1 OS=Homo sapiens GN=MADCAM1	Homo sapiens
P05546	C	canonical	  0.060	  1.000	21	  4.406	13	22	22q11.21	21128167	21142008	+			P05546	446	2				HEP2_HUMAN Heparin cofactor 2 OS=Homo sapiens GN=SERPIND1 PE=1 SV=3 CONCAT=16	Homo sapiens
P30046	C	canonical	  1.000	  1.000	24	 17.623	6	22	22q11.23	24313554	24322019	-			P30046	447	9				DOPD_HUMAN D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=1 SV=3 CONCAT=2	Homo sapiens
P27361	C	canonical	  1.000	  1.000	4	  1.022	4	16	16p11.2	30125426	30134615	-			P28482	448	18				MK03_HUMAN Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 PE=1 SV=4 CONCAT=3	Homo sapiens
P28482	C	canonical	  1.000	  1.000	26	  6.942	9	22	22q11.21	22108789	22221919	-			P28482	448	18				MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens GN=MAPK1 PE=1 SV=3 CONCAT=2	Homo sapiens
P53007	C	canonical	  1.000	  1.000	2	  0.691	2	22	22q11.21	19163095	19166343	-			P53007	449	3				TXTP_HUMAN Tricarboxylate transport protein, mitochondrial OS=Homo sapiens GN=SLC25A1 PE=1 SV=2 CONCAT=12	Homo sapiens
P09382	C	canonical	  1.000	  1.000	8	  5.222	4	22	22q13.1	38071615	38075813	+			P09382	450	2				LEG1_HUMAN Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2 CONCAT=2	Homo sapiens
P15289	C	canonical	  0.071	  1.000	206	 63.690	16	22	22q13.33	51063446	51066600	-			P15289	451	6				ARSA_HUMAN Arylsulfatase A OS=Homo sapiens GN=ARSA PE=1 SV=3 CONCAT=122	Homo sapiens
Q14166	C	canonical	  1.000	  1.000	4	  0.691	3	22	22q13.2	43562628	43583139	-			Q14166	452	3				TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens GN=TTLL12 PE=1 SV=2 CONCAT=5	Homo sapiens
P12882	C	canonical	  0.999	  1.000	3	  0.169	3	17	17p13.1	10395624	10421860	-			P35579	453	49				MYH1_HUMAN Myosin-1 OS=Homo sapiens GN=MYH1 PE=1 SV=3 CONCAT=9	Homo sapiens
P35579	C	canonical	  1.000	  1.000	163	  9.207	58	22	22q12.3	36677327	36784063	-			P35579	453	49				MYH9_HUMAN Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4 CONCAT=25	Homo sapiens
Q7Z406	C	canonical	  1.000	  1.000	25	  1.412	13	19	19q13.33	0	0	 			P35579	453	49				MYH14_HUMAN Myosin-14 OS=Homo sapiens GN=MYH14 PE=1 SV=2 CONCAT=13	Homo sapiens
P50502	C	canonical	  1.000	  1.000	12	  4.699	5	22	22q13.2	41220539	41253026	-			P50502	454	7				F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens GN=ST13 PE=1 SV=2 CONCAT=2	Homo sapiens
Q14112	C	canonical	  1.000	  1.000	4	  0.361	4	14	14q22.1	52471521	52535712	-			Q14112	455	4				NID2_HUMAN Nidogen-2 OS=Homo sapiens GN=NID2 PE=1 SV=3 CONCAT=19	Homo sapiens
O43405	C	canonical	  0.015	  1.000	16	  3.133	3	14	14q12	31343749	31359345	+			O43405	456	6				COCH_HUMAN Cochlin OS=Homo sapiens GN=COCH PE=1 SV=1 CONCAT=21	Homo sapiens
Q9Y5K8	C	canonical	  1.000	  1.000	20	  9.037	5	14	14q23.3	67804788	67826966	-			Q9Y5K8	457	8				VATD_HUMAN V-type proton ATPase subunit D OS=Homo sapiens GN=ATP6V1D PE=1 SV=1 CONCAT=1	Homo sapiens
P25788	C	canonical	  1.000	  1.000	5	  2.259	4	14	14q23.1	58711549	58738725	+			P25788	458	4				PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2 CONCAT=2	Homo sapiens
P10645	C	canonical	  1.000	  1.000	17	  4.539	4	14	14q32.12	93389425	93401638	+			P10645	459	3				CMGA_HUMAN Chromogranin-A OS=Homo sapiens GN=CHGA PE=1 SV=7 CONCAT=53	Homo sapiens
P11586	C	canonical	  1.000	  1.000	45	  4.806	17	14	14q23.3	64855068	64926721	+			P11586	460	11				C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3 CONCAT=8	Homo sapiens
Q9UL46	C	canonical	  1.000	  1.000	9	  3.525	5	14	14q12	24612574	24616430	-			Q9UL46	461	4				PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens GN=PSME2 PE=1 SV=4 CONCAT=3	Homo sapiens
P48637	C	canonical	  1.000	  1.000	6	  1.259	3	20	20q11.22	33516236	33543620	-			P48637	462	3				GSHB_HUMAN Glutathione synthetase OS=Homo sapiens GN=GSS PE=1 SV=1 CONCAT=18	Homo sapiens
Q9UNN8	C	canonical	  0.062	  1.000	448	239.246	13	20	20q11.22	33759876	33765165	+			Q9UNN8	463	3				EPCR_HUMAN Endothelial protein C receptor OS=Homo sapiens GN=PROCR PE=1 SV=1 CONCAT=7	Homo sapiens
Q96CF2	C	canonical	  1.000	  1.000	15	  6.294	6	8	8q21.13	82644669	82671750	+			Q9H444	464	5				CHM4C_HUMAN Charged multivesicular body protein 4c OS=Homo sapiens GN=CHMP4C PE=1 SV=1 CONCAT=2	Homo sapiens
Q9H444	C	canonical	  1.000	  1.000	91	 41.120	13	20	20q11.22	32399110	32442172	+			Q9H444	464	5				CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1 CONCAT=4	Homo sapiens
P23526	C	canonical	  1.000	  1.000	68	 15.978	18	20	20q11.22	32868074	32891154	-			P23526	465	2				SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4 CONCAT=8	Homo sapiens
O14950	C	canonical	  1.000	  1.000	6	  3.916	4	18	18p11.31	3261907	3278282	+			O14950	466	7				ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2 CONCAT=2	Homo sapiens
P00740	C	canonical	  1.000	  1.000	8	  2.136	8	X	Xq27.1	138612917	138645617	+			P00740	467	3				FA9_HUMAN Coagulation factor IX OS=Homo sapiens GN=F9 PE=1 SV=2 CONCAT=166	Homo sapiens
Q9NPY3	C	canonical	  1.000	  1.000	8	  1.621	7	20	20p11.21	23059986	23066977	-			Q9UHG2	468	37				C1QR1_HUMAN Complement component C1q receptor OS=Homo sapiens GN=CD93 PE=1 SV=3 CONCAT=9	Homo sapiens
Q9UHG2	C	canonical	  1.000	  1.000	58	 28.393	12	X	Xp11.23	48689504	48694035	-			Q9UHG2	468	37				PCSK1_HUMAN ProSAAS OS=Homo sapiens GN=PCSK1N PE=1 SV=1 CONCAT=24	Homo sapiens
P01033	C	canonical	  0.034	  1.000	16	  8.545	7	X	Xp11.23	47441712	47446188	+			P01033	469	8				TIMP1_HUMAN Metalloproteinase inhibitor 1 OS=Homo sapiens GN=TIMP1 PE=1 SV=1 CONCAT=6	Homo sapiens
P06280	C	canonical	  0.084	  1.000	85	 19.205	18	X	Xq22.1	100652791	100662913	-			P06280	470	4				AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens GN=GLA PE=1 SV=1 CONCAT=179	Homo sapiens
Q6UX06	C	canonical	  0.108	  1.000	396	 93.050	23	13	13q14.3	53602894	53626192	+			Q6UX06	471	2				OLFM4_HUMAN Olfactomedin-4 OS=Homo sapiens GN=OLFM4 PE=1 SV=1 CONCAT=8	Homo sapiens
Q08AH3	C	canonical	  1.000	  1.000	4	  0.691	4	16	16p12.3	20462906	20498113	+			Q08AH3	472	12				ACS2A_HUMAN Acyl-coenzyme A synthetase ACSM2A, mitochondrial OS=Homo sapiens GN=ACSM2A PE=1 SV=2 CONCAT=8	Homo sapiens
P61970	C	canonical	  1.000	  1.000	171	143.502	9	16	16q22.1	67880635	67906470	+			P61970	473	5				NTF2_HUMAN Nuclear transport factor 2 OS=Homo sapiens GN=NUTF2 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8NCC3	C	canonical	  0.062	  1.000	29	  8.112	13	16	16q22.1	68279247	68294961	+			Q8NCC3	474	8				PAG15_HUMAN Group XV phospholipase A2 OS=Homo sapiens GN=PLA2G15 PE=1 SV=2 CONCAT=6	Homo sapiens
Q14894	C	canonical	  1.000	  1.000	29	 10.647	8	16	16p12.2	21269842	21314372	-			Q14894	475	7				CRYM_HUMAN Ketimine reductase mu-crystallin OS=Homo sapiens GN=CRYM PE=1 SV=1 CONCAT=1	Homo sapiens
