NX_A0A075B6H9-1	ENSP00000374817
NX_P84157-3	ENSP00000364176
NX_P84243-1	ENSP00000254810
NX_P84243-1	ENSP00000355778
NX_P84243-1	ENSP00000355780
NX_P84243-1	ENSP00000355781
NX_P84243-1	ENSP00000465813
NX_P84243-1	ENSP00000466020
NX_P84243-1	ENSP00000468714
NX_P84550-1	ENSP00000369374
NX_P84550-2	ENSP00000343200
NX_P84996-1	ENSP00000360140
NX_P84996-1	ENSP00000360141
NX_P84996-1	ENSP00000360143
NX_P85037-1	ENSP00000328720
NX_P85298-1	ENSP00000374424
NX_P85298-4	ENSP00000348407
NX_P85298-5	ENSP00000337287
NX_P85299-1	ENSP00000337464
NX_P85299-3	ENSP00000006251
NX_P85299-3	ENSP00000337464
NX_P85299-3	ENSP00000384848
NX_P85299-3	ENSP00000480357
NX_P85299-4	ENSP00000006251
NX_P85299-4	ENSP00000337464
NX_P85299-4	ENSP00000384848
NX_P85299-4	ENSP00000479623
NX_P85299-4	ENSP00000480357
NX_P85299-4	ENSP00000485597
NX_P85299-5	ENSP00000384848
NX_P86397-1	ENSP00000295959
NX_P86397-1	ENSP00000412894
NX_P86452-1	ENSP00000447879
NX_P86478-1	ENSP00000404281
NX_P86479-1	ENSP00000438757
NX_P86479-1	ENSP00000480729
NX_P86480-1	ENSP00000392407
NX_P86481-1	ENSP00000367163
NX_P86496-1	ENSP00000367164
NX_P86790-1	ENSP00000314544
NX_P86791-1	ENSP00000325681
NX_P98066-1	ENSP00000243347
NX_P98073-1	ENSP00000284885
NX_P98077-1	ENSP00000264554
NX_P98082-1	ENSP00000313391
NX_P98082-2	ENSP00000345508
NX_P98082-3	ENSP00000426245
NX_P98082-3	ENSP00000439919
NX_P98088-1	ENSP00000485659
NX_P98095-1	ENSP00000295760
NX_P98095-2	ENSP00000384169
NX_P98095-2	ENSP00000420042
NX_P98153-1	ENSP00000263196
NX_P98153-2	ENSP00000440062
NX_P98155-1	ENSP00000371532
NX_P98155-2	ENSP00000371531
NX_P98160-1	ENSP00000363827
NX_P98161-1	ENSP00000262304
NX_P98161-3	ENSP00000399501
NX_P98164-1	ENSP00000263816
NX_P98168-1	ENSP00000351530
NX_P98169-1	ENSP00000364023
NX_P98170-1	ENSP00000347858
NX_P98170-1	ENSP00000360242
NX_P98170-1	ENSP00000395230
NX_P98171-1	ENSP00000203786
NX_P98171-2	ENSP00000359045
NX_P98172-1	ENSP00000204961
NX_P98173-1	ENSP00000352955
NX_P98173-1	ENSP00000358657
NX_P98173-1	ENSP00000416146
NX_P98173-2	ENSP00000393086
NX_P98173-3	ENSP00000377202
NX_P98174-1	ENSP00000364277
NX_P98175-1	ENSP00000328848
NX_P98175-1	ENSP00000366829
NX_P98175-3	ENSP00000329659
NX_P98175-4	ENSP00000486115
NX_P98177-1	ENSP00000363377
NX_P98177-2	ENSP00000342209
NX_P98179-1	ENSP00000365946
NX_P98179-1	ENSP00000365950
NX_P98182-1	ENSP00000395723
NX_P98182-1	ENSP00000405786
NX_P98182-2	ENSP00000380077
NX_P98182-3	ENSP00000380079
NX_P98182-3	ENSP00000380080
NX_P98182-3	ENSP00000458508
NX_P98187-1	ENSP00000477567
NX_P98194-1	ENSP00000395809
NX_P98194-1	ENSP00000424783
NX_P98194-1	ENSP00000427461
NX_P98194-2	ENSP00000329664
NX_P98194-2	ENSP00000432956
NX_P98194-3	ENSP00000402677
NX_P98194-3	ENSP00000421326
NX_P98194-3	ENSP00000422872
NX_P98194-4	ENSP00000395809
NX_P98194-4	ENSP00000423330
NX_P98194-4	ENSP00000423774
NX_P98194-4	ENSP00000424783
NX_P98194-4	ENSP00000427461
NX_P98194-5	ENSP00000402677
NX_P98194-7	ENSP00000421326
NX_P98194-8	ENSP00000425320
NX_P98194-9	ENSP00000352665
NX_P98196-1	ENSP00000364796
NX_P98196-1	ENSP00000420387
NX_P98198-3	ENSP00000357475
NX_P98198-4	ENSP00000357472
NX_P99999-1	ENSP00000307786
NX_P99999-1	ENSP00000386270
NX_P99999-1	ENSP00000387279
NX_Q00005-1	ENSP00000377931
NX_Q00005-1	ENSP00000377933
NX_Q00005-1	ENSP00000377935
NX_Q00005-1	ENSP00000377936
NX_Q00005-2	ENSP00000336591
NX_Q00005-3	ENSP00000421396
NX_Q00005-4	ENSP00000377935
NX_Q00005-5	ENSP00000377936
NX_Q00005-6	ENSP00000398779
NX_Q00005-6	ENSP00000426599
NX_Q00005-6	ENSP00000431320
NX_Q00013-1	ENSP00000358547
NX_Q00013-2	ENSP00000400155
NX_Q00013-3	ENSP00000377165
NX_Q00056-1	ENSP00000353151
NX_Q00056-1	ENSP00000408845
NX_Q00056-1	ENSP00000479166
NX_Q00059-1	ENSP00000420588
NX_Q00059-2	ENSP00000363002
NX_Q00169-1	ENSP00000316809
NX_Q00266-1	ENSP00000361287
NX_Q00325-1	ENSP00000228318
NX_Q00325-1	ENSP00000447310
NX_Q00325-2	ENSP00000188376
NX_Q00325-2	ENSP00000383898
NX_Q00325-2	ENSP00000447740
NX_Q00325-2	ENSP00000448708
NX_Q00341-1	ENSP00000312042
NX_Q00341-1	ENSP00000375836
NX_Q00341-1	ENSP00000375837
NX_Q00341-2	ENSP00000399139
NX_Q00403-1	ENSP00000359531
NX_Q00444-1	ENSP00000309336
NX_Q00526-1	ENSP00000410561
NX_Q00532-1	ENSP00000379176
NX_Q00534-1	ENSP00000265734
NX_Q00534-1	ENSP00000397087
NX_Q00535-1	ENSP00000419782
NX_Q00535-2	ENSP00000297518
NX_Q00536-1	ENSP00000276052
NX_Q00536-1	ENSP00000349762
NX_Q00536-1	ENSP00000405798
NX_Q00536-1	ENSP00000429751
NX_Q00536-2	ENSP00000276052
NX_Q00536-2	ENSP00000429751
NX_Q00536-3	ENSP00000405798
NX_Q00537-1	ENSP00000261211
NX_Q00537-2	ENSP00000444459
NX_Q00577-1	ENSP00000332706
NX_Q00587-1	ENSP00000249014
NX_Q00597-1	ENSP00000289081
NX_Q00597-1	ENSP00000364454
NX_Q00604-1	ENSP00000367301
NX_Q00610-1	ENSP00000269122
NX_Q00610-2	ENSP00000376763
NX_Q00613-1	ENSP00000431512
NX_Q00653-1	ENSP00000358983
NX_Q00653-4	ENSP00000189444
NX_Q00653-4	ENSP00000410256
NX_Q00688-1	ENSP00000216330
NX_Q00688-1	ENSP00000379374
NX_Q00722-1	ENSP00000260402
NX_Q00722-2	ENSP00000453975
NX_Q00722-3	ENSP00000411991
NX_Q00765-1	ENSP00000368959
NX_Q00765-2	ENSP00000421305
NX_Q00796-1	ENSP00000267814
NX_Q00796-2	ENSP00000453904
NX_Q00839-1	ENSP00000283179
NX_Q00839-2	ENSP00000393151
NX_Q00872-10	ENSP00000440034
NX_Q00872-1	ENSP00000449702
NX_Q00872-2	ENSP00000354845
NX_Q00872-3	ENSP00000447900
NX_Q00872-4	ENSP00000354849
NX_Q00872-5	ENSP00000448175
NX_Q00872-6	ENSP00000400908
NX_Q00872-7	ENSP00000376665
NX_Q00872-8	ENSP00000442847
NX_Q00872-9	ENSP00000446128
NX_Q00887-1	ENSP00000270077
NX_Q00887-2	ENSP00000244293
NX_Q00888-1	ENSP00000384770
NX_Q00888-2	ENSP00000244295
NX_Q00888-3	ENSP00000387864
NX_Q00889-1	ENSP00000292125
NX_Q00889-2	ENSP00000187910
NX_Q008S8-1	ENSP00000356655
NX_Q008S8-1	ENSP00000387388
NX_Q008S8-1	ENSP00000442307
NX_Q00973-1	ENSP00000341562
NX_Q00973-2	ENSP00000401601
NX_Q00973-3	ENSP00000448500
NX_Q00973-3	ENSP00000450303
NX_Q00975-1	ENSP00000360423
NX_Q00975-2	ENSP00000277551
NX_Q00978-1	ENSP00000380073
NX_Q00987-10	ENSP00000258148
NX_Q00987-11	ENSP00000258149
NX_Q00987-1	ENSP00000258149
NX_Q00987-2	ENSP00000353611
NX_Q00987-4	ENSP00000377065
NX_Q00987-5	ENSP00000299252
NX_Q00987-8	ENSP00000258149
NX_Q00987-8	ENSP00000266624
NX_Q00987-8	ENSP00000429021
NX_Q00994-1	ENSP00000361718
NX_Q00994-1	ENSP00000361728
NX_Q00994-2	ENSP00000354843
NX_Q00994-2	ENSP00000361717
NX_Q00994-2	ENSP00000361718
NX_Q00994-2	ENSP00000361728
NX_Q00G26-1	ENSP00000371272
NX_Q00LT1-1	ENSP00000465932
NX_Q00LT1-1	ENSP00000467661
NX_Q01064-1	ENSP00000243052
NX_Q01064-2	ENSP00000448519
NX_Q01081-1	ENSP00000291552
NX_Q01081-2	ENSP00000369629
NX_Q01081-3	ENSP00000381205
NX_Q01081-3	ENSP00000420672
NX_Q01081-4	ENSP00000291552
NX_Q01081-4	ENSP00000369629
NX_Q01081-4	ENSP00000381205
NX_Q01081-4	ENSP00000418705
NX_Q01081-4	ENSP00000420672
NX_Q01082-1	ENSP00000349259
NX_Q01082-3	ENSP00000334156
NX_Q01085-1	ENSP00000394902
NX_Q01085-2	ENSP00000358089
NX_Q01094-1	ENSP00000345571
NX_Q01101-1	ENSP00000312631
NX_Q01105-1	ENSP00000361777
NX_Q01105-2	ENSP00000318012
NX_Q01105-3	ENSP00000361771
NX_Q01105-3	ENSP00000361773
NX_Q01105-4	ENSP00000387321
NX_Q01113-1	ENSP00000244174
NX_Q01113-2	ENSP00000244174
NX_Q01113-3	ENSP00000358431
NX_Q01118-1	ENSP00000386796
NX_Q01118-1	ENSP00000478562
NX_Q01118-1	ENSP00000481734
NX_Q01130-1	ENSP00000353089
NX_Q01130-1	ENSP00000376276
NX_Q01130-1	ENSP00000391278
NX_Q01130-1	ENSP00000462425
NX_Q01130-2	ENSP00000441780
NX_Q01151-1	ENSP00000368450
NX_Q01167-1	ENSP00000335677
NX_Q01167-2	ENSP00000436108
NX_Q01196-11	ENSP00000300305
NX_Q01196-11	ENSP00000340690
NX_Q01196-11	ENSP00000409227
NX_Q01196-11	ENSP00000477067
NX_Q01196-1	ENSP00000340690
NX_Q01196-3	ENSP00000351123
NX_Q01196-8	ENSP00000300305
NX_Q01196-8	ENSP00000409227
NX_Q01196-9	ENSP00000300305
NX_Q01196-9	ENSP00000409227
NX_Q01201-1	ENSP00000221452
NX_Q01201-1	ENSP00000485826
NX_Q01344-1	ENSP00000256452
NX_Q01344-1	ENSP00000412209
NX_Q01344-2	ENSP00000309196
NX_Q01344-2	ENSP00000373358
NX_Q01344-3	ENSP00000392059
NX_Q01344-3	ENSP00000400400
NX_Q01344-4	ENSP00000390753
NX_Q01362-1	ENSP00000278888
NX_Q01415-1	ENSP00000453129
NX_Q01415-2	ENSP00000316632
NX_Q01432-1	ENSP00000379801
NX_Q01432-1	ENSP00000379802
NX_Q01432-1	ENSP00000431648
NX_Q01432-1	ENSP00000436987
NX_Q01432-4	ENSP00000379802
NX_Q01432-5	ENSP00000436987
NX_Q01432-6	ENSP00000379801
NX_Q01432-6	ENSP00000379802
NX_Q01432-6	ENSP00000396000
NX_Q01432-6	ENSP00000431648
NX_Q01432-6	ENSP00000436987
NX_Q01433-1	ENSP00000256578
NX_Q01433-1	ENSP00000436541
NX_Q01433-2	ENSP00000345498
NX_Q01433-3	ENSP00000377292
NX_Q01433-4	ENSP00000351573
NX_Q01433-5	ENSP00000256578
NX_Q01433-5	ENSP00000345498
NX_Q01433-5	ENSP00000436541
NX_Q01433-5	ENSP00000437164
NX_Q01449-1	ENSP00000223364
NX_Q01453-1	ENSP00000308937
NX_Q01453-1	ENSP00000379269
NX_Q01453-1	ENSP00000484631
NX_Q01459-1	ENSP00000359664
NX_Q01469-1	ENSP00000297258
NX_Q01484-2	ENSP00000378044
NX_Q01484-4	ENSP00000349588
NX_Q01484-5	ENSP00000421067
NX_Q01484-7	ENSP00000421023
NX_Q01518-1	ENSP00000361878
NX_Q01518-1	ENSP00000361883
NX_Q01518-1	ENSP00000361891
NX_Q01518-2	ENSP00000344832
NX_Q01518-2	ENSP00000361884
NX_Q01518-2	ENSP00000361888
NX_Q01523-1	ENSP00000329890
NX_Q01524-1	ENSP00000297436
NX_Q01534-1	ENSP00000403304
NX_Q01534-2	ENSP00000389324
NX_Q01538-1	ENSP00000327465
NX_Q01538-2	ENSP00000442412
NX_Q01543-1	ENSP00000433488
NX_Q01543-2	ENSP00000281428
NX_Q01543-2	ENSP00000399985
NX_Q01543-3	ENSP00000432950
NX_Q01543-3	ENSP00000433488
NX_Q01543-4	ENSP00000339627
NX_Q01543-4	ENSP00000477262
NX_Q01546-1	ENSP00000330101
NX_Q01581-1	ENSP00000322706
NX_Q01581-1	ENSP00000399402
NX_Q01628-1	ENSP00000382707
NX_Q01629-1	ENSP00000382714
NX_Q01629-1	ENSP00000484689
NX_Q01638-1	ENSP00000233954
NX_Q01638-2	ENSP00000310371
NX_Q01638-3	ENSP00000391120
NX_Q01638-4	ENSP00000310371
NX_Q01638-4	ENSP00000384822
NX_Q01650-1	ENSP00000261622
NX_Q01658-1	ENSP00000359290
NX_Q01658-1	ENSP00000359295
NX_Q01664-1	ENSP00000204517
NX_Q01668-1	ENSP00000288133
NX_Q01668-2	ENSP00000288139
NX_Q01668-3	ENSP00000409174
NX_Q01718-1	ENSP00000333821
NX_Q01726-1	ENSP00000451605
NX_Q01740-1	ENSP00000346901
NX_Q01740-1	ENSP00000356724
NX_Q01740-1	ENSP00000481732
NX_Q01740-2	ENSP00000385543
NX_Q01780-1	ENSP00000366135
NX_Q01780-2	ENSP00000307307
NX_Q01804-1	ENSP00000395487
NX_Q01804-3	ENSP00000395487
NX_Q01804-3	ENSP00000409279
NX_Q01804-4	ENSP00000424192
NX_Q01813-1	ENSP00000370517
NX_Q01813-2	ENSP00000370465
NX_Q01814-1	ENSP00000324172
NX_Q01814-1	ENSP00000353414
NX_Q01814-4	ENSP00000424494
NX_Q01814-6	ENSP00000373311
NX_Q01814-6	ENSP00000380267
NX_Q01826-1	ENSP00000341024
NX_Q01826-1	ENSP00000399708
NX_Q01826-2	ENSP00000399518
NX_Q01831-1	ENSP00000285021
NX_Q01831-3	ENSP00000424548
NX_Q01844-1	ENSP00000381031
NX_Q01844-3	ENSP00000385726
NX_Q01844-4	ENSP00000327456
NX_Q01844-5	ENSP00000400142
NX_Q01844-6	ENSP00000331699
NX_Q01850-1	ENSP00000268383
NX_Q01851-1	ENSP00000366413
NX_Q01851-2	ENSP00000366413
NX_Q01860-1	ENSP00000259915
NX_Q01892-1	ENSP00000471921
NX_Q01892-2	ENSP00000270632
NX_Q01892-3	ENSP00000391877
NX_Q01892-3	ENSP00000470970
NX_Q01954-1	ENSP00000307041
NX_Q01955-1	ENSP00000379823
NX_Q01959-1	ENSP00000270349
NX_Q01968-1	ENSP00000360154
NX_Q01968-2	ENSP00000349635
NX_Q01970-1	ENSP00000279230
NX_Q01970-1	ENSP00000443631
NX_Q01970-2	ENSP00000324660
NX_Q01973-1	ENSP00000360120
NX_Q01973-2	ENSP00000360120
NX_Q01973-2	ENSP00000441637
NX_Q01973-3	ENSP00000360121
NX_Q01974-1	ENSP00000364860
NX_Q01995-1	ENSP00000278968
NX_Q01995-1	ENSP00000376678
NX_Q01995-1	ENSP00000431941
NX_Q01995-1	ENSP00000432054
NX_Q01995-1	ENSP00000432282
NX_Q02040-1	ENSP00000324827
NX_Q02040-2	ENSP00000435479
NX_Q02040-3	ENSP00000370660
NX_Q02045-1	ENSP00000383023
NX_Q02045-2	ENSP00000383023
NX_Q02045-2	ENSP00000423118
NX_Q02045-2	ENSP00000425162
NX_Q02045-2	ENSP00000427153
NX_Q02078-2	ENSP00000453095
NX_Q02078-5	ENSP00000346389
NX_Q02078-6	ENSP00000337202
NX_Q02078-6	ENSP00000453441
NX_Q02078-7	ENSP00000454120
NX_Q02078-8	ENSP00000399460
NX_Q02080-2	ENSP00000402154
NX_Q02083-1	ENSP00000286733
NX_Q02083-2	ENSP00000427641
NX_Q02086-1	ENSP00000365931
NX_Q02086-2	ENSP00000365931
NX_Q02094-1	ENSP00000360217
NX_Q02108-1	ENSP00000296518
NX_Q02108-1	ENSP00000412201
NX_Q02108-1	ENSP00000421493
NX_Q02108-1	ENSP00000424361
NX_Q02108-1	ENSP00000426040
NX_Q02108-2	ENSP00000426968
NX_Q02127-1	ENSP00000219240
NX_Q02153-1	ENSP00000264424
NX_Q02153-2	ENSP00000420842
NX_Q02153-3	ENSP00000426319
NX_Q02156-1	ENSP00000306124
NX_Q02161-1	ENSP00000331871
NX_Q02161-2	ENSP00000413849
NX_Q02161-4	ENSP00000339577
NX_Q02161-5	ENSP00000350150
NX_Q02161-6	ENSP00000396420
NX_Q02218-1	ENSP00000222673
NX_Q02218-2	ENSP00000392878
NX_Q02218-3	ENSP00000388084
NX_Q02221-1	ENSP00000287490
NX_Q02223-1	ENSP00000053243
NX_Q02223-2	ENSP00000379753
NX_Q02224-1	ENSP00000265148
NX_Q02224-3	ENSP00000369365
NX_Q02241-1	ENSP00000260363
NX_Q02241-2	ENSP00000304978
NX_Q02241-2	ENSP00000453386
NX_Q02241-3	ENSP00000453102
NX_Q02246-1	ENSP00000330633
NX_Q02252-1	ENSP00000450436
NX_Q02252-2	ENSP00000342564
NX_Q02297-10	ENSP00000433289
NX_Q02297-11	ENSP00000429582
NX_Q02297-12	ENSP00000430120
NX_Q02297-1	ENSP00000384620
NX_Q02297-3	ENSP00000428828
NX_Q02297-6	ENSP00000287842
NX_Q02297-7	ENSP00000349275
NX_Q02297-9	ENSP00000434640
NX_Q02318-1	ENSP00000258415
NX_Q02325-1	ENSP00000347933
NX_Q02325-1	ENSP00000352458
NX_Q02325-1	ENSP00000386317
NX_Q02325-1	ENSP00000386505
NX_Q02325-1	ENSP00000386975
NX_Q02338-1	ENSP00000350914
NX_Q02338-1	ENSP00000376183
NX_Q02338-1	ENSP00000376184
NX_Q02363-1	ENSP00000234091
NX_Q02363-1	ENSP00000379585
NX_Q02363-1	ENSP00000385465
NX_Q02383-1	ENSP00000361855
NX_Q02386-1	ENSP00000269973
NX_Q02386-1	ENSP00000468579
NX_Q02386-1	ENSP00000481895
NX_Q02388-1	ENSP00000332371
NX_Q02410-1	ENSP00000265381
NX_Q02413-1	ENSP00000257192
NX_Q02413-2	ENSP00000257192
NX_Q02413-2	ENSP00000462666
NX_Q02446-1	ENSP00000222584
NX_Q02447-1	ENSP00000310301
NX_Q02447-2	ENSP00000310301
NX_Q02447-3	ENSP00000310301
NX_Q02447-3	ENSP00000406140
NX_Q02447-3	ENSP00000413665
NX_Q02447-4	ENSP00000310301
NX_Q02447-4	ENSP00000406140
NX_Q02447-4	ENSP00000413665
NX_Q02447-6	ENSP00000413665
NX_Q02487-1	ENSP00000280904
NX_Q02487-2	ENSP00000251081
NX_Q02505-1	ENSP00000368771
NX_Q02505-5	ENSP00000483541
NX_Q02509-2	ENSP00000254627
NX_Q02535-1	ENSP00000363689
NX_Q02539-1	ENSP00000244573
NX_Q02543-1	ENSP00000222247
NX_Q02548-10	ENSP00000404687
NX_Q02548-11	ENSP00000431038
NX_Q02548-1	ENSP00000350844
NX_Q02548-2	ENSP00000367084
NX_Q02548-5	ENSP00000367071
NX_Q02548-6	ENSP00000367083
NX_Q02548-7	ENSP00000367078
NX_Q02548-8	ENSP00000412188
NX_Q02548-9	ENSP00000430773
NX_Q02556-1	ENSP00000268638
NX_Q02575-1	ENSP00000302189
NX_Q02577-1	ENSP00000322087
NX_Q02577-1	ENSP00000358519
NX_Q02641-1	ENSP00000377840
NX_Q02641-2	ENSP00000345461
NX_Q02641-3	ENSP00000377847
NX_Q02643-1	ENSP00000320180
NX_Q02742-1	ENSP00000365920
NX_Q02742-1	ENSP00000390703
NX_Q02742-1	ENSP00000415454
NX_Q02747-1	ENSP00000349493
NX_Q02750-1	ENSP00000302486
NX_Q02763-1	ENSP00000369375
NX_Q02763-2	ENSP00000383977
NX_Q02763-3	ENSP00000430686
NX_Q02779-1	ENSP00000253055
NX_Q02790-1	ENSP00000001008
NX_Q02809-1	ENSP00000196061
NX_Q02818-1	ENSP00000385211
NX_Q02818-1	ENSP00000385923
NX_Q02833-1	ENSP00000380713
NX_Q02833-2	ENSP00000380712
NX_Q02833-2	ENSP00000403068
NX_Q02833-3	ENSP00000405606
NX_Q02846-1	ENSP00000254854
NX_Q02878-1	ENSP00000202773
NX_Q02878-1	ENSP00000403172
NX_Q02880-1	ENSP00000264331
NX_Q02880-2	ENSP00000396704
NX_Q02928-1	ENSP00000311095
NX_Q02930-1	ENSP00000350359
NX_Q02930-2	ENSP00000350359
NX_Q02930-2	ENSP00000379594
NX_Q02930-3	ENSP00000350359
NX_Q02930-3	ENSP00000379593
NX_Q02930-3	ENSP00000379594
NX_Q02930-3	ENSP00000387197
NX_Q02930-4	ENSP00000379592
NX_Q02952-1	ENSP00000253332
NX_Q02952-1	ENSP00000384537
NX_Q02952-2	ENSP00000346702
NX_Q02952-3	ENSP00000352794
NX_Q02962-1	ENSP00000396259
NX_Q02962-3	ENSP00000347385
NX_Q02962-4	ENSP00000359319
NX_Q02978-1	ENSP00000225665
NX_Q02978-2	ENSP00000440804
NX_Q02985-1	ENSP00000356395
NX_Q02985-2	ENSP00000375845
NX_Q03001-10	ENSP00000431121
NX_Q03001-3	ENSP00000359801
NX_Q03001-8	ENSP00000244364
NX_Q03001-9	ENSP00000404924
NX_Q03013-1	ENSP00000358851
NX_Q03013-2	ENSP00000316471
NX_Q03014-1	ENSP00000282728
NX_Q03052-1	ENSP00000362103
NX_Q03060-10	ENSP00000417807
NX_Q03060-11	ENSP00000417460
NX_Q03060-12	ENSP00000354593
NX_Q03060-15	ENSP00000420511
NX_Q03060-16	ENSP00000265372
NX_Q03060-21	ENSP00000363853
NX_Q03060-22	ENSP00000379225
NX_Q03060-23	ENSP00000346804
NX_Q03060-23	ENSP00000409220
NX_Q03060-23	ENSP00000419075
NX_Q03060-23	ENSP00000420681
NX_Q03060-24	ENSP00000417562
NX_Q03060-25	ENSP00000363858
NX_Q03060-25	ENSP00000419924
NX_Q03060-26	ENSP00000346804
NX_Q03060-26	ENSP00000409220
NX_Q03060-27	ENSP00000417327
NX_Q03060-28	ENSP00000265372
NX_Q03060-28	ENSP00000341875
NX_Q03060-28	ENSP00000354593
NX_Q03060-28	ENSP00000418336
NX_Q03060-29	ENSP00000419810
NX_Q03060-30	ENSP00000345384
NX_Q03060-30	ENSP00000363860
NX_Q03060-31	ENSP00000337138
NX_Q03060-32	ENSP00000363866
NX_Q03060-5	ENSP00000393538
NX_Q03060-7	ENSP00000341875
NX_Q03060-8	ENSP00000420681
NX_Q03060-9	ENSP00000349387
NX_Q03111-1	ENSP00000252674
NX_Q03112-1	ENSP00000419995
NX_Q03112-1	ENSP00000486104
NX_Q03112-4	ENSP00000264674
NX_Q03112-4	ENSP00000394302
NX_Q03112-5	ENSP00000417899
NX_Q03112-5	ENSP00000419770
NX_Q03113-1	ENSP00000275364
NX_Q03113-2	ENSP00000385935
NX_Q03135-1	ENSP00000339191
NX_Q03135-2	ENSP00000339191
NX_Q03135-2	ENSP00000377110
NX_Q03135-2	ENSP00000377111
NX_Q03135-2	ENSP00000377113
NX_Q03135-2	ENSP00000384348
NX_Q03135-2	ENSP00000409541
NX_Q03135-2	ENSP00000479447
NX_Q03154-1	ENSP00000384296
NX_Q03154-1	ENSP00000490149
NX_Q03154-2	ENSP00000417618
NX_Q03154-3	ENSP00000419262
NX_Q03154-4	ENSP00000417056
NX_Q03164-1	ENSP00000374157
NX_Q03164-3	ENSP00000436786
NX_Q03167-1	ENSP00000212355
NX_Q03167-1	ENSP00000436127
NX_Q03167-2	ENSP00000359426
NX_Q03167-2	ENSP00000432638
NX_Q03169-1	ENSP00000332326
NX_Q03169-1	ENSP00000452634
NX_Q03181-1	ENSP00000310928
NX_Q03181-1	ENSP00000353916
NX_Q03181-2	ENSP00000337063
NX_Q03181-3	ENSP00000414372
NX_Q03181-4	ENSP00000413314
NX_Q03188-1	ENSP00000273853
NX_Q03188-2	ENSP00000426078
NX_Q03252-1	ENSP00000327054
NX_Q03393-1	ENSP00000280362
NX_Q03395-1	ENSP00000278833
NX_Q03403-1	ENSP00000291526
NX_Q03405-1	ENSP00000339328
NX_Q03405-2	ENSP00000342049
NX_Q03405-3	ENSP00000221264
NX_Q03426-1	ENSP00000228510
NX_Q03426-1	ENSP00000443551
NX_Q03431-1	ENSP00000321999
NX_Q03431-1	ENSP00000402723
NX_Q03431-1	ENSP00000411424
NX_Q03431-1	ENSP00000413774
NX_Q03468-1	ENSP00000348089
NX_Q03468-2	ENSP00000387966
NX_Q03468-2	ENSP00000423550
NX_Q03518-1	ENSP00000346206
NX_Q03519-1	ENSP00000364032
NX_Q03519-2	ENSP00000364034
NX_Q03591-1	ENSP00000314299
NX_Q03692-1	ENSP00000243222
NX_Q03692-1	ENSP00000327368
NX_Q03701-1	ENSP00000234170
NX_Q03721-1	ENSP00000358802
NX_Q03721-1	ENSP00000436656
NX_Q03721-3	ENSP00000393655
NX_Q03828-1	ENSP00000312385
NX_Q03923-1	ENSP00000329793
NX_Q03923-2	ENSP00000342340
NX_Q03923-3	ENSP00000300540
NX_Q03924-1	ENSP00000282869
NX_Q03924-1	ENSP00000479944
NX_Q03933-1	ENSP00000357440
NX_Q03933-2	ENSP00000400380
NX_Q03936-1	ENSP00000332595
NX_Q03936-2	ENSP00000332595
NX_Q03936-2	ENSP00000396126
NX_Q03936-3	ENSP00000350113
NX_Q03938-1	ENSP00000410466
NX_Q03989-1	ENSP00000350078
NX_Q04118-1	ENSP00000371264
NX_Q04206-1	ENSP00000384273
NX_Q04206-4	ENSP00000311508
NX_Q04323-1	ENSP00000303991
NX_Q04323-2	ENSP00000294119
NX_Q04446-1	ENSP00000410833
NX_Q04609-10	ENSP00000256999
NX_Q04609-10	ENSP00000344086
NX_Q04609-10	ENSP00000344131
NX_Q04609-10	ENSP00000434928
NX_Q04609-1	ENSP00000256999
NX_Q04609-4	ENSP00000344086
NX_Q04609-4	ENSP00000434928
NX_Q04609-6	ENSP00000256999
NX_Q04609-6	ENSP00000344131
NX_Q04609-7	ENSP00000344131
NX_Q04609-8	ENSP00000349129
NX_Q04609-9	ENSP00000431463
NX_Q04637-1	ENSP00000316879
NX_Q04637-3	ENSP00000316879
NX_Q04637-3	ENSP00000391935
NX_Q04637-4	ENSP00000316879
NX_Q04637-4	ENSP00000338020
NX_Q04637-4	ENSP00000371767
NX_Q04637-4	ENSP00000376320
NX_Q04637-4	ENSP00000391935
NX_Q04637-4	ENSP00000416255
NX_Q04637-5	ENSP00000316879
NX_Q04637-5	ENSP00000317600
NX_Q04637-5	ENSP00000338020
NX_Q04637-5	ENSP00000371767
NX_Q04637-5	ENSP00000376320
NX_Q04637-5	ENSP00000391935
NX_Q04637-5	ENSP00000416255
NX_Q04637-6	ENSP00000316879
NX_Q04637-6	ENSP00000317600
NX_Q04637-6	ENSP00000338020
NX_Q04637-6	ENSP00000371767
NX_Q04637-6	ENSP00000376320
NX_Q04637-6	ENSP00000391935
NX_Q04637-6	ENSP00000404754
NX_Q04637-6	ENSP00000416255
NX_Q04637-7	ENSP00000343450
NX_Q04637-7	ENSP00000395974
NX_Q04637-7	ENSP00000399858
NX_Q04637-7	ENSP00000407682
NX_Q04637-7	ENSP00000411826
NX_Q04637-8	ENSP00000343450
NX_Q04637-9	ENSP00000338020
NX_Q04637-9	ENSP00000371767
NX_Q04637-9	ENSP00000416255
NX_Q04656-1	ENSP00000345728
NX_Q04656-5	ENSP00000343026
NX_Q04671-1	ENSP00000346659
NX_Q04671-2	ENSP00000261276
NX_Q04695-1	ENSP00000308452
NX_Q04721-1	ENSP00000256646
NX_Q04724-1	ENSP00000365682
NX_Q04725-1	ENSP00000262953
NX_Q04725-2	ENSP00000392427
NX_Q04725-2	ENSP00000413107
NX_Q04725-3	ENSP00000392869
