NX_A0A075B6J9	ENSP00000374845
NX_O15182	ENSP00000429772
NX_O15182	ENSP00000429875
NX_O15182	ENSP00000430361
NX_O15182	ENSP00000430409
NX_O15194	ENSP00000404977
NX_O15194	ENSP00000407443
NX_O15194	ENSP00000408183
NX_O15194	ENSP00000409600
NX_O15195	ENSP00000387659
NX_O15195	ENSP00000393661
NX_O15195	ENSP00000422096
NX_O15195	ENSP00000427355
NX_O15197	ENSP00000409061
NX_O15197	ENSP00000477807
NX_O15197	ENSP00000481996
NX_O15197	ENSP00000482735
NX_O15205	ENSP00000373039
NX_O15205	ENSP00000396152
NX_O15205	ENSP00000410416
NX_O15209	ENSP00000372683
NX_O15209	ENSP00000388191
NX_O15209	ENSP00000391135
NX_O15209	ENSP00000393514
NX_O15209	ENSP00000394349
NX_O15209	ENSP00000396292
NX_O15209	ENSP00000402785
NX_O15209	ENSP00000412427
NX_O15209	ENSP00000413172
NX_O15211	ENSP00000372691
NX_O15211	ENSP00000387453
NX_O15211	ENSP00000390098
NX_O15211	ENSP00000392918
NX_O15211	ENSP00000397558
NX_O15211	ENSP00000398125
NX_O15211	ENSP00000407088
NX_O15211	ENSP00000412152
NX_O15211	ENSP00000412625
NX_O15212	ENSP00000372694
NX_O15212	ENSP00000382314
NX_O15212	ENSP00000382316
NX_O15212	ENSP00000395462
NX_O15212	ENSP00000398171
NX_O15212	ENSP00000400152
NX_O15212	ENSP00000402212
NX_O15212	ENSP00000402553
NX_O15212	ENSP00000403771
NX_O15212	ENSP00000404773
NX_O15212	ENSP00000412319
NX_O15212	ENSP00000415678
NX_O15212	ENSP00000418433
NX_O15212	ENSP00000419277
NX_O15212	ENSP00000419351
NX_O15212	ENSP00000420135
NX_O15212	ENSP00000420209
NX_O15212	ENSP00000447540
NX_O15212	ENSP00000448607
NX_O15212	ENSP00000448784
NX_O15212	ENSP00000449925
NX_O15213	ENSP00000372695
NX_O15213	ENSP00000399454
NX_O15213	ENSP00000402869
NX_O15213	ENSP00000405568
NX_O15213	ENSP00000405614
NX_O15213	ENSP00000406835
NX_O15213	ENSP00000407066
NX_O15213	ENSP00000408651
NX_O15213	ENSP00000412069
NX_O15217	ENSP00000394228
NX_O15218	ENSP00000486086
NX_O15218	ENSP00000487111
NX_O15228	ENSP00000402811
NX_O15228	ENSP00000411640
NX_O15229	ENSP00000355513
NX_O15230	ENSP00000420069
NX_O15230	ENSP00000481814
NX_O15231	ENSP00000391272
NX_O15231	ENSP00000401766
NX_O15231	ENSP00000409121
NX_O15234	ENSP00000462713
NX_O15234	ENSP00000464626
NX_O15234	ENSP00000467654
NX_O15235	ENSP00000488926
NX_O15235	ENSP00000489374
NX_O15235	ENSP00000489467
NX_O15240	ENSP00000480817
NX_O15243	ENSP00000483521
NX_O15244	ENSP00000355919
NX_O15245	ENSP00000440105
NX_O15245	ENSP00000443245
NX_O15247	ENSP00000318558
NX_O15254	ENSP00000427321
NX_O15258	ENSP00000302088
NX_O15258	ENSP00000367773
NX_O15258	ENSP00000367774
NX_O15258	ENSP00000367779
NX_O15258	ENSP00000417000
NX_O15259	ENSP00000392562
NX_O15259	ENSP00000402176
NX_O15259	ENSP00000406453
NX_O15259	ENSP00000412351
NX_O15260	ENSP00000361059
NX_O15260	ENSP00000481666
NX_O15260	ENSP00000483216
NX_O15260	ENSP00000486033
NX_O15260	ENSP00000486049
NX_O15260	ENSP00000486393
NX_O15260	ENSP00000486869
NX_O15260	ENSP00000487188
NX_O15260	ENSP00000487537
NX_O15263	ENSP00000479138
NX_O15264	ENSP00000362864
NX_O15265	ENSP00000418203
NX_O15265	ENSP00000428067
NX_O15270	ENSP00000451029
NX_O15270	ENSP00000452189
NX_O15273	ENSP00000462787
NX_O15287	ENSP00000409607
NX_O15287	ENSP00000412793
NX_O15294	ENSP00000399729
NX_O15296	ENSP00000458749
NX_O15297	ENSP00000465168
NX_O15304	ENSP00000451427
NX_O15304	ENSP00000451570
NX_O15304	ENSP00000451823
NX_O15304	ENSP00000485991
NX_O15305	ENSP00000454284
NX_O15305	ENSP00000454395
NX_O15305	ENSP00000455066
NX_O15305	ENSP00000455320
NX_O15305	ENSP00000456024
NX_O15305	ENSP00000456275
NX_O15305	ENSP00000456302
NX_O15305	ENSP00000456961
NX_O15305	ENSP00000457932
NX_O15305	ENSP00000457956
NX_O15315	ENSP00000375101
NX_O15315	ENSP00000417948
NX_O15315	ENSP00000419881
NX_O15315	ENSP00000451616
NX_O15315	ENSP00000452044
NX_O15318	ENSP00000422164
NX_O15318	ENSP00000422892
NX_O15318	ENSP00000424970
NX_O15318	ENSP00000425617
NX_O15318	ENSP00000427412
NX_O15320	ENSP00000451164
NX_O15320	ENSP00000452395
NX_O15321	ENSP00000431447
NX_O15321	ENSP00000431747
NX_O15321	ENSP00000432435
NX_O15321	ENSP00000432997
NX_O15321	ENSP00000433792
NX_O15321	ENSP00000434387
NX_O15321	ENSP00000435857
NX_O15321	ENSP00000436486
NX_O15321	ENSP00000437127
NX_O15327	ENSP00000420888
NX_O15327	ENSP00000421065
NX_O15327	ENSP00000422052
NX_O15327	ENSP00000422793
NX_O15327	ENSP00000423771
NX_O15327	ENSP00000424731
NX_O15327	ENSP00000425764
NX_O15327	ENSP00000426207
NX_O15327	ENSP00000426897
NX_O15327	ENSP00000426957
NX_O15327	ENSP00000427250
NX_O15327	ENSP00000486368
NX_O15335	ENSP00000425672
NX_O15342	ENSP00000265093
NX_O15342	ENSP00000430896
NX_O15344	ENSP00000387771
NX_O15344	ENSP00000391154
NX_O15344	ENSP00000483707
NX_O15344	ENSP00000484712
NX_O15347	ENSP00000405601
NX_O15347	ENSP00000410354
NX_O15347	ENSP00000417027
NX_O15350	ENSP00000367529
NX_O15353	ENSP00000462159
NX_O15357	ENSP00000321775
NX_O15357	ENSP00000437852
NX_O15357	ENSP00000440018
NX_O15357	ENSP00000440512
NX_O15357	ENSP00000440904
NX_O15357	ENSP00000441094
NX_O15357	ENSP00000444630
NX_O15357	ENSP00000446360
NX_O15360	ENSP00000443409
NX_O15360	ENSP00000443675
NX_O15360	ENSP00000454217
NX_O15360	ENSP00000454977
NX_O15360	ENSP00000455941
NX_O15360	ENSP00000455946
NX_O15360	ENSP00000455969
NX_O15360	ENSP00000455974
NX_O15360	ENSP00000456443
NX_O15360	ENSP00000456481
NX_O15360	ENSP00000456588
NX_O15360	ENSP00000456608
NX_O15360	ENSP00000456722
NX_O15360	ENSP00000456762
NX_O15360	ENSP00000456993
NX_O15360	ENSP00000457006
NX_O15360	ENSP00000457027
NX_O15360	ENSP00000457647
NX_O15360	ENSP00000457970
NX_O15371	ENSP00000385212
NX_O15371	ENSP00000390438
NX_O15371	ENSP00000391061
NX_O15371	ENSP00000403584
NX_O15371	ENSP00000487325
NX_O15372	ENSP00000427908
NX_O15372	ENSP00000428195
NX_O15372	ENSP00000428669
NX_O15372	ENSP00000428885
NX_O15372	ENSP00000429884
NX_O15372	ENSP00000430926
NX_O15372	ENSP00000482724
NX_O15374	ENSP00000432190
NX_O15374	ENSP00000435768
NX_O15375	ENSP00000462267
NX_O15375	ENSP00000462866
NX_O15375	ENSP00000463363
NX_O15375	ENSP00000463931
NX_O15379	ENSP00000429099
NX_O15379	ENSP00000430782
NX_O15381	ENSP00000394884
NX_O15381	ENSP00000418085
NX_O15381	ENSP00000418380
NX_O15381	ENSP00000419586
NX_O15381	ENSP00000419828
NX_O15381	ENSP00000419930
NX_O15381	ENSP00000479235
NX_O15382	ENSP00000385161
NX_O15382	ENSP00000469139
NX_O15382	ENSP00000469651
NX_O15382	ENSP00000470216
NX_O15382	ENSP00000470680
NX_O15382	ENSP00000472641
NX_O15392	ENSP00000301633
NX_O15392	ENSP00000324180
NX_O15392	ENSP00000466063
NX_O15392	ENSP00000466675
NX_O15392	ENSP00000467259
NX_O15393	ENSP00000389006
NX_O15393	ENSP00000391784
NX_O15393	ENSP00000397846
NX_O15394	ENSP00000284894
NX_O15397	ENSP00000439413
NX_O15397	ENSP00000439556
NX_O15397	ENSP00000440979
NX_O15397	ENSP00000443789
NX_O15397	ENSP00000444050
NX_O15397	ENSP00000446232
NX_O15397	ENSP00000446254
NX_O15397	ENSP00000481026
NX_O15403	ENSP00000462239
NX_O15403	ENSP00000463070
NX_O15403	ENSP00000480820
NX_O15405	ENSP00000457401
NX_O15405	ENSP00000463843
NX_O15409	ENSP00000375084
NX_O15409	ENSP00000377130
NX_O15409	ENSP00000377133
NX_O15409	ENSP00000377135
NX_O15409	ENSP00000395552
NX_O15409	ENSP00000409826
NX_O15409	ENSP00000418100
NX_O15409	ENSP00000488944
NX_O15409	ENSP00000488954
NX_O15409	ENSP00000489073
NX_O15409	ENSP00000489135
NX_O15409	ENSP00000489229
NX_O15417	ENSP00000329902
NX_O15417	ENSP00000382364
NX_O15417	ENSP00000382452
NX_O15417	ENSP00000395990
NX_O15417	ENSP00000398809
NX_O15417	ENSP00000410856
NX_O15417	ENSP00000413911
NX_O15427	ENSP00000462854
NX_O15427	ENSP00000463005
NX_O15427	ENSP00000463063
NX_O15427	ENSP00000463508
NX_O15427	ENSP00000463880
NX_O15427	ENSP00000463912
NX_O15427	ENSP00000464112
NX_O15427	ENSP00000464326
NX_O15427	ENSP00000464381
NX_O15427	ENSP00000464625
NX_O15432	ENSP00000363337
NX_O15438	ENSP00000421755
NX_O15438	ENSP00000422058
NX_O15438	ENSP00000422786
NX_O15438	ENSP00000424981
NX_O15438	ENSP00000425697
NX_O15440	ENSP00000390911
NX_O15440	ENSP00000399726
NX_O15440	ENSP00000403510
NX_O15440	ENSP00000404302
NX_O15440	ENSP00000404809
NX_O15440	ENSP00000409913
NX_O15442	ENSP00000335568
NX_O15442	ENSP00000401378
NX_O15444	ENSP00000324756
NX_O15444	ENSP00000401882
NX_O15446	ENSP00000466503
NX_O15446	ENSP00000467771
NX_O15455	ENSP00000423386
NX_O15460	ENSP00000378593
NX_O15460	ENSP00000389523
NX_O15460	ENSP00000391257
NX_O15460	ENSP00000394953
NX_O15460	ENSP00000395956
NX_O15460	ENSP00000396495
NX_O15460	ENSP00000403883
NX_O15460	ENSP00000405406
NX_O15460	ENSP00000413542
NX_O15466	ENSP00000443683
NX_O15466	ENSP00000466787
NX_O15466	ENSP00000468112
NX_O15467	ENSP00000478592
NX_O15467	ENSP00000478934
NX_O15467	ENSP00000482168
NX_O15467	ENSP00000487933
NX_O15467	ENSP00000488847
NX_O15484	ENSP00000409996
NX_O15484	ENSP00000435894
NX_O15484	ENSP00000467244
NX_O15488	ENSP00000370549
NX_O15488	ENSP00000430764
NX_O15496	ENSP00000456433
NX_O15496	ENSP00000479397
NX_O15496	ENSP00000488697
NX_O15498	ENSP00000412414
NX_O15503	ENSP00000340010
NX_O15503	ENSP00000414691
NX_O15503	ENSP00000420198
NX_O15504	ENSP00000387330
NX_O15504	ENSP00000401475
NX_O15504	ENSP00000482736
NX_O15511	ENSP00000356504
NX_O15514	ENSP00000387117
NX_O15514	ENSP00000387323
NX_O15516	ENSP00000396649
NX_O15519	ENSP00000339326
NX_O15519	ENSP00000378580
NX_O15519	ENSP00000391029
NX_O15519	ENSP00000398551
NX_O15519	ENSP00000409570
NX_O15519	ENSP00000411897
NX_O15519	ENSP00000412882
NX_O15519	ENSP00000469608
NX_O15519	ENSP00000469917
NX_O15519	ENSP00000471749
NX_O15520	ENSP00000426406
NX_O15523	ENSP00000398953
NX_O15523	ENSP00000400377
NX_O15525	ENSP00000459634
NX_O15527	ENSP00000344899
NX_O15527	ENSP00000390337
NX_O15527	ENSP00000393726
NX_O15527	ENSP00000396034
NX_O15527	ENSP00000399810
NX_O15527	ENSP00000402713
NX_O15528	ENSP00000449472
NX_O15528	ENSP00000476959
NX_O15530	ENSP00000455025
NX_O15530	ENSP00000455438
NX_O15530	ENSP00000455492
NX_O15530	ENSP00000455551
NX_O15530	ENSP00000455684
NX_O15533	ENSP00000363696
NX_O15533	ENSP00000363700
NX_O15533	ENSP00000372542
NX_O15533	ENSP00000372543
NX_O15533	ENSP00000372544
NX_O15533	ENSP00000372684
NX_O15533	ENSP00000372685
NX_O15533	ENSP00000378546
NX_O15533	ENSP00000387803
NX_O15533	ENSP00000389692
NX_O15533	ENSP00000389929
NX_O15533	ENSP00000395701
NX_O15533	ENSP00000398088
NX_O15533	ENSP00000402087
NX_O15533	ENSP00000404363
NX_O15533	ENSP00000407195
NX_O15533	ENSP00000408033
NX_O15533	ENSP00000415565
NX_O15533	ENSP00000417523
NX_O15533	ENSP00000417949
NX_O15533	ENSP00000447220
NX_O15533	ENSP00000447665
NX_O15533	ENSP00000447823
NX_O15533	ENSP00000447932
NX_O15533	ENSP00000448168
NX_O15533	ENSP00000450358
NX_O15534	ENSP00000462064
NX_O15534	ENSP00000462546
NX_O15534	ENSP00000463054
NX_O15534	ENSP00000463369
NX_O15534	ENSP00000463385
NX_O15534	ENSP00000463661
NX_O15534	ENSP00000464696
NX_O15535	ENSP00000433307
NX_O15535	ENSP00000433468
NX_O15535	ENSP00000436166
NX_O15535	ENSP00000475719
NX_O15535	ENSP00000476254
NX_O15539	ENSP00000435861
NX_O15547	ENSP00000398347
NX_O15547	ENSP00000401192
NX_O15547	ENSP00000404223
NX_O15547	ENSP00000407920
NX_O15550	ENSP00000372355
NX_O15550	ENSP00000398929
NX_O15550	ENSP00000399980
NX_O15550	ENSP00000405910
NX_O15550	ENSP00000408230
NX_O15550	ENSP00000437405
NX_O15550	ENSP00000443078
NX_O15550	ENSP00000478793
NX_O15550	ENSP00000483595
NX_O15553	ENSP00000339639
NX_O15553	ENSP00000437486
NX_O15553	ENSP00000438611
NX_O15553	ENSP00000444178
NX_O15553	ENSP00000444471
NX_O15553	ENSP00000444615
NX_O15553	ENSP00000458312
NX_O15553	ENSP00000460269
NX_O15553	ENSP00000460551
NX_O15553	ENSP00000461186
NX_O15554	ENSP00000470339
NX_O15554	ENSP00000471900
NX_O15554	ENSP00000472510
NX_O15554	ENSP00000472513
NX_O15554	ENSP00000485014
NX_O43147	ENSP00000459218
NX_O43147	ENSP00000460205
NX_O43147	ENSP00000461820
NX_O43147	ENSP00000464593
NX_O43147	ENSP00000476637
NX_O43147	ENSP00000476800
NX_O43148	ENSP00000467171
NX_O43148	ENSP00000467475
NX_O43148	ENSP00000468261
NX_O43149	ENSP00000459023
NX_O43149	ENSP00000459796
NX_O43149	ENSP00000460633
NX_O43156	ENSP00000477545
NX_O43159	ENSP00000435873
NX_O43159	ENSP00000436246
NX_O43159	ENSP00000436960
NX_O43166	ENSP00000440682
NX_O43166	ENSP00000452080
NX_O43166	ENSP00000452450
NX_O43169	ENSP00000421492
NX_O43169	ENSP00000457848
NX_O43169	ENSP00000464102
NX_O43173	ENSP00000467752
NX_O43174	ENSP00000485126
NX_O43175	ENSP00000358415
NX_O43181	ENSP00000422177
NX_O43181	ENSP00000424570
NX_O43181	ENSP00000424993
NX_O43181	ENSP00000425967
NX_O43184	ENSP00000391268
NX_O43186	ENSP00000457808
NX_O43186	ENSP00000478106
NX_O43189	ENSP00000391901
NX_O43189	ENSP00000392697
NX_O43189	ENSP00000395839
NX_O43189	ENSP00000396023
NX_O43189	ENSP00000399226
NX_O43189	ENSP00000404788
NX_O43189	ENSP00000407295
NX_O43189	ENSP00000410494
NX_O43189	ENSP00000413510
NX_O43189	ENSP00000432419
NX_O43189	ENSP00000433516
NX_O43189	ENSP00000434347
NX_O43189	ENSP00000434774
NX_O43189	ENSP00000479423
NX_O43194	ENSP00000477972
NX_O43196	ENSP00000379194
NX_O43196	ENSP00000387458
NX_O43196	ENSP00000387609
NX_O43196	ENSP00000387921
NX_O43196	ENSP00000388037
NX_O43196	ENSP00000391394
NX_O43196	ENSP00000391401
NX_O43196	ENSP00000394017
NX_O43196	ENSP00000394649
NX_O43196	ENSP00000394971
NX_O43196	ENSP00000395133
NX_O43196	ENSP00000396509
NX_O43196	ENSP00000396934
NX_O43196	ENSP00000397355
NX_O43196	ENSP00000398373
NX_O43196	ENSP00000399470
NX_O43196	ENSP00000399721
NX_O43196	ENSP00000400187
NX_O43196	ENSP00000402659
NX_O43196	ENSP00000402842
NX_O43196	ENSP00000403240
NX_O43196	ENSP00000403531
NX_O43196	ENSP00000404892
NX_O43196	ENSP00000406211
NX_O43196	ENSP00000406269
NX_O43196	ENSP00000406352
NX_O43196	ENSP00000406849
NX_O43196	ENSP00000406868
NX_O43196	ENSP00000407047
NX_O43196	ENSP00000407288
NX_O43196	ENSP00000409181
NX_O43196	ENSP00000411551
NX_O43196	ENSP00000413269
NX_O43196	ENSP00000414937
NX_O43196	ENSP00000415811
NX_O43196	ENSP00000419131
NX_O43196	ENSP00000419648
NX_O43196	ENSP00000420232
NX_O43196	ENSP00000431340
NX_O43196	ENSP00000431494
NX_O43196	ENSP00000434231
NX_O43236	ENSP00000462278
NX_O43236	ENSP00000462362
NX_O43236	ENSP00000463461
NX_O43236	ENSP00000463671
NX_O43236	ENSP00000464360
NX_O43236	ENSP00000464373
NX_O43236	ENSP00000464382
NX_O43237	ENSP00000408566
NX_O43237	ENSP00000457464
NX_O43237	ENSP00000457707
NX_O43237	ENSP00000462017
NX_O43237	ENSP00000462224
NX_O43237	ENSP00000462434
NX_O43237	ENSP00000463124
NX_O43240	ENSP00000471610
NX_O43240	ENSP00000472773
NX_O43242	ENSP00000444980
NX_O43246	ENSP00000408727
NX_O43247	ENSP00000406640
NX_O43248	ENSP00000243082
NX_O43251	ENSP00000352328
NX_O43251	ENSP00000380470
NX_O43251	ENSP00000380472
NX_O43251	ENSP00000386177
NX_O43251	ENSP00000474464
NX_O43251	ENSP00000475142
NX_O43251	ENSP00000479761
NX_O43251	ENSP00000482053
NX_O43251	ENSP00000485711
NX_O43251	ENSP00000485961
NX_O43251	ENSP00000485984
NX_O43251	ENSP00000486468
NX_O43251	ENSP00000486570
NX_O43251	ENSP00000486646
NX_O43251	ENSP00000486659
NX_O43251	ENSP00000487328
NX_O43251	ENSP00000487477
NX_O43251	ENSP00000487500
NX_O43255	ENSP00000417619
NX_O43261	ENSP00000483301
NX_O43264	ENSP00000439197
NX_O43272	ENSP00000396806
NX_O43272	ENSP00000409742
NX_O43272	ENSP00000413941
NX_O43278	ENSP00000454315
NX_O43278	ENSP00000455038
NX_O43278	ENSP00000456015
NX_O43278	ENSP00000456769
NX_O43278	ENSP00000457284
NX_O43278	ENSP00000458074
NX_O43280	ENSP00000477923
NX_O43283	ENSP00000389495
NX_O43283	ENSP00000390323
NX_O43283	ENSP00000392223
NX_O43283	ENSP00000405163
NX_O43283	ENSP00000405233
NX_O43283	ENSP00000407361
NX_O43283	ENSP00000412037
NX_O43283	ENSP00000415712
NX_O43290	ENSP00000436218
NX_O43291	ENSP00000465301
NX_O43291	ENSP00000465561
NX_O43291	ENSP00000465721
NX_O43291	ENSP00000466407
NX_O43291	ENSP00000468519
NX_O43291	ENSP00000468728
NX_O43292	ENSP00000431233
NX_O43292	ENSP00000434485
NX_O43292	ENSP00000434544
NX_O43292	ENSP00000435024
NX_O43292	ENSP00000435119
NX_O43292	ENSP00000435132
NX_O43293	ENSP00000470115
NX_O43293	ENSP00000470168
NX_O43293	ENSP00000471154
NX_O43293	ENSP00000472988
NX_O43294	ENSP00000454688
NX_O43294	ENSP00000455709
NX_O43294	ENSP00000456341
NX_O43294	ENSP00000456482
NX_O43294	ENSP00000456783
NX_O43294	ENSP00000459283
NX_O43295	ENSP00000482666
NX_O43296	ENSP00000469130
NX_O43296	ENSP00000470587
NX_O43296	ENSP00000470759
NX_O43296	ENSP00000471630
NX_O43298	ENSP00000412145
NX_O43300	ENSP00000428398
NX_O43300	ENSP00000430902
NX_O43301	ENSP00000466041
NX_O43301	ENSP00000466927
NX_O43301	ENSP00000489674
NX_O43303	ENSP00000454514
NX_O43303	ENSP00000458123
NX_O43303	ENSP00000459410
NX_O43304	ENSP00000468423
NX_O43306	ENSP00000447702
NX_O43307	ENSP00000364004
NX_O43307	ENSP00000364012
NX_O43307	ENSP00000399994
NX_O43307	ENSP00000485083
NX_O43307	ENSP00000485086
NX_O43307	ENSP00000485160
NX_O43307	ENSP00000485282
NX_O43307	ENSP00000485327
NX_O43307	ENSP00000485559
NX_O43307	ENSP00000485633
NX_O43307	ENSP00000489670
NX_O43307	ENSP00000490005
NX_O43307	ENSP00000490408
NX_O43307	ENSP00000490410
NX_O43307	ENSP00000490667
NX_O43310	ENSP00000465405
NX_O43310	ENSP00000467425
NX_O43310	ENSP00000467957
NX_O43310	ENSP00000467965
NX_O43310	ENSP00000488966
NX_O43310	ENSP00000489151
NX_O43310	ENSP00000489209
NX_O43310	ENSP00000489354
NX_O43310	ENSP00000489577
NX_O43310	ENSP00000489589
NX_O43312	ENSP00000428145
NX_O43312	ENSP00000428319
NX_O43312	ENSP00000428348
NX_O43312	ENSP00000428685
NX_O43312	ENSP00000429752
NX_O43313	ENSP00000464427
NX_O43314	ENSP00000421513
NX_O43314	ENSP00000422525
NX_O43314	ENSP00000424535
NX_O43314	ENSP00000424948
NX_O43314	ENSP00000465165
NX_O43314	ENSP00000467099
NX_O43314	ENSP00000467529
NX_O43314	ENSP00000480381
NX_O43314	ENSP00000482907
NX_O43314	ENSP00000486357
NX_O43315	ENSP00000452673
NX_O43316	ENSP00000344297
NX_O43316	ENSP00000368014
NX_O43316	ENSP00000451923
NX_O43316	ENSP00000473846
NX_O43316	ENSP00000477877
NX_O43318	ENSP00000358326
NX_O43324	ENSP00000424222
NX_O43324	ENSP00000425577
NX_O43324	ENSP00000427143
NX_O43324	ENSP00000427572
NX_O43325	ENSP00000396868
NX_O43325	ENSP00000454759
NX_O43325	ENSP00000454890
NX_O43325	ENSP00000457743
NX_O43345	ENSP00000469254
NX_O43345	ENSP00000469887
NX_O43345	ENSP00000471831
NX_O43345	ENSP00000472406
NX_O43345	ENSP00000473026
NX_O43347	ENSP00000446710
NX_O43353	ENSP00000427736
NX_O43361	ENSP00000397745
NX_O43365	ENSP00000429426
NX_O43365	ENSP00000430566
NX_O43374	ENSP00000417395
NX_O43374	ENSP00000420352
NX_O43374	ENSP00000428448
NX_O43374	ENSP00000428605
NX_O43374	ENSP00000428732
NX_O43374	ENSP00000430337
NX_O43374	ENSP00000430418
NX_O43374	ENSP00000478719
NX_O43379	ENSP00000413475
NX_O43390	ENSP00000475760
NX_O43390	ENSP00000488941
NX_O43390	ENSP00000488945
NX_O43390	ENSP00000489252
NX_O43390	ENSP00000489275
NX_O43390	ENSP00000489371
NX_O43390	ENSP00000489386
NX_O43396	ENSP00000465606
NX_O43396	ENSP00000466473
NX_O43396	ENSP00000466558
NX_O43396	ENSP00000467317
NX_O43396	ENSP00000468165
NX_O43399	ENSP00000482024
NX_O43399	ENSP00000482370
NX_O43402	ENSP00000471751
NX_O43405	ENSP00000451629
NX_O43405	ENSP00000451713
NX_O43405	ENSP00000452284
NX_O43405	ENSP00000452343
NX_O43405	ENSP00000452541
NX_O43405	ENSP00000452569
NX_O43414	ENSP00000390710
NX_O43414	ENSP00000396764
NX_O43414	ENSP00000412291
NX_O43422	ENSP00000433966
NX_O43424	ENSP00000422845
NX_O43424	ENSP00000423331
NX_O43424	ENSP00000425794
NX_O43424	ENSP00000483084
NX_O43424	ENSP00000490775
NX_O43426	ENSP00000371931
NX_O43426	ENSP00000387868
NX_O43426	ENSP00000388869
NX_O43426	ENSP00000412707
NX_O43426	ENSP00000413649
NX_O43426	ENSP00000487560
NX_O43427	ENSP00000431414
NX_O43427	ENSP00000431457
NX_O43427	ENSP00000433683
NX_O43427	ENSP00000434043
NX_O43432	ENSP00000383274
NX_O43432	ENSP00000395381
NX_O43432	ENSP00000396083
NX_O43432	ENSP00000489051
NX_O43439	ENSP00000443398
NX_O43447	ENSP00000361629
NX_O43447	ENSP00000402836
NX_O43447	ENSP00000405493
NX_O43447	ENSP00000436091
NX_O43448	ENSP00000458237
NX_O43448	ENSP00000461290
NX_O43451	ENSP00000417103
NX_O43451	ENSP00000417515
NX_O43451	ENSP00000419372
NX_O43462	ENSP00000368796
NX_O43464	ENSP00000399166
NX_O43474	ENSP00000399921
NX_O43474	ENSP00000404922
NX_O43474	ENSP00000483629
NX_O43482	ENSP00000452851
NX_O43488	ENSP00000339084
NX_O43488	ENSP00000417891
NX_O43488	ENSP00000419936
NX_O43490	ENSP00000422704
NX_O43490	ENSP00000423793
NX_O43490	ENSP00000423860
NX_O43490	ENSP00000424569
NX_O43490	ENSP00000424738
NX_O43490	ENSP00000425927
NX_O43491	ENSP00000397580
NX_O43491	ENSP00000431647
NX_O43491	ENSP00000431988
NX_O43491	ENSP00000432013
NX_O43491	ENSP00000432329
NX_O43491	ENSP00000432949
NX_O43491	ENSP00000434596
NX_O43491	ENSP00000434998
NX_O43491	ENSP00000435556
NX_O43491	ENSP00000436145
NX_O43491	ENSP00000436348
NX_O43491	ENSP00000436349
NX_O43491	ENSP00000436641
NX_O43491	ENSP00000436871
NX_O43491	ENSP00000437207
NX_O43491	ENSP00000437295
NX_O43491	ENSP00000486691
NX_O43493	ENSP00000282120
NX_O43493	ENSP00000387035
NX_O43497	ENSP00000392390
NX_O43497	ENSP00000427697
NX_O43497	ENSP00000459988
NX_O43502	ENSP00000401741
NX_O43502	ENSP00000407282
NX_O43502	ENSP00000431637
NX_O43502	ENSP00000432421
NX_O43502	ENSP00000433332
NX_O43502	ENSP00000436761
NX_O43502	ENSP00000463121
NX_O43502	ENSP00000463473
NX_O43502	ENSP00000463658
NX_O43502	ENSP00000464056
NX_O43502	ENSP00000482326
NX_O43504	ENSP00000434828
NX_O43504	ENSP00000435085
NX_O43504	ENSP00000473357
NX_O43508	ENSP00000314636
NX_O43511	ENSP00000394760
NX_O43513	ENSP00000430746
NX_O43516	ENSP00000386757
NX_O43516	ENSP00000387150
NX_O43516	ENSP00000388454
NX_O43516	ENSP00000391785
NX_O43520	ENSP00000467767
NX_O43520	ENSP00000468266
NX_O43520	ENSP00000468751
NX_O43521	ENSP00000350398
NX_O43521	ENSP00000354879
NX_O43521	ENSP00000376941
NX_O43521	ENSP00000389225
NX_O43521	ENSP00000411870
NX_O43525	ENSP00000428790
NX_O43525	ENSP00000482510
NX_O43526	ENSP00000349789
NX_O43526	ENSP00000359244
NX_O43526	ENSP00000486040
NX_O43526	ENSP00000486194
NX_O43526	ENSP00000486509
NX_O43526	ENSP00000487142
NX_O43526	ENSP00000487384
NX_O43526	ENSP00000487469
NX_O43526	ENSP00000487563
NX_O43526	ENSP00000490142
NX_O43526	ENSP00000490734
NX_O43529	ENSP00000387121
NX_O43529	ENSP00000387977
NX_O43529	ENSP00000395643
NX_O43529	ENSP00000405922
NX_O43529	ENSP00000407525
NX_O43529	ENSP00000416831
NX_O43541	ENSP00000452694
NX_O43541	ENSP00000453446
NX_O43542	ENSP00000450738
NX_O43542	ENSP00000450780
NX_O43542	ENSP00000451118
NX_O43542	ENSP00000451173
NX_O43542	ENSP00000451252
NX_O43542	ENSP00000451361
NX_O43542	ENSP00000452389
NX_O43542	ENSP00000473569
NX_O43548	ENSP00000479638
NX_O43548	ENSP00000479732
NX_O43548	ENSP00000482542
NX_O43556	ENSP00000388734
NX_O43556	ENSP00000391892
NX_O43556	ENSP00000394061
NX_O43556	ENSP00000398344
NX_O43556	ENSP00000405313
