NX_A0A075B6J9	ENST00000390310
NX_O94933	ENST00000497724
NX_O94941	ENST00000449731
NX_O94952	ENST00000427718
NX_O94952	ENST00000548840
NX_O94952	ENST00000550180
NX_O94953	ENST00000159111
NX_O94953	ENST00000536461
NX_O94953	ENST00000588337
NX_O94953	ENST00000588361
NX_O94953	ENST00000611640
NX_O94955	ENST00000502541
NX_O94955	ENST00000503737
NX_O94955	ENST00000504179
NX_O94955	ENST00000506817
NX_O94955	ENST00000506959
NX_O94955	ENST00000510313
NX_O94955	ENST00000510623
NX_O94955	ENST00000513091
NX_O94955	ENST00000514198
NX_O94956	ENST00000454962
NX_O94956	ENST00000525845
NX_O94956	ENST00000526839
NX_O94956	ENST00000527180
NX_O94956	ENST00000530556
NX_O94956	ENST00000531713
NX_O94956	ENST00000532236
NX_O94956	ENST00000534004
NX_O94956	ENST00000534186
NX_O94964	ENST00000465671
NX_O94966	ENST00000306026
NX_O94966	ENST00000398892
NX_O94966	ENST00000398896
NX_O94966	ENST00000398898
NX_O94966	ENST00000479073
NX_O94967	ENST00000357672
NX_O94967	ENST00000528747
NX_O94967	ENST00000529074
NX_O94967	ENST00000530772
NX_O94967	ENST00000531337
NX_O94972	ENST00000580122
NX_O94972	ENST00000580973
NX_O94972	ENST00000581468
NX_O94972	ENST00000583945
NX_O94972	ENST00000584889
NX_O94972	ENST00000585287
NX_O94972	ENST00000625984
NX_O94973	ENST00000524559
NX_O94973	ENST00000525796
NX_O94973	ENST00000526753
NX_O94973	ENST00000527024
NX_O94973	ENST00000530801
NX_O94973	ENST00000531548
NX_O94973	ENST00000534328
NX_O94973	ENST00000534485
NX_O94979	ENST00000264405
NX_O94979	ENST00000503058
NX_O94979	ENST00000503210
NX_O94979	ENST00000503937
NX_O94979	ENST00000505434
NX_O94979	ENST00000505472
NX_O94979	ENST00000506495
NX_O94979	ENST00000507051
NX_O94979	ENST00000507340
NX_O94979	ENST00000507676
NX_O94979	ENST00000507816
NX_O94979	ENST00000507828
NX_O94979	ENST00000508479
NX_O94979	ENST00000510167
NX_O94979	ENST00000511338
NX_O94979	ENST00000512664
NX_O94979	ENST00000513323
NX_O94979	ENST00000514326
NX_O94979	ENST00000515062
NX_O94983	ENST00000573004
NX_O94983	ENST00000574606
NX_O94983	ENST00000574951
NX_O94985	ENST00000435891
NX_O94986	ENST00000558591
NX_O94986	ENST00000560322
NX_O94986	ENST00000561245
NX_O94988	ENST00000504836
NX_O94988	ENST00000506913
NX_O94988	ENST00000507352
NX_O94988	ENST00000509094
NX_O94988	ENST00000511976
NX_O94988	ENST00000512339
NX_O94988	ENST00000515600
NX_O94989	ENST00000579439
NX_O94989	ENST00000581809
NX_O94989	ENST00000583529
NX_O94993	ENST00000519442
NX_O95025	ENST00000444867
NX_O95049	ENST00000586032
NX_O95049	ENST00000590545
NX_O95057	ENST00000588128
NX_O95067	ENST00000559622
NX_O95067	ENST00000621385
NX_O95069	ENST00000457122
NX_O95069	ENST00000470177
NX_O95069	ENST00000474771
NX_O95069	ENST00000478774
NX_O95069	ENST00000486921
NX_O95070	ENST00000359461
NX_O95070	ENST00000431556
NX_O95070	ENST00000471387
NX_O95070	ENST00000484814
NX_O95070	ENST00000496746
NX_O95070	ENST00000528575
NX_O95070	ENST00000616458
NX_O95071	ENST00000518205
NX_O95071	ENST00000519365
NX_O95071	ENST00000520898
NX_O95071	ENST00000521566
NX_O95071	ENST00000521922
NX_O95072	ENST00000557806
NX_O95072	ENST00000559797
NX_O95072	ENST00000560501
NX_O95073	ENST00000517506
NX_O95081	ENST00000429987
NX_O95081	ENST00000430857
NX_O95084	ENST00000527521
NX_O95084	ENST00000532234
NX_O95084	ENST00000533902
NX_O95125	ENST00000526252
NX_O95125	ENST00000528306
NX_O95125	ENST00000533463
NX_O95139	ENST00000366466
NX_O95140	ENST00000412236
NX_O95147	ENST00000614294
NX_O95147	ENST00000632468
NX_O95147	ENST00000633870
NX_O95149	ENST00000563793
NX_O95149	ENST00000563875
NX_O95149	ENST00000564086
NX_O95149	ENST00000568078
NX_O95149	ENST00000568162
NX_O95149	ENST00000569817
NX_O95153	ENST00000580669
NX_O95153	ENST00000581675
NX_O95153	ENST00000582679
NX_O95155	ENST00000377153
NX_O95155	ENST00000470736
NX_O95155	ENST00000488228
NX_O95157	ENST00000513748
NX_O95158	ENST00000556415
NX_O95159	ENST00000453524
NX_O95159	ENST00000525509
NX_O95159	ENST00000526334
NX_O95159	ENST00000526791
NX_O95159	ENST00000526945
NX_O95159	ENST00000530488
NX_O95159	ENST00000530744
NX_O95159	ENST00000531761
NX_O95159	ENST00000532200
NX_O95163	ENST00000495759
NX_O95163	ENST00000537196
NX_O95166	ENST00000570856
NX_O95166	ENST00000571129
NX_O95166	ENST00000571253
NX_O95166	ENST00000573928
NX_O95166	ENST00000577035
NX_O95167	ENST00000303553
NX_O95167	ENST00000391762
NX_O95167	ENST00000391763
NX_O95167	ENST00000391764
NX_O95167	ENST00000417903
NX_O95167	ENST00000420296
NX_O95167	ENST00000422029
NX_O95167	ENST00000451517
NX_O95167	ENST00000471292
NX_O95167	ENST00000610357
NX_O95167	ENST00000610975
NX_O95167	ENST00000611200
NX_O95167	ENST00000615238
NX_O95167	ENST00000615590
NX_O95167	ENST00000618420
NX_O95167	ENST00000619763
NX_O95167	ENST00000620109
NX_O95167	ENST00000620289
NX_O95167	ENST00000622065
NX_O95167	ENST00000622523
NX_O95168	ENST00000461682
NX_O95168	ENST00000491335
NX_O95168	ENST00000492739
NX_O95169	ENST00000528425
NX_O95170	ENST00000261644
NX_O95170	ENST00000472534
NX_O95170	ENST00000571263
NX_O95170	ENST00000583965
NX_O95170	ENST00000630868
NX_O95171	ENST00000471491
NX_O95178	ENST00000460088
NX_O95178	ENST00000461457
NX_O95178	ENST00000464566
NX_O95178	ENST00000471136
NX_O95178	ENST00000472695
NX_O95178	ENST00000475276
NX_O95178	ENST00000476181
NX_O95178	ENST00000476470
NX_O95178	ENST00000482954
NX_O95180	ENST00000562079
NX_O95180	ENST00000564231
NX_O95180	ENST00000569107
NX_O95182	ENST00000595856
NX_O95182	ENST00000601101
NX_O95185	ENST00000504962
NX_O95185	ENST00000513796
NX_O95185	ENST00000610318
NX_O95190	ENST00000559753
NX_O95190	ENST00000559912
NX_O95190	ENST00000560258
NX_O95196	ENST00000610462
NX_O95197	ENST00000536011
NX_O95197	ENST00000542238
NX_O95197	ENST00000543552
NX_O95197	ENST00000545432
NX_O95198	ENST00000421009
NX_O95198	ENST00000506761
NX_O95198	ENST00000509704
NX_O95198	ENST00000511305
NX_O95199	ENST00000544492
NX_O95201	ENST00000414351
NX_O95201	ENST00000444510
NX_O95201	ENST00000570935
NX_O95208	ENST00000395626
NX_O95208	ENST00000395628
NX_O95208	ENST00000494192
NX_O95208	ENST00000571254
NX_O95208	ENST00000575595
NX_O95208	ENST00000577195
NX_O95208	ENST00000577692
NX_O95208	ENST00000580579
NX_O95208	ENST00000581024
NX_O95208	ENST00000582015
NX_O95208	ENST00000583197
NX_O95208	ENST00000584150
NX_O95208	ENST00000584633
NX_O95214	ENST00000442880
NX_O95214	ENST00000518001
NX_O95214	ENST00000518192
NX_O95214	ENST00000519466
NX_O95214	ENST00000520682
NX_O95214	ENST00000520739
NX_O95219	ENST00000465505
NX_O95229	ENST00000318387
NX_O95229	ENST00000489649
NX_O95232	ENST00000393227
NX_O95232	ENST00000503728
NX_O95232	ENST00000504065
NX_O95232	ENST00000504563
NX_O95232	ENST00000505619
NX_O95232	ENST00000506686
NX_O95232	ENST00000507200
NX_O95232	ENST00000508045
NX_O95232	ENST00000508482
NX_O95232	ENST00000509335
NX_O95232	ENST00000509487
NX_O95232	ENST00000510984
NX_O95232	ENST00000511974
NX_O95232	ENST00000513025
NX_O95232	ENST00000513969
NX_O95232	ENST00000625349
NX_O95235	ENST00000502338
NX_O95235	ENST00000504621
NX_O95235	ENST00000513276
NX_O95236	ENST00000426939
NX_O95236	ENST00000472303
NX_O95236	ENST00000487355
NX_O95236	ENST00000487783
NX_O95236	ENST00000530895
NX_O95236	ENST00000531095
NX_O95236	ENST00000531195
NX_O95237	ENST00000502525
NX_O95243	ENST00000509828
NX_O95248	ENST00000348911
NX_O95248	ENST00000418590
NX_O95249	ENST00000427274
NX_O95249	ENST00000537788
NX_O95249	ENST00000581721
NX_O95251	ENST00000435742
NX_O95251	ENST00000506533
NX_O95255	ENST00000577103
NX_O95255	ENST00000600761
NX_O95255	ENST00000620078
NX_O95255	ENST00000632157
NX_O95255	ENST00000633611
NX_O95256	ENST00000450855
NX_O95257	ENST00000375769
NX_O95258	ENST00000424447
NX_O95258	ENST00000543953
NX_O95260	ENST00000369040
NX_O95260	ENST00000423243
NX_O95260	ENST00000455628
NX_O95260	ENST00000540606
NX_O95260	ENST00000543447
NX_O95263	ENST00000502945
NX_O95263	ENST00000503963
NX_O95263	ENST00000505926
NX_O95264	ENST00000543092
NX_O95267	ENST00000539159
NX_O95267	ENST00000557875
NX_O95267	ENST00000558418
NX_O95267	ENST00000558432
NX_O95267	ENST00000560425
NX_O95267	ENST00000560929
NX_O95267	ENST00000561117
NX_O95267	ENST00000561180
NX_O95271	ENST00000517770
NX_O95271	ENST00000518281
NX_O95271	ENST00000518635
NX_O95271	ENST00000520408
NX_O95271	ENST00000522110
NX_O95273	ENST00000562553
NX_O95273	ENST00000567434
NX_O95273	ENST00000568507
NX_O95278	ENST00000435470
NX_O95278	ENST00000450221
NX_O95292	ENST00000520497
NX_O95297	ENST00000367853
NX_O95297	ENST00000448405
NX_O95298	ENST00000528164
NX_O95298	ENST00000534029
NX_O95299	ENST00000404554
NX_O95299	ENST00000407129
NX_O95299	ENST00000414580
NX_O95299	ENST00000419408
NX_O95299	ENST00000443626
NX_O95299	ENST00000444548
NX_O95299	ENST00000448880
NX_O95299	ENST00000620965
NX_O95299	ENST00000626224
NX_O95299	ENST00000626554
NX_O95299	ENST00000626935
NX_O95299	ENST00000627439
NX_O95299	ENST00000627686
NX_O95299	ENST00000628011
NX_O95299	ENST00000628405
NX_O95299	ENST00000630225
NX_O95299	ENST00000630302
NX_O95299	ENST00000630647
NX_O95302	ENST00000418354
NX_O95319	ENST00000354897
NX_O95319	ENST00000609692
NX_O95319	ENST00000609870
NX_O95319	ENST00000633200
NX_O95319	ENST00000636488
NX_O95336	ENST00000594761
NX_O95336	ENST00000595782
NX_O95336	ENST00000600923
NX_O95342	ENST00000439188
NX_O95347	ENST00000440179
NX_O95347	ENST00000493955
NX_O95352	ENST00000414717
NX_O95352	ENST00000418682
NX_O95352	ENST00000419112
NX_O95352	ENST00000423116
NX_O95352	ENST00000424071
NX_O95352	ENST00000427759
NX_O95352	ENST00000434066
NX_O95352	ENST00000435760
NX_O95352	ENST00000444619
NX_O95352	ENST00000446110
NX_O95352	ENST00000451513
NX_O95352	ENST00000451830
NX_O95359	ENST00000368999
NX_O95359	ENST00000369001
NX_O95359	ENST00000369004
NX_O95359	ENST00000440764
NX_O95359	ENST00000453444
NX_O95359	ENST00000490979
NX_O95359	ENST00000491540
NX_O95359	ENST00000496913
NX_O95359	ENST00000505639
NX_O95359	ENST00000508411
NX_O95359	ENST00000514539
NX_O95359	ENST00000515273
NX_O95359	ENST00000515603
NX_O95359	ENST00000635597
NX_O95361	ENST00000494759
NX_O95361	ENST00000577372
NX_O95361	ENST00000577446
NX_O95361	ENST00000578744
NX_O95361	ENST00000579219
NX_O95361	ENST00000580110
NX_O95361	ENST00000581200
NX_O95363	ENST00000445533
NX_O95363	ENST00000602691
NX_O95372	ENST00000374501
NX_O95372	ENST00000374502
NX_O95372	ENST00000374503
NX_O95372	ENST00000374505
NX_O95372	ENST00000420982
NX_O95372	ENST00000421070
NX_O95373	ENST00000527431
NX_O95373	ENST00000533233
NX_O95373	ENST00000630083
NX_O95376	ENST00000420814
NX_O95376	ENST00000430423
NX_O95376	ENST00000433170
NX_O95376	ENST00000449729
NX_O95376	ENST00000452385
NX_O95376	ENST00000452882
NX_O95379	ENST00000388882
NX_O95379	ENST00000415806
NX_O95379	ENST00000504642
NX_O95382	ENST00000486046
NX_O95389	ENST00000368664
NX_O95389	ENST00000409166
NX_O95389	ENST00000454589
NX_O95390	ENST00000546799
NX_O95391	ENST00000519349
NX_O95391	ENST00000520664
NX_O95391	ENST00000521826
NX_O95394	ENST00000283977
NX_O95394	ENST00000503094
NX_O95394	ENST00000504780
NX_O95394	ENST00000505470
NX_O95394	ENST00000507554
NX_O95394	ENST00000508748
NX_O95394	ENST00000509219
NX_O95394	ENST00000510258
NX_O95394	ENST00000605602
NX_O95394	ENST00000616566
NX_O95395	ENST00000559189
NX_O95395	ENST00000559200
NX_O95395	ENST00000559626
NX_O95398	ENST00000466322
NX_O95398	ENST00000495465
NX_O95398	ENST00000495953
NX_O95398	ENST00000547856
NX_O95398	ENST00000548434
NX_O95398	ENST00000548919
NX_O95399	ENST00000377516
NX_O95402	ENST00000598492
NX_O95402	ENST00000598608
NX_O95402	ENST00000600060
NX_O95402	ENST00000601478
NX_O95406	ENST00000395573
NX_O95406	ENST00000553660
NX_O95406	ENST00000554683
NX_O95406	ENST00000556113
NX_O95406	ENST00000557659
NX_O95406	ENST00000557690
NX_O95415	ENST00000491463
NX_O95415	ENST00000539286
NX_O95425	ENST00000632315
NX_O95427	ENST00000585344
NX_O95427	ENST00000585458
NX_O95427	ENST00000585923
NX_O95427	ENST00000585926
NX_O95427	ENST00000586566
NX_O95427	ENST00000587134
NX_O95427	ENST00000588571
NX_O95427	ENST00000588748
NX_O95427	ENST00000589098
NX_O95427	ENST00000589339
NX_O95427	ENST00000589720
NX_O95427	ENST00000590765
NX_O95427	ENST00000590948
NX_O95427	ENST00000591238
NX_O95427	ENST00000592803
NX_O95428	ENST00000216658
NX_O95428	ENST00000555123
NX_O95428	ENST00000559759
NX_O95429	ENST00000521311
NX_O95433	ENST00000553374
NX_O95433	ENST00000555133
NX_O95433	ENST00000555517
NX_O95433	ENST00000555729
NX_O95433	ENST00000556369
NX_O95436	ENST00000507530
NX_O95436	ENST00000513204
NX_O95445	ENST00000375918
NX_O95445	ENST00000383438
NX_O95445	ENST00000400157
NX_O95445	ENST00000416324
NX_O95445	ENST00000419996
NX_O95445	ENST00000422771
NX_O95445	ENST00000425177
NX_O95445	ENST00000425856
NX_O95445	ENST00000426401
NX_O95445	ENST00000426800
NX_O95445	ENST00000430238
NX_O95445	ENST00000430282
NX_O95445	ENST00000432598
NX_O95445	ENST00000436931
NX_O95445	ENST00000439902
NX_O95445	ENST00000440956
NX_O95445	ENST00000441436
NX_O95445	ENST00000443975
NX_O95445	ENST00000452949
NX_O95447	ENST00000411566
NX_O95447	ENST00000415863
NX_O95447	ENST00000418018
NX_O95447	ENST00000426783
NX_O95447	ENST00000434281
NX_O95447	ENST00000438404
NX_O95447	ENST00000448288
NX_O95447	ENST00000451131
NX_O95447	ENST00000456017
NX_O95447	ENST00000485895
NX_O95450	ENST00000518335
NX_O95453	ENST00000538472
NX_O95453	ENST00000562896
NX_O95453	ENST00000563641
NX_O95453	ENST00000569444
NX_O95453	ENST00000615183
NX_O95453	ENST00000618929
NX_O95453	ENST00000631868
NX_O95453	ENST00000632226
NX_O95453	ENST00000632860
NX_O95453	ENST00000633129
NX_O95453	ENST00000634004
NX_O95453	ENST00000634095
NX_O95456	ENST00000411828
NX_O95456	ENST00000431628
NX_O95460	ENST00000353917
NX_O95461	ENST00000413114
NX_O95461	ENST00000421768
NX_O95461	ENST00000423375
NX_O95461	ENST00000430220
NX_O95461	ENST00000432776
NX_O95461	ENST00000434071
NX_O95461	ENST00000608642
NX_O95461	ENST00000609799
NX_O95461	ENST00000610186
NX_O95466	ENST00000328118
NX_O95466	ENST00000586092
NX_O95466	ENST00000586643
NX_O95466	ENST00000587489
NX_O95466	ENST00000589911
NX_O95467	ENST00000306090
NX_O95467	ENST00000306120
NX_O95467	ENST00000338783
NX_O95467	ENST00000349036
NX_O95467	ENST00000371081
NX_O95467	ENST00000419558
NX_O95467	ENST00000423897
NX_O95467	ENST00000450130
NX_O95467	ENST00000453292
NX_O95467	ENST00000603546
NX_O95467	ENST00000604005
NX_O95470	ENST00000299297
NX_O95470	ENST00000409118
NX_O95471	ENST00000538261
NX_O95471	ENST00000571881
NX_O95471	ENST00000571932
NX_O95471	ENST00000574070
NX_O95471	ENST00000575313
NX_O95473	ENST00000595322
NX_O95473	ENST00000600863
NX_O95473	ENST00000601610
NX_O95476	ENST00000570380
NX_O95476	ENST00000570828
NX_O95476	ENST00000571409
NX_O95476	ENST00000572043
NX_O95476	ENST00000575783
NX_O95476	ENST00000576613
NX_O95477	ENST00000374733
NX_O95477	ENST00000423487
NX_O95478	ENST00000296802
NX_O95478	ENST00000515524
NX_O95486	ENST00000513123
NX_O95490	ENST00000370721
NX_O95490	ENST00000370727
NX_O95490	ENST00000402328
NX_O95490	ENST00000449420
NX_O95490	ENST00000627151
NX_O95498	ENST00000392389
NX_O95498	ENST00000418593
NX_O95498	ENST00000422400
NX_O95498	ENST00000524919
NX_O95498	ENST00000528801
NX_O95498	ENST00000530536
NX_O95498	ENST00000531279
NX_O95498	ENST00000532012
NX_O95498	ENST00000533835
NX_O95502	ENST00000333039
NX_O95503	ENST00000216083
NX_O95528	ENST00000486000
NX_O95544	ENST00000342348
NX_O95544	ENST00000469045
NX_O95544	ENST00000489538
NX_O95544	ENST00000497186
NX_O95544	ENST00000498806
NX_O95551	ENST00000341060
NX_O95561	ENST00000367725
NX_O95561	ENST00000460397
NX_O95561	ENST00000488100
NX_O95562	ENST00000367829
NX_O95562	ENST00000630869
NX_O95563	ENST00000458574
NX_O95568	ENST00000454472
NX_O95571	ENST00000594342
NX_O95571	ENST00000598330
NX_O95571	ENST00000600651
NX_O95571	ENST00000602138
NX_O95573	ENST00000407441
NX_O95573	ENST00000413316
NX_O95573	ENST00000535678
NX_O95573	ENST00000540115
NX_O95600	ENST00000358094
NX_O95602	ENST00000409024
NX_O95602	ENST00000409681
NX_O95602	ENST00000424089
NX_O95613	ENST00000418394
NX_O95619	ENST00000548020
NX_O95619	ENST00000549685
NX_O95619	ENST00000552955
NX_O95620	ENST00000422290
NX_O95620	ENST00000458611
NX_O95622	ENST00000466617
NX_O95622	ENST00000476455
NX_O95622	ENST00000483566
NX_O95622	ENST00000491190
NX_O95625	ENST00000461821
NX_O95628	ENST00000356162
NX_O95630	ENST00000424659
NX_O95630	ENST00000432295
NX_O95630	ENST00000452725
NX_O95630	ENST00000536064
NX_O95631	ENST00000436734
NX_O95633	ENST00000588773
NX_O95633	ENST00000589185
NX_O95633	ENST00000591573
NX_O95633	ENST00000592947
NX_O95633	ENST00000605925
NX_O95639	ENST00000412686
NX_O95639	ENST00000430038
NX_O95639	ENST00000440514
NX_O95639	ENST00000441580
NX_O95639	ENST00000451876
NX_O95639	ENST00000452047
NX_O95644	ENST00000545796
NX_O95644	ENST00000587635
NX_O95644	ENST00000590313
NX_O95670	ENST00000383503
NX_O95670	ENST00000421596
NX_O95670	ENST00000434217
NX_O95670	ENST00000441959
NX_O95670	ENST00000443657
NX_O95670	ENST00000444088
NX_O95670	ENST00000447174
NX_O95670	ENST00000448779
NX_O95670	ENST00000449748
NX_O95670	ENST00000452453
NX_O95670	ENST00000454370
NX_O95670	ENST00000454889
NX_O95672	ENST00000411860
NX_O95677	ENST00000430974
NX_O95677	ENST00000525849
NX_O95677	ENST00000531901
NX_O95696	ENST00000438393
NX_O95704	ENST00000358580
NX_O95704	ENST00000511201
NX_O95704	ENST00000511896
NX_O95707	ENST00000221770
NX_O95707	ENST00000586420
NX_O95707	ENST00000586823
NX_O95707	ENST00000590688
NX_O95707	ENST00000591061
NX_O95714	ENST00000564734
NX_O95714	ENST00000569772
NX_O95718	ENST00000512784
NX_O95721	ENST00000439214
NX_O95741	ENST00000557889
NX_O95741	ENST00000558450
NX_O95741	ENST00000558541
NX_O95741	ENST00000558795
NX_O95741	ENST00000558859
NX_O95741	ENST00000559197
NX_O95741	ENST00000559207
NX_O95741	ENST00000559778
NX_O95741	ENST00000560356
NX_O95741	ENST00000560761
NX_O95741	ENST00000560828
NX_O95741	ENST00000560884
NX_O95747	ENST00000426620
NX_O95747	ENST00000446845
NX_O95749	ENST00000471812
NX_O95749	ENST00000497327
NX_O95754	ENST00000416236
NX_O95754	ENST00000420077
NX_O95754	ENST00000434486
NX_O95754	ENST00000446927
NX_O95754	ENST00000453930
NX_O95754	ENST00000458114
NX_O95754	ENST00000611975
NX_O95755	ENST00000420895
NX_O95757	ENST00000505726
NX_O95757	ENST00000508549
NX_O95758	ENST00000210227
NX_O95758	ENST00000450374
NX_O95772	ENST00000429075
NX_O95772	ENST00000434197
NX_O95772	ENST00000440144
NX_O95772	ENST00000453225
NX_O95777	ENST00000411938
NX_O95777	ENST00000422760
NX_O95777	ENST00000424702
NX_O95780	ENST00000593468
NX_O95780	ENST00000594127
NX_O95780	ENST00000595534
NX_O95780	ENST00000596019
NX_O95780	ENST00000601100
NX_O95780	ENST00000602079
NX_O95782	ENST00000597774
NX_O95785	ENST00000389282
NX_O95785	ENST00000596159
NX_O95786	ENST00000379868
NX_O95789	ENST00000415531
NX_O95793	ENST00000371792
NX_O95793	ENST00000437404
NX_O95793	ENST00000456866
NX_O95793	ENST00000614381
NX_O95817	ENST00000450186
NX_O95819	ENST00000302217
NX_O95819	ENST00000324219
NX_O95819	ENST00000350198
NX_O95819	ENST00000350878
NX_O95819	ENST00000413150
NX_O95819	ENST00000417294
NX_O95819	ENST00000418101
NX_O95819	ENST00000421882
NX_O95819	ENST00000425019
NX_O95819	ENST00000427603
NX_O95819	ENST00000456652
NX_O95819	ENST00000625522
NX_O95819	ENST00000627726
NX_O95825	ENST00000290244
NX_O95825	ENST00000361534
NX_O95825	ENST00000381540
NX_O95825	ENST00000399442
NX_O95825	ENST00000413017
NX_O95825	ENST00000414079
NX_O95825	ENST00000417979
NX_O95825	ENST00000426935
NX_O95825	ENST00000429827
NX_O95825	ENST00000431177
NX_O95825	ENST00000437996
NX_O95825	ENST00000438788
NX_O95825	ENST00000440526
NX_O95825	ENST00000441940
NX_O95825	ENST00000445393
NX_O95825	ENST00000452420
NX_O95831	ENST00000529877
NX_O95834	ENST00000399594
NX_O95834	ENST00000586195
NX_O95834	ENST00000586405
NX_O95834	ENST00000586770
NX_O95834	ENST00000587484
NX_O95834	ENST00000588172
NX_O95834	ENST00000588272
NX_O95834	ENST00000588308
NX_O95834	ENST00000588496
NX_O95834	ENST00000589876
NX_O95834	ENST00000590018
NX_O95834	ENST00000590043
NX_O95834	ENST00000590575
NX_O95834	ENST00000590819
NX_O95834	ENST00000591721
NX_O95834	ENST00000592853
NX_O95834	ENST00000593255
NX_O95835	ENST00000441107
NX_O95835	ENST00000458696
NX_O95835	ENST00000542720
NX_O95838	ENST00000304773
NX_O95838	ENST00000458005
NX_O95838	ENST00000574745
NX_O95841	ENST00000444255
NX_O95843	ENST00000393963
NX_O95843	ENST00000471108
NX_O95847	ENST00000603486
NX_O95847	ENST00000604127
NX_O95847	ENST00000604217
NX_O95847	ENST00000604616
NX_O95848	ENST00000546553
NX_O95858	ENST00000452130
NX_O95859	ENST00000424710
NX_O95859	ENST00000430985
NX_O95859	ENST00000433758
NX_O95859	ENST00000441017
NX_O95859	ENST00000450414
NX_O95861	ENST00000354807
NX_O95861	ENST00000463953
NX_O95861	ENST00000480959
NX_O95861	ENST00000498237
NX_O95861	ENST00000498791
NX_O95864	ENST00000355484
NX_O95864	ENST00000517312
NX_O95864	ENST00000517839
NX_O95864	ENST00000518606
NX_O95864	ENST00000521571
NX_O95864	ENST00000522639
NX_O95864	ENST00000574708
NX_O95865	ENST00000383409
NX_O95865	ENST00000400062
NX_O95865	ENST00000400063
NX_O95865	ENST00000411456
