NX_A0A087WTH1	MGI:5613213
NX_P62701	MGI:98158
NX_P62714	MGI:1321161
NX_P62736	MGI:87909
NX_P62745	MGI:107949
NX_P62750	MGI:3040672
NX_P62753	MGI:98159
NX_P62760	MGI:1349453
NX_P62805	MGI:2140113
NX_P62805	MGI:2448419
NX_P62805	MGI:2448420
NX_P62805	MGI:2448421
NX_P62805	MGI:2448423
NX_P62805	MGI:2448425
NX_P62805	MGI:2448427
NX_P62805	MGI:2448432
NX_P62805	MGI:2448436
NX_P62805	MGI:2448439
NX_P62805	MGI:2448441
NX_P62805	MGI:2448443
NX_P62805	MGI:4843992
NX_P62807	MGI:1915274
NX_P62807	MGI:2448380
NX_P62807	MGI:2448383
NX_P62807	MGI:2448386
NX_P62807	MGI:2448403
NX_P62820	MGI:97842
NX_P62826	MGI:1333112
NX_P62829	MGI:1929455
NX_P62834	MGI:97852
NX_P62837	MGI:1930715
NX_P62841	MGI:98117
NX_P62847	MGI:98147
NX_P62851	MGI:1922867
NX_P62854	MGI:1351628
NX_P62857	MGI:1859516
NX_P62861	MGI:102547
NX_P62873	MGI:95781
NX_P62875	MGI:1913741
NX_P62877	MGI:1891829
NX_P62877	MGI:3710517
NX_P62879	MGI:95784
NX_P62888	MGI:98037
NX_P62891	MGI:1914498
NX_P62899	MGI:2149632
NX_P62906	MGI:1343877
NX_P62910	MGI:3644747
NX_P62910	MGI:98038
NX_P62913	MGI:1914275
NX_P62917	MGI:1350927
NX_P62937	MGI:97749
NX_P62942	MGI:95541
NX_P62945	MGI:1915195
NX_P62952	MGI:1858907
NX_P62955	MGI:1932374
NX_P62979	MGI:1925544
NX_P62987	MGI:3644625
NX_P62987	MGI:98887
NX_P62993	MGI:95805
NX_P62995	MGI:106016
NX_P63000	MGI:97845
NX_P63010	MGI:1919020
NX_P63027	MGI:1313277
NX_P63092	MGI:95777
NX_P63096	MGI:95771
NX_P63098	MGI:107172
NX_P63104	MGI:109484
NX_P63146	MGI:102944
NX_P63151	MGI:1919228
NX_P63162	MGI:98347
NX_P63165	MGI:1197010
NX_P63167	MGI:1861457
NX_P63172	MGI:3780996
NX_P63172	MGI:3807476
NX_P63172	MGI:3807506
NX_P63172	MGI:98643
NX_P63173	MGI:1914921
NX_P63208	MGI:103575
NX_P63211	MGI:109165
NX_P63215	MGI:102704
NX_P63218	MGI:109164
NX_P63218	MGI:3783217
NX_P63220	MGI:1913731
NX_P63241	MGI:106248
NX_P63244	MGI:101849
NX_P63252	MGI:104744
NX_P63261	MGI:87906
NX_P63267	MGI:104589
NX_P63272	MGI:107416
NX_P63279	MGI:107365
NX_P63302	MGI:1100878
NX_P63313	MGI:109146
NX_P63316	MGI:98779
NX_P67775	MGI:1321159
NX_P67809	MGI:99146
NX_P67812	MGI:1929464
NX_P67870	MGI:88548
NX_P67936	MGI:2449202
NX_P68032	MGI:87905
NX_P68036	MGI:109240
NX_P68104	MGI:1096881
NX_P68106	MGI:1336205
NX_P68133	MGI:87902
NX_P68363	MGI:107804
NX_P68366	MGI:1095410
NX_P68371	MGI:1915472
NX_P68400	MGI:88543
NX_P68402	MGI:108415
NX_P68431	MGI:2145541
NX_P68431	MGI:2448319
NX_P68431	MGI:2448322
NX_P68431	MGI:2448326
NX_P68431	MGI:2448349
NX_P68431	MGI:2448350
NX_P68431	MGI:2448351
NX_P68431	MGI:2448355
NX_P68431	MGI:2448357
NX_P68431	MGI:2668828
NX_P68543	MGI:2442310
NX_P68871	MGI:5474850
NX_P68871	MGI:5474852
NX_P69849	MGI:2385850
NX_P69891	MGI:96024
NX_P69892	MGI:96027
NX_P69905	MGI:96015
NX_P69905	MGI:96016
NX_P78310	MGI:1201679
NX_P78312	MGI:2447768
NX_P78314	MGI:1346349
NX_P78316	MGI:1922666
NX_P78317	MGI:1201691
NX_P78318	MGI:1346500
NX_P78324	MGI:108563
NX_P78325	MGI:107825
NX_P78329	MGI:1919304
NX_P78330	MGI:97788
NX_P78332	MGI:1338037
NX_P78333	MGI:1194894
NX_P78334	MGI:1330235
NX_P78337	MGI:107374
NX_P78344	MGI:109207
NX_P78345	MGI:2443607
NX_P78346	MGI:1859683
NX_P78347	MGI:1202722
NX_P78348	MGI:1194915
NX_P78352	MGI:1277959
NX_P78356	MGI:1934234
NX_P78357	MGI:1858201
NX_P78362	MGI:1201408
NX_P78363	MGI:109424
NX_P78364	MGI:103248
NX_P78367	MGI:108015
NX_P78368	MGI:1920014
NX_P78369	MGI:1913101
NX_P78371	MGI:107186
NX_P78380	MGI:1261434
NX_P78381	MGI:1345297
NX_P78382	MGI:1345622
NX_P78383	MGI:1343133
NX_P78385	MGI:3690448
NX_P78386	MGI:3665486
NX_P78396	MGI:108042
NX_P78406	MGI:1913929
NX_P78410	MGI:1932036
NX_P78411	MGI:1859086
NX_P78412	MGI:1927642
NX_P78413	MGI:1355275
NX_P78414	MGI:1197515
NX_P78415	MGI:1197522
NX_P78417	MGI:1342273
NX_P78423	MGI:1097153
NX_P78424	MGI:2443631
NX_P78426	MGI:1206039
NX_P78504	MGI:1095416
NX_P78508	MGI:1194504
NX_P78509	MGI:103022
NX_P78524	MGI:108517
NX_P78527	MGI:104779
NX_P78536	MGI:1096335
NX_P78537	MGI:1195276
NX_P78539	MGI:1858306
NX_P78540	MGI:1330806
NX_P78543	MGI:108384
NX_P78545	MGI:1101781
NX_P78549	MGI:1313275
NX_P78552	MGI:105052
NX_P78556	MGI:1329031
NX_P78559	MGI:1306776
NX_P78560	MGI:1336168
NX_P78562	MGI:107489
NX_P78563	MGI:891999
NX_P79522	MGI:1922460
NX_P80098	MGI:99512
NX_P80108	MGI:106604
NX_P80162	MGI:1096868
NX_P80188	MGI:96757
NX_P80192	MGI:2449952
NX_P80217	MGI:1917360
NX_P80294	MGI:97171
NX_P80297	MGI:97171
NX_P80303	MGI:1858179
NX_P80365	MGI:104720
NX_P80370	MGI:94900
NX_P80404	MGI:2443582
NX_P80723	MGI:1917600
NX_P81133	MGI:98306
NX_P81172	MGI:1933533
NX_P81274	MGI:1923373
NX_P81277	MGI:3644668
NX_P81408	MGI:1915771
NX_P81534	MGI:2675345
NX_P81877	MGI:1914220
NX_P82094	MGI:2684999
NX_P82251	MGI:1353656
NX_P82279	MGI:2136343
NX_P82650	MGI:1928137
NX_P82663	MGI:1928140
NX_P82664	MGI:1928139
NX_P82673	MGI:2385255
NX_P82675	MGI:1924971
NX_P82909	MGI:1913378
NX_P82912	MGI:1915244
NX_P82914	MGI:1913657
NX_P82921	MGI:1913542
NX_P82930	MGI:1930188
NX_P82932	MGI:2153111
NX_P82933	MGI:1916777
NX_P82970	MGI:1355295
NX_P82979	MGI:1913368
NX_P82987	MGI:3028499
NX_P83105	MGI:3036260
NX_P83110	MGI:1925808
NX_P83111	MGI:1933395
NX_P83369	MGI:1919540
NX_P83436	MGI:2685013
NX_P83731	MGI:1915443
NX_P83859	MGI:3630329
NX_P83876	MGI:1351613
NX_P83881	MGI:1201789
NX_P83916	MGI:105369
NX_P84022	MGI:1201674
NX_P84074	MGI:1336200
NX_P84077	MGI:99431
NX_P84085	MGI:99434
NX_P84090	MGI:108089
NX_P84095	MGI:1928370
NX_P84098	MGI:98020
NX_P84101	MGI:1337041
NX_P84103	MGI:98285
NX_P84157	MGI:1914872
NX_P84243	MGI:1097686
NX_P84243	MGI:1101768
NX_P84550	MGI:2443473
NX_P84996	MGI:95777
NX_P85037	MGI:1347488
NX_P85298	MGI:1920417
NX_P85299	MGI:1924714
NX_P86397	MGI:1914303
NX_P86452	MGI:3828086
NX_P86790	MGI:2141070
NX_P86791	MGI:2141070
NX_P98066	MGI:1195266
NX_P98073	MGI:1197523
NX_P98077	MGI:106180
NX_P98082	MGI:109175
NX_P98088	MGI:104697
NX_P98095	MGI:95488
NX_P98153	MGI:892866
NX_P98155	MGI:98935
NX_P98160	MGI:96257
NX_P98161	MGI:97603
NX_P98164	MGI:95794
NX_P98168	MGI:3694898
NX_P98169	MGI:3694898
NX_P98170	MGI:107572
NX_P98171	MGI:2159577
NX_P98172	MGI:102708
NX_P98173	MGI:1913544
NX_P98174	MGI:104566
NX_P98175	MGI:2384310
NX_P98177	MGI:1891915
NX_P98179	MGI:1099460
NX_P98179	MGI:3642874
NX_P98187	MGI:2146921
NX_P98194	MGI:1889008
NX_P98196	MGI:1354735
NX_P98198	MGI:1859660
NX_P99999	MGI:88578
NX_Q00005	MGI:1920180
NX_Q00013	MGI:105941
NX_Q00056	MGI:96176
NX_Q00059	MGI:107810
NX_Q00169	MGI:99887
NX_Q00266	MGI:88017
NX_Q00325	MGI:1353498
NX_Q00341	MGI:99256
NX_Q00403	MGI:2385191
NX_Q00444	MGI:96196
NX_Q00526	MGI:1916931
NX_Q00532	MGI:1918341
NX_Q00534	MGI:1277162
NX_Q00535	MGI:101765
NX_Q00536	MGI:97516
NX_Q00537	MGI:97517
NX_Q00577	MGI:103079
NX_Q00587	MGI:1929763
NX_Q00597	MGI:95480
NX_Q00604	MGI:102570
NX_Q00610	MGI:2388633
NX_Q00613	MGI:96238
NX_Q00653	MGI:1099800
NX_Q00688	MGI:1353460
NX_Q00722	MGI:107465
NX_Q00765	MGI:1270152
NX_Q00796	MGI:98266
NX_Q00839	MGI:1858195
NX_Q00872	MGI:1336213
NX_Q008S8	MGI:3641723
NX_Q00973	MGI:1342057
NX_Q00975	MGI:88296
NX_Q00978	MGI:107587
NX_Q00987	MGI:96952
NX_Q00994	MGI:1338016
NX_Q00G26	MGI:1914218
NX_Q00LT1	MGI:3649529
NX_Q01064	MGI:97523
NX_Q01081	MGI:98884
NX_Q01082	MGI:98388
NX_Q01085	MGI:107913
NX_Q01094	MGI:101941
NX_Q01101	MGI:1859980
NX_Q01105	MGI:1860267
NX_Q01113	MGI:96564
NX_Q01118	MGI:102965
NX_Q01130	MGI:98284
NX_Q01151	MGI:1328316
NX_Q01167	MGI:1916087
NX_Q01196	MGI:99852
NX_Q01201	MGI:103289
NX_Q01344	MGI:96558
NX_Q01362	MGI:95495
NX_Q01415	MGI:1917226
NX_Q01432	MGI:1096344
NX_Q01433	MGI:88016
NX_Q01449	MGI:107495
NX_Q01453	MGI:97631
NX_Q01459	MGI:1921495
NX_Q01469	MGI:101790
NX_Q01484	MGI:88025
NX_Q01518	MGI:88262
NX_Q01534	MGI:1201688
NX_Q01538	MGI:1100535
NX_Q01543	MGI:95554
NX_Q01546	MGI:1924305
NX_Q01581	MGI:107592
NX_Q01628	MGI:1913391
NX_Q01629	MGI:1933382
NX_Q01638	MGI:98427
NX_Q01650	MGI:1298205
NX_Q01658	MGI:1100515
NX_Q01664	MGI:103239
NX_Q01668	MGI:88293
NX_Q01718	MGI:96928
NX_Q01726	MGI:99456
NX_Q01740	MGI:1310002
NX_Q01780	MGI:1355322
NX_Q01804	MGI:1098801
NX_Q01813	MGI:1891833
NX_Q01814	MGI:105368
NX_Q01826	MGI:105084
NX_Q01831	MGI:103557
NX_Q01844	MGI:99960
NX_Q01850	MGI:1100885
NX_Q01851	MGI:102525
NX_Q01860	MGI:101893
NX_Q01892	MGI:892986
NX_Q01954	MGI:1097164
NX_Q01955	MGI:104688
NX_Q01959	MGI:94862
NX_Q01968	MGI:109589
NX_Q01970	MGI:104778
NX_Q01973	MGI:1347520
NX_Q01974	MGI:1347521
NX_Q01995	MGI:106012
NX_Q02078	MGI:99532
NX_Q02080	MGI:104526
NX_Q02083	MGI:1914361
NX_Q02086	MGI:1926162
NX_Q02094	MGI:1202713
NX_Q02108	MGI:1926562
NX_Q02127	MGI:1928378
NX_Q02153	MGI:1860604
NX_Q02156	MGI:97599
NX_Q02161	MGI:1202882
NX_Q02218	MGI:1098267
NX_Q02221	MGI:104649
NX_Q02223	MGI:1343050
NX_Q02224	MGI:1098230
NX_Q02241	MGI:1919069
NX_Q02246	MGI:104518
NX_Q02252	MGI:1915077
NX_Q02297	MGI:96083
NX_Q02318	MGI:88594
NX_Q02338	MGI:1919161
NX_Q02363	MGI:96397
NX_Q02388	MGI:88462
NX_Q02410	MGI:1860297
NX_Q02413	MGI:2664357
NX_Q02413	MGI:2664358
NX_Q02413	MGI:94930
NX_Q02446	MGI:107595
NX_Q02447	MGI:1277166
NX_Q02487	MGI:103221
NX_Q02505	MGI:3588263
NX_Q02509	MGI:1313269
NX_Q02535	MGI:96398
NX_Q02539	MGI:1931523
NX_Q02543	MGI:1924058
NX_Q02548	MGI:97489
NX_Q02556	MGI:96395
NX_Q02575	MGI:98481
NX_Q02577	MGI:97324
NX_Q02641	MGI:102522
NX_Q02643	MGI:95710
NX_Q02742	MGI:95676
NX_Q02747	MGI:102738
NX_Q02750	MGI:1346866
NX_Q02763	MGI:98664
NX_Q02779	MGI:1346879
NX_Q02790	MGI:95543
NX_Q02809	MGI:99907
NX_Q02817	MGI:1339364
NX_Q02818	MGI:97388
NX_Q02833	MGI:1914235
NX_Q02846	MGI:105123
NX_Q02878	MGI:108057
NX_Q02878	MGI:3647789
NX_Q02880	MGI:98791
NX_Q02928	MGI:3028580
NX_Q02928	MGI:3717148
NX_Q02928	MGI:88611
NX_Q02930	MGI:2443973
NX_Q02952	MGI:1932576
NX_Q02962	MGI:97486
NX_Q02978	MGI:1915113
NX_Q03001	MGI:104627
NX_Q03013	MGI:95862
NX_Q03014	MGI:96086
NX_Q03052	MGI:101896
NX_Q03060	MGI:88495
NX_Q03111	MGI:1927238
NX_Q03112	MGI:95457
NX_Q03113	MGI:95767
NX_Q03135	MGI:102709
NX_Q03154	MGI:87913
NX_Q03164	MGI:96995
NX_Q03167	MGI:104637
NX_Q03169	MGI:104960
NX_Q03181	MGI:101884
NX_Q03188	MGI:99700
NX_Q03252	MGI:96796
NX_Q03393	MGI:1338783
NX_Q03395	MGI:97998
NX_Q03403	MGI:1306805
NX_Q03405	MGI:97612
NX_Q03426	MGI:107624
NX_Q03431	MGI:97801
NX_Q03468	MGI:1100494
NX_Q03518	MGI:98483
NX_Q03519	MGI:98484
NX_Q03591	MGI:2138169
NX_Q03692	MGI:88445
NX_Q03701	MGI:109386
NX_Q03721	MGI:96670
NX_Q03828	MGI:95462
NX_Q03933	MGI:96239
NX_Q03938	MGI:107768
NX_Q03989	MGI:2443039
NX_Q04206	MGI:103290
NX_Q04323	MGI:1289301
NX_Q04446	MGI:1921435
NX_Q04609	MGI:1858193
NX_Q04637	MGI:2384784
NX_Q04656	MGI:99400
NX_Q04671	MGI:97454
NX_Q04695	MGI:96691
NX_Q04721	MGI:97364
NX_Q04724	MGI:104636
NX_Q04725	MGI:104635
NX_Q04726	MGI:104634
NX_Q04727	MGI:104633
NX_Q04741	MGI:95387
NX_Q04743	MGI:95388
NX_Q04756	MGI:1859281
NX_Q04759	MGI:97601
NX_Q04760	MGI:95742
NX_Q04771	MGI:87911
NX_Q04826	MGI:95896
NX_Q04828	MGI:1924587
NX_Q04837	MGI:1920040
NX_Q04844	MGI:87894
NX_Q04864	MGI:97897
NX_Q04900	MGI:1859568
NX_Q04912	MGI:99614
NX_Q04917	MGI:109194
NX_Q04941	MGI:1298382
NX_Q05048	MGI:1914587
NX_Q05066	MGI:98660
NX_Q05084	MGI:96391
NX_Q05086	MGI:105098
NX_Q05193	MGI:107384
NX_Q05195	MGI:96908
NX_Q05209	MGI:104673
NX_Q05215	MGI:99252
NX_Q05315	MGI:891997
NX_Q05329	MGI:95634
NX_Q05397	MGI:95481
NX_Q05469	MGI:96790
NX_Q05481	MGI:1914119
NX_Q05513	MGI:97602
NX_Q05516	MGI:103222
NX_Q05519	MGI:1916457
NX_Q05586	MGI:95819
NX_Q05639	MGI:1096317
NX_Q05655	MGI:97598
NX_Q05682	MGI:88250
NX_Q05707	MGI:1341272
NX_Q05823	MGI:1098272
NX_Q05901	MGI:106212
NX_Q05923	MGI:101911
NX_Q05925	MGI:95389
NX_Q05932	MGI:95576
NX_Q05940	MGI:106677
NX_Q05952	MGI:98785
NX_Q05996	MGI:99214
NX_Q05BQ5	MGI:2143977
NX_Q05BV3	MGI:2442513
NX_Q05C16	MGI:1918109
NX_Q05D32	MGI:1196405
NX_Q05D60	MGI:2443026
NX_Q05DH4	MGI:2444746
NX_Q06033	MGI:96620
NX_Q06055	MGI:1915192
NX_Q06124	MGI:99511
NX_Q06136	MGI:1918000
NX_Q06141	MGI:109408
NX_Q06141	MGI:97478
NX_Q06187	MGI:88216
NX_Q06190	MGI:2442104
NX_Q06203	MGI:2387203
NX_Q06210	MGI:95698
NX_Q06265	MGI:1355319
NX_Q06278	MGI:88035
NX_Q06323	MGI:1096367
NX_Q06330	MGI:96522
NX_Q06413	MGI:99458
NX_Q06418	MGI:104294
NX_Q06432	MGI:1206582
NX_Q06455	MGI:104793
NX_Q06481	MGI:88047
NX_Q06495	MGI:1345284
NX_Q06520	MGI:107550
NX_Q06520	MGI:1924221
NX_Q06520	MGI:3645246
NX_Q06520	MGI:3645854
NX_Q06520	MGI:3645873
NX_Q06520	MGI:3648378
NX_Q06520	MGI:3648915
NX_Q06520	MGI:98430
NX_Q06546	MGI:95610
NX_Q06547	MGI:95611
NX_Q06587	MGI:1101770
NX_Q06609	MGI:97890
NX_Q06643	MGI:104796
NX_Q06710	MGI:97492
NX_Q06787	MGI:95564
NX_Q06828	MGI:1328364
NX_Q06830	MGI:99523
NX_Q06889	MGI:1306780
NX_Q06945	MGI:98366
NX_Q07000	MGI:95896
NX_Q07001	MGI:87893
NX_Q07002	MGI:97518
NX_Q07011	MGI:1101059
NX_Q07020	MGI:98003
NX_Q07021	MGI:1194505
NX_Q07065	MGI:2444926
NX_Q07075	MGI:106645
NX_Q07092	MGI:1095396
NX_Q07108	MGI:88343
NX_Q07157	MGI:98759
NX_Q07283	MGI:2177944
NX_Q07325	MGI:1352449
NX_Q07326	MGI:99462
NX_Q07343	MGI:99557
NX_Q07352	MGI:107946
NX_Q07444	MGI:1929720
NX_Q07507	MGI:1928392
NX_Q075Z2	MGI:2685613
NX_Q07617	MGI:1349387
NX_Q07627	MGI:1916914
NX_Q07627	MGI:3650443
NX_Q07627	MGI:3651229
NX_Q07654	MGI:104638
NX_Q07666	MGI:893579
NX_Q07687	MGI:94902
NX_Q07699	MGI:98247
NX_Q07812	MGI:99702
NX_Q07817	MGI:88139
NX_Q07820	MGI:101769
NX_Q07837	MGI:1195264
NX_Q07864	MGI:1196391
NX_Q07866	MGI:107978
NX_Q07869	MGI:104740
NX_Q07889	MGI:98354
NX_Q07890	MGI:98355
NX_Q07912	MGI:1858308
NX_Q07954	MGI:96828
NX_Q07955	MGI:98283
NX_Q07960	MGI:2445003
NX_Q07973	MGI:88593
NX_Q08043	MGI:99678
NX_Q08050	MGI:1347487
NX_Q08116	MGI:1354694
NX_Q08117	MGI:95806
NX_Q08170	MGI:1890577
NX_Q08174	MGI:104692
NX_Q08188	MGI:98732
NX_Q08209	MGI:107164
NX_Q08211	MGI:108177
NX_Q08257	MGI:88527
NX_Q08289	MGI:894644
NX_Q08334	MGI:109380
NX_Q08345	MGI:99216
NX_Q08357	MGI:97851
NX_Q08378	MGI:96958
NX_Q08379	MGI:2139395
NX_Q08380	MGI:99554
NX_Q08397	MGI:106096
NX_Q08426	MGI:1277964
NX_Q08431	MGI:102768
NX_Q08462	MGI:99676
NX_Q08477	MGI:2158641
NX_Q08493	MGI:99556
NX_Q08495	MGI:99670
NX_Q08499	MGI:99555
NX_Q08554	MGI:109173
NX_Q08623	MGI:1914615
NX_Q08629	MGI:105371
NX_Q08648	MGI:3647173
NX_Q08708	MGI:2153249
NX_Q08708	MGI:3032626
NX_Q08722	MGI:96617
NX_Q08752	MGI:1914988
NX_Q08828	MGI:99677
NX_Q08830	MGI:102795
NX_Q08881	MGI:96621
NX_Q08945	MGI:107912
NX_Q08999	MGI:105085
NX_Q08AD1	MGI:1922434
NX_Q08AE8	MGI:1915416
NX_Q08AF3	MGI:1329004
NX_Q08AG7	MGI:1924039
NX_Q08AH1	MGI:2152200
NX_Q08AH3	MGI:2385289
NX_Q08AI6	MGI:2443383
NX_Q08AI8	MGI:1919124
NX_Q08AM6	MGI:2157980
NX_Q08AN1	MGI:1328322
NX_Q08AN1	MGI:2148252
NX_Q08AN1	MGI:3650650
NX_Q08AN1	MGI:3651014
NX_Q08AN1	MGI:3651978
NX_Q08AN1	MGI:3651986
NX_Q08AN1	MGI:3700963
NX_Q08AN1	MGI:3700965
NX_Q08AN1	MGI:3701604
NX_Q08AN1	MGI:3702694
NX_Q08AN1	MGI:3705222
NX_Q08AN1	MGI:3712454
NX_Q08AN1	MGI:5590069
NX_Q08J23	MGI:107252
NX_Q09013	MGI:94906
NX_Q09019	MGI:94907
NX_Q09028	MGI:1194912
NX_Q09160	MGI:3702919
NX_Q09160	MGI:3704134
NX_Q09160	MGI:892004
NX_Q09160	MGI:95896
NX_Q09160	MGI:95904
NX_Q09160	MGI:95928
NX_Q09160	MGI:95929
NX_Q09160	MGI:95931
NX_Q09160	MGI:95933
NX_Q09160	MGI:95935
NX_Q09160	MGI:95936
NX_Q09161	MGI:1891840
NX_Q09327	MGI:104532
NX_Q09328	MGI:894701
NX_Q09428	MGI:1352629
NX_Q09470	MGI:96654
NX_Q09472	MGI:1276116
NX_Q09666	MGI:1316648
NX_Q09MP3	MGI:3644580
NX_Q0D2I5	MGI:2444516
NX_Q0D2K0	MGI:2444671
NX_Q0D2K2	MGI:1918038
NX_Q0D2K3	MGI:3614797
NX_Q0D2K5	MGI:1922990
NX_Q0GE19	MGI:1924025
NX_Q0IIM8	MGI:1918101
NX_Q0JRZ9	MGI:3505790
NX_Q0P5N6	MGI:1917567
NX_Q0P5P2	MGI:2685371
NX_Q0P641	MGI:2138198
NX_Q0P651	MGI:1915468
NX_Q0P670	MGI:1918293
NX_Q0P6D2	MGI:3041188
NX_Q0P6D6	MGI:2444488
NX_Q0P6H9	MGI:2139461
NX_Q0PNE2	MGI:1919349
NX_Q0VAA2	MGI:3646959
NX_Q0VAA5	MGI:3647874
NX_Q0VAF6	MGI:1915666
NX_Q0VAK6	MGI:2444169
NX_Q0VAM2	MGI:2443755
NX_Q0VAQ4	MGI:2448476
NX_Q0VD83	MGI:2176230
NX_Q0VD86	MGI:2144284
NX_Q0VDD5	MGI:1914348
NX_Q0VDD7	MGI:1921916
NX_Q0VDD8	MGI:2444525
NX_Q0VDE8	MGI:2675492
NX_Q0VDF9	MGI:1354164
NX_Q0VDG4	MGI:1921866
NX_Q0VDI3	MGI:3648543
NX_Q0VF49	MGI:2685819
NX_Q0VF96	MGI:1915428
NX_Q0VFZ6	MGI:1923100
NX_Q0VG06	MGI:1919135
NX_Q0VG99	MGI:1096325
NX_Q0VGL1	MGI:1913346
NX_Q0WX57	MGI:3051372
NX_Q0Z7S8	MGI:1194881
NX_Q0ZGT2	MGI:1916060
NX_Q0ZLH3	MGI:2685847
NX_Q10469	MGI:2384966
NX_Q10471	MGI:894694
NX_Q10472	MGI:894693
NX_Q10567	MGI:1096368
NX_Q10570	MGI:2679722
NX_Q10571	MGI:1261813
NX_Q10586	MGI:94866
NX_Q10587	MGI:98663
NX_Q10588	MGI:105370
NX_Q10589	MGI:1916800
NX_Q10713	MGI:1918568
NX_Q10981	MGI:109374
NX_Q11130	MGI:107692
NX_Q11201	MGI:98304
NX_Q11203	MGI:1316659
NX_Q11206	MGI:1316743
NX_Q12756	MGI:108391
NX_Q12765	MGI:1917188
NX_Q12766	MGI:2441817
NX_Q12767	MGI:1919197
NX_Q12768	MGI:2146110
NX_Q12769	MGI:1926227
NX_Q12770	MGI:2135958
NX_Q12772	MGI:107585
NX_Q12774	MGI:1858952
NX_Q12778	MGI:1890077
NX_Q12788	MGI:2384863
NX_Q12789	MGI:107887
NX_Q12791	MGI:99923
NX_Q12792	MGI:1100520
NX_Q12794	MGI:96298
NX_Q12796	MGI:1917838
NX_Q12797	MGI:1914186
NX_Q12798	MGI:1347086
NX_Q12799	MGI:98539
NX_Q12800	MGI:98509
NX_Q12802	MGI:2676556
NX_Q12805	MGI:1339998
NX_Q12809	MGI:1341722
NX_Q12815	MGI:1925983
NX_Q12816	MGI:1928994
NX_Q12824	MGI:1328366
NX_Q12829	MGI:2183451
NX_Q12830	MGI:2444008
NX_Q12834	MGI:1859866
NX_Q12836	MGI:3690088
NX_Q12837	MGI:102524
NX_Q12840	MGI:109564
NX_Q12841	MGI:102793
NX_Q12846	MGI:893577
NX_Q12849	MGI:106479
NX_Q12851	MGI:1346883
NX_Q12852	MGI:1346881
NX_Q12857	MGI:108056
NX_Q12860	MGI:105980
NX_Q12864	MGI:1095414
NX_Q12866	MGI:96965
NX_Q12870	MGI:104664
NX_Q12872	MGI:101760
NX_Q12873	MGI:1344395
NX_Q12874	MGI:1922312
NX_Q12879	MGI:95820
NX_Q12882	MGI:2139667
NX_Q12884	MGI:109608
NX_Q12887	MGI:1917633
NX_Q12888	MGI:1351320
NX_Q12889	MGI:106661
NX_Q12891	MGI:1196334
NX_Q12893	MGI:1930765
NX_Q12894	MGI:1316708
NX_Q12899	MGI:1337056
NX_Q12904	MGI:102774
NX_Q12905	MGI:1915031
NX_Q12906	MGI:1339973
NX_Q12907	MGI:1914140
NX_Q12908	MGI:1201406
NX_Q12912	MGI:108424
NX_Q12913	MGI:104574
NX_Q12918	MGI:107538
NX_Q12918	MGI:107539
NX_Q12918	MGI:107540
NX_Q12923	MGI:103293
NX_Q12926	MGI:1100887
NX_Q12929	MGI:104684
NX_Q12931	MGI:1915265
NX_Q12933	MGI:101835
NX_Q12934	MGI:101770
NX_Q12946	MGI:1347470
NX_Q12947	MGI:1347479
NX_Q12948	MGI:1347466
NX_Q12950	MGI:1347467
NX_Q12951	MGI:1096329
NX_Q12952	MGI:1347469
NX_Q12955	MGI:88026
NX_Q12959	MGI:107231
NX_Q12962	MGI:1346320
NX_Q12965	MGI:106621
NX_Q12967	MGI:107485
NX_Q12968	MGI:103296
NX_Q12972	MGI:2140494
NX_Q12974	MGI:1277117
NX_Q12979	MGI:107771
NX_Q12980	MGI:109258
NX_Q12981	MGI:109328
NX_Q12982	MGI:109327
NX_Q12983	MGI:109326
NX_Q12986	MGI:1921414
NX_Q12988	MGI:1928479
NX_Q12996	MGI:1351825
NX_Q12999	MGI:1914375
NX_Q13002	MGI:95815
NX_Q13003	MGI:95816
NX_Q13007	MGI:2135548
NX_Q13009	MGI:103306
NX_Q13011	MGI:1858208
NX_Q13015	MGI:1929671
NX_Q13017	MGI:1332637
NX_Q13018	MGI:102468
NX_Q13021	MGI:2385152
NX_Q13023	MGI:3050566
NX_Q13029	MGI:107628
NX_Q13033	MGI:2151064
NX_Q13042	MGI:1917207
NX_Q13043	MGI:1929004
NX_Q13045	MGI:1342286
NX_Q13049	MGI:1917057
NX_Q13057	MGI:1918993
NX_Q13061	MGI:1924007
NX_Q13064	MGI:2181178
NX_Q13075	MGI:1298220
NX_Q13075	MGI:1298222
NX_Q13075	MGI:1298223
NX_Q13075	MGI:1298226
NX_Q13077	MGI:101836
NX_Q13084	MGI:1915861
NX_Q13085	MGI:108451
NX_Q13087	MGI:1916441
NX_Q13093	MGI:1351327
NX_Q13094	MGI:1321402
NX_Q13098	MGI:2384801
NX_Q13099	MGI:98715
NX_Q13103	MGI:1922646
NX_Q13105	MGI:107410
NX_Q13107	MGI:98905
NX_Q13111	MGI:1351331
NX_Q13112	MGI:1314881
NX_Q13113	MGI:1914432
NX_Q13114	MGI:108041
NX_Q13115	MGI:2442191
NX_Q13117	MGI:1342328
NX_Q13118	MGI:1101353
NX_Q13123	MGI:1345142
NX_Q13126	MGI:1914152
NX_Q13127	MGI:104897
NX_Q13129	MGI:1924705
NX_Q13131	MGI:2145955
NX_Q13133	MGI:1352462
NX_Q13136	MGI:1924750
NX_Q13137	MGI:1343177
NX_Q13144	MGI:2446176
