UniProt-AC	UniProt-AC_reviewed	UniProt-ID	GeneID	RefSeq	GI	PDB	GO	PIR	MIM	UniGene	Ensembl_Gene	Ensembl_Transcript	Ensembl_Protein	BioGrid	STRING	KEGG	Gene_Name
A4GG66	A4GG66	CXG1_RAT	266706	NP_001078850.1; XP_017452538.1; XP_017452539.1	1046848582; 183985816; 1046848580; 114187422; 229485323; 114187423; 114187424; 149054415; 145864495; 114187421		GO:0005922; GO:0005921; GO:0016021; GO:0045202; GO:0005243; GO:0086077; GO:0005216; GO:0086053; GO:0048738; GO:0048468; GO:0007267; GO:0007268; GO:0016264; GO:0007507; GO:0055085; GO:0001570; GO:0007601				ENSRNOG00000048838	ENSRNOT00000073372; ENSRNOT00000093570	ENSRNOP00000066371; ENSRNOP00000076255		10116.ENSRNOP00000066371	rno:266706	Gjc1
Q80XF7	Q80XF7	CXG2_RAT	497913	NP_001094254.1; XP_006246577.1; XP_017452934.1; XP_017452935.1; XP_017452936.1	1046850150; 81170415; 294832037; 1046850146; 564372333; 30025464; 1046850148		GO:0005922; GO:0005921; GO:0016021; GO:0043209; GO:0043025; GO:0033270; GO:0043204; GO:1990769; GO:0005243; GO:1903763; GO:0007420; GO:0010644; GO:0007267; GO:2000134; GO:1904427; GO:0010628; GO:0070447; GO:0001932; GO:0009636				ENSRNOG00000038328	ENSRNOT00000058362	ENSRNOP00000064383	269223	10116.ENSRNOP00000064383	rno:497913	Gjc2
P48973	P48973	CXL10_RAT	245920	NP_620789.1	1346561; 602432; 146345511; 34849730; 149033841; 1565294; 20806125		GO:0005623; GO:0009897; GO:0005576; GO:0005615; GO:0042056; GO:0008009; GO:0048248; GO:0005125; GO:0008201; GO:0007189; GO:0061844; GO:0034605; GO:0071222; GO:0070098; GO:0006935; GO:0051607; GO:0042118; GO:0007186; GO:0006955; GO:0006954; GO:0031640; GO:0030595; GO:0016525; GO:0045662; GO:1901740; GO:0030593; GO:0030335; GO:0008284; GO:0002690; GO:0090026; GO:0051281; GO:2000406; GO:0042981; GO:0042127; GO:1901509; GO:0010819; GO:0010996; GO:0009617; GO:0009409; GO:0010332; GO:0032496; GO:0009615; GO:0033280; GO:0010818				ENSRNOG00000022256	ENSRNOT00000003075	ENSRNOP00000003649		10116.ENSRNOP00000003649	rno:245920	Cxcl10
Q6AXU5	Q6AXU5	CXL16_RAT	497942	NP_001017478.1	149053190; 149053192; 65993505; 62945312; 81910850; 50925867		GO:0005615; GO:0016021; GO:0008009; GO:0042379; GO:0005041; GO:0005044; GO:0071222; GO:0030307; GO:0030335; GO:0006898; GO:0034097; GO:0034341; GO:0034612; GO:0010818				ENSRNOG00000026647	ENSRNOT00000032926	ENSRNOP00000037160		10116.ENSRNOP00000037160	rno:497942	Cxcl16
Q9EQC9	Q9EQC9	CXXC4_RAT			81868202; 149025999; 11967375		GO:0005737; GO:0031410; GO:0005829; GO:0005634; GO:0008327; GO:0030165; GO:0008270; GO:0030178; GO:0016055								10116.ENSRNOP00000067828		Cxxc4
Q5XIQ3	Q5XIQ3	CXXC5_RAT	291670	NP_001007629.1; XP_017456389.1; XP_017456390.1; XP_017456391.1; XP_017456392.1; XP_017456393.1	56090604; 1046867984; 149017229; 1046867988; 1046867981; 1046867986; 1046867990; 53734517; 81883824		GO:0005737; GO:0005634; GO:0008327; GO:0043565; GO:0008134; GO:0008270; GO:0000122				ENSRNOG00000032878	ENSRNOT00000045795; ENSRNOT00000085120	ENSRNOP00000042976; ENSRNOP00000069122		10116.ENSRNOP00000042976	rno:291670	Cxxc5
Q62737	Q62737	CY24A_RAT	79129	NP_077074.1	20137189; 10241839; 149038386; 13162359; 677891		GO:0016324; GO:0005737; GO:0030425; GO:0005768; GO:0005925; GO:0005794; GO:0043020; GO:0043025; GO:0005634; GO:0001725; GO:0009055; GO:0020037; GO:0046872; GO:0046982; GO:0017124; GO:0016175; GO:0071230; GO:1904385; GO:0071480; GO:0071333; GO:1904845; GO:0071260; GO:0071407; GO:0071310; GO:0071356; GO:0017004; GO:0050665; GO:0006954; GO:0045087; GO:0003106; GO:0055114; GO:0045777; GO:0030307; GO:1900426; GO:0001938; GO:0032755; GO:0070257; GO:0033864; GO:0050766; GO:1903428; GO:0048661; GO:0032930; GO:0034137; GO:0032760; GO:0072593; GO:0051279; GO:0045730; GO:0014823; GO:1904044; GO:0042493; GO:0001666; GO:0070555; GO:0031667; GO:0014895; GO:0042554; GO:0006801				ENSRNOG00000013014	ENSRNOT00000017564	ENSRNOP00000017564		10116.ENSRNOP00000017564	rno:79129	Cyba
Q5U2W7	Q5U2W7	CYAC3_RAT	361729	NP_001014186.1; XP_006231112.1; XP_006231113.1; XP_006231114.1; XP_006231115.1; XP_006231116.1; XP_006231117.1	62079053; 55249747; 564332893; 564332887; 564332885; 81883520; 564332891; 564332889; 564332895		GO:0005829; GO:0016021; GO:0031902; GO:0005765; GO:0005764; GO:0005730; GO:0005654; GO:0046872; GO:0016491				ENSRNOG00000020702	ENSRNOT00000028094	ENSRNOP00000028094		10116.ENSRNOP00000028094	rno:361729	Cyb561a3
P04166	P04166	CYB5B_RAT	80773	NP_085075.1	27065383; 118138250; 15988286; 550544466; 48735409; 118138251; 328877194; 118138248; 27065384; 15988288; 13399338; 13786639; 3891604; 13786638; 12643974; 3891605; 118138249; 328877195; 15988287; 27065385; 157830179; 550544465; 15988289; 2253161; 149038111; 27065386	1AWP:A; 1AWP:B; 1B5M:A; 1EUE:A; 1EUE:B; 1ICC:A; 1ICC:B; 1ICC:C; 1ICC:D; 1LJ0:A; 1LJ0:B; 1LJ0:C; 1LJ0:D; 2I89:A; 2I89:B; 2I89:C; 2I89:D; 3MUS:A; 3MUS:B; 4HIL:A; 4HIL:B	GO:0016021; GO:0043231; GO:0005741; GO:0045153; GO:0008047; GO:0020037; GO:0046872				ENSRNOG00000011142	ENSRNOT00000015006; ENSRNOT00000086435	ENSRNOP00000015006; ENSRNOP00000069128		10116.ENSRNOP00000015006	rno:80773	Cyb5b
P00173	P00173	CYB5_RAT	64001	NP_071581.1	157830283; 157830111; 157830177; 11560046; 220730; 159162705; 2257955; 14277785; 159163756; 13786770; 157831435; 56269768; 14277784; 15826396; 157830176; 6980893; 149015874; 2257957; 231928; 157830135; 157831436; 157830018	1AQA:A; 1AW3:A; 1AXX:A; 1B5A:A; 1B5B:A; 1BFX:A; 1BLV:A; 1I87:A; 1I8C:A; 1IB7:A; 1IET:A; 1IEU:A; 1JEX:A; 1MNY:A; 2AXX:A; 5XE4:A; 5XEE:A	GO:0005829; GO:0005783; GO:0005789; GO:0016021; GO:0043231; GO:0016020; GO:0009055; GO:0019899; GO:0020037; GO:0046872; GO:0046686	JC5596; S28404			ENSRNOG00000015205	ENSRNOT00000020446	ENSRNOP00000020446		10116.ENSRNOP00000020446	rno:64001	Cyb5a
Q6AYA6	Q6AYA6	CYBC1_RAT	619574	NP_001030131.1	81884556; 50926975; 77993361; 149055124; 149055125		GO:0005783; GO:0005789; GO:0016021; GO:0045087; GO:0045728				ENSRNOG00000036666	ENSRNOT00000054922	ENSRNOP00000051805		10116.ENSRNOP00000051805	rno:619574	Cybc1
Q6AYK6	Q6AYK6	CYBP_RAT	289144	NP_001004208.1	81884615; 51948388; 50926902; 149058281		GO:0030877; GO:0044297; GO:0005737; GO:0005829; GO:0043005; GO:0005641; GO:0005654; GO:0005634; GO:0019005; GO:0019904; GO:0042803; GO:0044548; GO:0015631; GO:0031625; GO:0007568; GO:0055007; GO:0071277; GO:1990830; GO:0007507; GO:0060548; GO:0045740; GO:0060416				ENSRNOG00000002572	ENSRNOT00000003586	ENSRNOP00000003586		10116.ENSRNOP00000003586	rno:289144	Cacybp
Q5RKJ2	Q5RKJ2	CYBR1_RAT	295669	NP_001011954.1	55715660; 81883399; 58865486; 149022199		GO:0031526; GO:0016021; GO:0005765; GO:0000293; GO:0046872; GO:0016491; GO:0010039				ENSRNOG00000009620	ENSRNOT00000012942	ENSRNOP00000012942		10116.ENSRNOP00000012942	rno:295669	Cybrd1
P00159	P00159	CYB_RAT	26192	AP_004904.1; YP_665641.1	803341926; 117884; 110189675; 13469; 829020; 110189727		GO:0009535; GO:0031305; GO:0016020; GO:0005743; GO:0005739; GO:0032991; GO:0045275; GO:0046872; GO:0044877; GO:0008121; GO:0031100; GO:0015990; GO:0042538; GO:0006122; GO:0046686; GO:0051592; GO:0033590; GO:0046688; GO:0042493; GO:0045471; GO:0033762; GO:0009408; GO:0009725; GO:0055093; GO:0001666; GO:0046689; GO:0007584; GO:0014070; GO:0010243; GO:0009636	A00154			ENSRNOG00000031766	ENSRNOT00000042098	ENSRNOP00000047954		10116.ENSRNOP00000047954	rno:26192	Mt-Cyb
P10715	P10715	CYC2_RAT	25310	NP_036972.1	203731; 117904; 203729; 6978727; 149022329		GO:0005758; GO:0070469; GO:0009055; GO:0020037; GO:0046872; GO:0006915; GO:0042743; GO:0006123; GO:0006122; GO:2001244	A28160			ENSRNOG00000024457	ENSRNOT00000008371	ENSRNOP00000008371			rno:25310	Cyct
P62898	P62898	CYC_RAT	100363502; 25309	NP_036971.1; XP_003751847.1; XP_003753106.1	392334194; 51702227; 51858627; 6978725; 57870614; 203699; 149033395; 392354772; 203723	5C0Z:A; 5C0Z:B; 5C0Z:C; 5C0Z:D; 5C9M:A; 5C9M:B; 5C9M:C; 5C9M:D; 5DF5:A; 5DF5:B; 5DF5:C; 5DF5:D	GO:0005829; GO:0005758; GO:0005739; GO:0070469; GO:0045155; GO:0019899; GO:0020037; GO:0046872; GO:0008635; GO:0006915; GO:0034349; GO:0042743; GO:0006123; GO:0006122; GO:0010730; GO:1901857; GO:0051260; GO:0034465; GO:0046688; GO:0009629; GO:0002931; GO:0006979	A04605			ENSRNOG00000010452; ENSRNOG00000032885	ENSRNOT00000014058; ENSRNOT00000048429	ENSRNOP00000014058; ENSRNOP00000041521	247348	10116.ENSRNOP00000041521	rno:100363502;rno:25309	Cycs
Q921A4	Q921A4	CYGB_RAT	170520	NP_570100.1	21263502; 18543351		GO:0005737; GO:0043005; GO:0043025; GO:0004096; GO:0047888; GO:0020037; GO:0005506; GO:0019825; GO:0005344; GO:0004601; GO:0019395; GO:0032966; GO:0010764; GO:2000490; GO:0001666; GO:0006979				ENSRNOG00000011541	ENSRNOT00000016067	ENSRNOP00000016067		10116.ENSRNOP00000016067	rno:170520	Cygb
P97694	P97694	CYH1_RAT	116691	NP_446362.1	13124031; 1800315; 16758790		GO:0005912; GO:0005923; GO:0005737; GO:0005829; GO:0031234; GO:0098888; GO:0031594; GO:0005886; GO:0005086; GO:0008289; GO:0090162; GO:0032012; GO:0030155; GO:2000300							250573	10116.ENSRNOP00000004196	rno:116691	Cyth1
P63035	P63035	CYH2_RAT	116692	NP_446363.1	16758792; 51702229; 1800317		GO:0005912; GO:0005923; GO:0005737; GO:0098892; GO:0030426; GO:0005886; GO:0001726; GO:0005086; GO:0070679; GO:0008289; GO:2000171; GO:0032012							250574	10116.ENSRNOP00000028588	rno:116692	Cyth2
P97696	P97696	CYH3_RAT			13124032; 1800319		GO:0005912; GO:0005923; GO:0005737; GO:0005829; GO:0031234; GO:0005886; GO:0001726; GO:0005086; GO:0005547; GO:0090162; GO:0048193; GO:0045785; GO:0032012								10116.ENSRNOP00000001412		Cyth3
Q5BK76	Q5BK76	CYHR1_RAT	100362155	NP_001020293.2	182641983; 189163499; 81882605; 60552414; 149066079		GO:0005737; GO:0005635; GO:0048471; GO:0008270				ENSRNOG00000014811	ENSRNOT00000019853; ENSRNOT00000093083	ENSRNOP00000019852; ENSRNOP00000076065		10116.ENSRNOP00000019852	rno:100362155	Cyhr1
Q66H62	Q66H62	CYLD_RAT	312937	NP_001017380.1	51858717; 62821831; 149032660; 81884163		GO:0005813; GO:0036064; GO:0097542; GO:0005829; GO:0031234; GO:0005874; GO:0048471; GO:0005819; GO:1990380; GO:0061578; GO:0070064; GO:0019901; GO:0004843; GO:0008270; GO:0043369; GO:0048872; GO:0045087; GO:0070266; GO:0090090; GO:0046329; GO:0032088; GO:1901223; GO:1903753; GO:0045581; GO:1903829; GO:2001238; GO:0045582; GO:0050862; GO:0016579; GO:0070536; GO:1990108; GO:0045577; GO:1902017; GO:0050727; GO:2001242; GO:0070507; GO:0007346; GO:0060544; GO:0043393; GO:0010803; GO:1901026; GO:0006511; GO:0016055							260280	10116.ENSRNOP00000018888	rno:312937	Cyld
Q6AYH4	Q6AYH4	CYREN_RAT	500077	NP_001019496.1	149065242; 81891356; 66730276; 50926926		GO:0005737; GO:0005634; GO:0006303; GO:2001033				ENSRNOG00000026958	ENSRNOT00000029818	ENSRNOP00000034483		10116.ENSRNOP00000034483	rno:500077	Cyren
P01039	P01039	CYTA_RAT	288075	NP_001099347.1	157786796; 149060569; 118178		GO:0001533; GO:0005737; GO:0005829; GO:0005615; GO:0004869; GO:0002020; GO:0098609; GO:0030216; GO:0010466; GO:0045861; GO:0018149	A01275			ENSRNOG00000033933	ENSRNOT00000051936	ENSRNOP00000043059		10116.ENSRNOP00000043059	rno:288075	Csta
P01041	P01041	CYTB_RAT	25308	NP_036970.1	54038778; 6978715; 55892; 118181; 149043590; 220726		GO:0005737; GO:0005829; GO:0005615; GO:0005730; GO:0004869; GO:0002020; GO:0008344; GO:0010466; GO:0045861	JC1128			ENSRNOG00000001201	ENSRNOT00000001593	ENSRNOP00000001593		10116.ENSRNOP00000001593	rno:25308	Cstb
P14841	P14841	CYTC_RAT	25307	NP_036969.1	736290; 83301921; 149041146; 54234046; 56541029		GO:0030424; GO:0005604; GO:0042995; GO:0043292; GO:0005737; GO:0005783; GO:0005576; GO:0005615; GO:0005794; GO:0005764; GO:0005771; GO:0043025; GO:0031965; GO:0048471; GO:0005886; GO:0031982; GO:0001540; GO:0004869; GO:0004866; GO:0042802; GO:0030414; GO:0002020; GO:0006915; GO:0007420; GO:0001775; GO:0070301; GO:0034599; GO:0042747; GO:0006952; GO:0007566; GO:0001654; GO:0008584; GO:0060313; GO:0060548; GO:0010711; GO:0060311; GO:0010716; GO:0010466; GO:0045861; GO:0008284; GO:0045740; GO:0043067; GO:0034103; GO:0048678; GO:0009743; GO:0042493; GO:0032355; GO:0001666; GO:0010035; GO:0031667; GO:0014070; GO:0006979; GO:0009636; GO:0007431; GO:0060009; GO:0097435	S07085; S10587			ENSRNOG00000005195	ENSRNOT00000007175	ENSRNOP00000007175		10116.ENSRNOP00000007175	rno:25307	Cst3
Q5I0L6	Q5I0L6	CYTIP_RAT	311047	NP_001012086.1	58865742; 76363301; 56971285		GO:0005938; GO:0005737; GO:0005829; GO:0005769; GO:0005654; GO:0030155				ENSRNOG00000004772	ENSRNOT00000006387	ENSRNOP00000006387		10116.ENSRNOP00000006387	rno:311047	Cytip
Q2KN99	Q2KN99	CYTSA_RAT	361828	NP_001034544.1; XP_006256401.1	564397587; 86515432; 91208270; 149043781; 62484085		GO:0015629; GO:0005737; GO:0031941; GO:0005921; GO:0015630; GO:0005815; GO:0005819; GO:0030036; GO:0007155; GO:0007049; GO:0051301; GO:0016477; GO:0030835; GO:0007026				ENSRNOG00000001303	ENSRNOT00000001764	ENSRNOP00000001764		10116.ENSRNOP00000001764	rno:361828	Specc1l
P19313	P19313	CYTS_RAT	296234	NP_941958.1	149041133; 294577; 294538; 38371732; 1345936		GO:0005615; GO:0030141; GO:0004869; GO:0002020; GO:0048468; GO:0001906; GO:0008285; GO:0010466; GO:0046677; GO:0048678; GO:0046687; GO:0042493; GO:0009725; GO:0014070; GO:0001562; GO:0009611; GO:0007431	JQ1470			ENSRNOG00000030857	ENSRNOT00000044345	ENSRNOP00000044719		10116.ENSRNOP00000044719	rno:296234	Cst4
Q5PQS5	Q5PQS5	CYYR1_RAT	304138	NP_001014002.1	149059746; 81883265; 62078689; 56268846		GO:0016021				ENSRNOG00000001544	ENSRNOT00000002109	ENSRNOP00000002109		10116.ENSRNOP00000002109	rno:304138	Cyyr1
Q498R7	Q498R7	CZIB_RAT	298384	NP_001029304.1	149035740; 72679311; 119368230; 77627996		GO:0008270				ENSRNOG00000012724	ENSRNOT00000065275	ENSRNOP00000058861		10116.ENSRNOP00000058861	rno:298384	Czib
P84850	P84850	D2HDH_RAT	301624	XP_006245583.1; XP_006245584.1	564369816; 97048478; 564369814		GO:0005739; GO:0051990; GO:0071949; GO:0044267; GO:0032025; GO:0010042; GO:0010043				ENSRNOG00000019012	ENSRNOT00000078222	ENSRNOP00000071036		10116.ENSRNOP00000025711		D2hgdh
Q6AYH9	Q6AYH9	DAAF1_RAT	361419	NP_001014176.1	149038312; 62079043; 81910888; 50926922		GO:0005930; GO:0070840; GO:0070286; GO:0060271; GO:0003341; GO:0071907; GO:0071910; GO:0035469; GO:0001947; GO:0036159; GO:0060972; GO:0030324; GO:0044458; GO:0036158; GO:0003356				ENSRNOG00000015590	ENSRNOT00000020917	ENSRNOP00000020917		10116.ENSRNOP00000020917	rno:361419	Dnaaf1
D3ZCM9	D3ZCM9	DAAF3_RAT	100359753	NP_001258044.1	402794267; 385178688		GO:0005737; GO:0070286; GO:0007368; GO:0007507; GO:0044458				ENSRNOG00000038600	ENSRNOT00000058900	ENSRNOP00000055687	1198888	10116.ENSRNOP00000055687	rno:100359753	Dnaaf3
Q5VJS5	Q5VJS5	DAAF4_RAT	363096	NP_001007011.1	55742717; 55716095; 81910330; 40747980		GO:0005813; GO:0005737; GO:0005829; GO:0005576; GO:0097730; GO:0005634; GO:0005886; GO:0030331; GO:0003341; GO:0007368; GO:0003351; GO:0007507; GO:0036159; GO:0007611; GO:0001764; GO:0036158; GO:0033146; GO:0061136				ENSRNOG00000056654	ENSRNOT00000085959	ENSRNOP00000072890	263962	10116.ENSRNOP00000029714	rno:363096	Dnaaf4
Q8CJH2	Q8CJH2	DAB1_RAT	266729	NP_705885.1; XP_017448669.1	1046887567; 149044615; 81866558; 24025618; 23496442; 149044618		GO:0045177; GO:0005903; GO:0005737; GO:0005829; GO:0043231; GO:0016020; GO:0043005; GO:0043025; GO:0048471; GO:0014069; GO:0043548; GO:0007628; GO:0007420; GO:0021813; GO:0021589; GO:0021795; GO:0021987; GO:0021799; GO:0016358; GO:0051645; GO:0021766; GO:0097477; GO:0007494; GO:0048712; GO:0050771; GO:0007162; GO:0046426; GO:0001764; GO:0045666; GO:0045860; GO:0021942; GO:0042493; GO:0007264; GO:0021517				ENSRNOG00000007410	ENSRNOT00000009977	ENSRNOP00000009977	251792	10116.ENSRNOP00000009977	rno:266729	Dab1
Q6P730	Q6P730	DAB2P_RAT	192126	NP_619724.3	149038919; 166295218; 81885303; 15277525; 38511546		GO:1990597; GO:0030424; GO:0044300; GO:0044301; GO:0005737; GO:0030425; GO:0030139; GO:0043025; GO:0032809; GO:1990032; GO:0005886; GO:0071889; GO:0005123; GO:0005096; GO:0042802; GO:0019900; GO:0031434; GO:0031435; GO:0043548; GO:0036312; GO:0032266; GO:0070273; GO:0042803; GO:0019901; GO:0047485; GO:0051721; GO:0044877; GO:0017124; GO:0035591; GO:0043184; GO:0007257; GO:0000185; GO:0001525; GO:0007049; GO:0021814; GO:0044257; GO:0071364; GO:0071347; GO:0071222; GO:0071356; GO:0035924; GO:0008625; GO:0007252; GO:0070059; GO:0021819; GO:0016525; GO:0090090; GO:0030308; GO:0008285; GO:1903363; GO:0010596; GO:0042059; GO:0010633; GO:0050680; GO:0010719; GO:0070373; GO:0048147; GO:0070317; GO:0034260; GO:0043124; GO:0043407; GO:0032088; GO:0043553; GO:0014067; GO:0001933; GO:0071901; GO:0046580; GO:0034144; GO:0000122; GO:0045892; GO:0030948; GO:1900747; GO:0048812; GO:0043065; GO:2001235; GO:0071158; GO:1900006; GO:0050679; GO:0046330; GO:0043507; GO:0043410; GO:2001224; GO:0010976; GO:1901800; GO:0045732; GO:0071902; GO:0090129; GO:0045944; GO:0038026; GO:0043087; GO:0043122; GO:1900744; GO:0043254; GO:0043497; GO:0006986; GO:0035148; GO:0036324				ENSRNOG00000055226	ENSRNOT00000083134	ENSRNOP00000072901		10116.ENSRNOP00000056740	rno:192126	Dab2ip
O88797	O88797	DAB2_RAT	79128	NP_077073.1	3157995; 13162357; 2897137; 260099933; 2897139; 67677921; 2897136; 260099930; 2897138; 260099931; 20137597; 260099932; 3157993	3H8D:E; 3H8D:F; 3H8D:G; 3H8D:H	GO:0016324; GO:0030132; GO:0005905; GO:0030136; GO:0030665; GO:0005737; GO:0005634; GO:0048471; GO:0005886; GO:0035612; GO:0038024; GO:0035615; GO:0030276; GO:0005178; GO:0050750; GO:0035091; GO:0005546; GO:0008022; GO:0046332; GO:0007257; GO:0006915; GO:0000904; GO:0071364; GO:0071560; GO:0048268; GO:0007492; GO:0007588; GO:0001701; GO:0035026; GO:0030099; GO:0060766; GO:0043066; GO:0090090; GO:0030308; GO:0050680; GO:0070373; GO:2001237; GO:0010977; GO:0032091; GO:1903077; GO:0045892; GO:0006907; GO:0032349; GO:2000860; GO:0045785; GO:0030335; GO:2000370; GO:2000643; GO:0045807; GO:0010718; GO:2001046; GO:0010862; GO:0032436; GO:0001934; GO:0002092; GO:0001921; GO:0060391; GO:1900026; GO:0032968; GO:0045893; GO:0030511; GO:2000096; GO:0015031; GO:0006898; GO:2000298; GO:1902074; GO:0048545; GO:0016055							249412	10116.ENSRNOP00000043878	rno:79128	Dab2
P61805	P61805	DAD1_RAT	192275	NP_620265.1	38494207; 149063877; 48428847; 20302111; 3063921		GO:0016021; GO:0008250; GO:0004579; GO:0006915; GO:0001824; GO:0043066; GO:0006486; GO:0006487; GO:0042493; GO:0007584				ENSRNOG00000009090	ENSRNOT00000012233	ENSRNOP00000012233		10116.ENSRNOP00000012233	rno:192275	Dad1
Q641Y9	Q641Y9	DALD3_RAT	363146	NP_001014236.1	81910617; 149018516; 51980421; 62079155		GO:0004814; GO:0005524; GO:0006420				ENSRNOG00000020159	ENSRNOT00000027318	ENSRNOP00000027318		10116.ENSRNOP00000027318	rno:363146	Dalrd3
Q9QX67	Q9QX67	DAP1_RAT	64322	NP_071971.1	56404332; 6649521; 11968110; 38051910		GO:0070513; GO:0006919; GO:0006915; GO:0097190; GO:0006914; GO:0034198; GO:0010507; GO:0032088; GO:0045892				ENSRNOG00000010747	ENSRNOT00000014439	ENSRNOP00000014439		10116.ENSRNOP00000014439	rno:64322	Dap
O88764	O88764	DAPK3_RAT	64391	NP_071991.1; XP_006241055.1; XP_017450587.1; XP_017450588.1	564358286; 3250895; 1046896988; 38304024; 38604634; 11968142; 149034448; 1046896985		GO:0005884; GO:0000775; GO:0005737; GO:0045121; GO:0005634; GO:0016605; GO:0005524; GO:0042802; GO:0016301; GO:0043522; GO:0008022; GO:0042803; GO:0004674; GO:0017048; GO:0006915; GO:0097190; GO:0071346; GO:0006325; GO:0035556; GO:0017148; GO:0030182; GO:0043065; GO:0090263; GO:0030335; GO:2001241; GO:0046777; GO:0006468; GO:2000249; GO:0008360; GO:0051893; GO:0007346; GO:0043519				ENSRNOG00000020383	ENSRNOT00000027634	ENSRNOP00000027634	249061	10116.ENSRNOP00000027634	rno:64391	Dapk3
Q5BK30	Q5BK30	DAW1_RAT	363267	NP_001020196.1	81909477; 68163493		GO:0005929; GO:0005576; GO:0090660; GO:0007368; GO:0003351; GO:0007507; GO:0036158				ENSRNOG00000016247	ENSRNOT00000068236	ENSRNOP00000059421		10116.ENSRNOP00000059421	rno:363267	Daw1
Q8VIB2	Q8VIB2	DAXX_RAT			18148939; 24636786		GO:0044297; GO:0005938; GO:0000775; GO:0005737; GO:0005829; GO:0000792; GO:0005874; GO:0043005; GO:0005730; GO:0005634; GO:0016605; GO:0001741; GO:0050681; GO:0019899; GO:0042393; GO:0008432; GO:0019894; GO:0002039; GO:0046982; GO:0042803; GO:0030295; GO:0019901; GO:0047485; GO:0032183; GO:0003713; GO:0003714; GO:0008134; GO:0031625; GO:0030521; GO:0097190; GO:0071454; GO:0071276; GO:0071280; GO:0072738; GO:0034605; GO:1903936; GO:0071356; GO:0034620; GO:0006338; GO:0000281; GO:0043066; GO:0010832; GO:0000122; GO:0045892; GO:0006334; GO:0030578; GO:0043065; GO:2001235; GO:0033129; GO:1901216; GO:0045860; GO:0001934; GO:0045944; GO:0071168; GO:0042981; GO:0040014; GO:0031396; GO:0006355; GO:0010038								10116.ENSRNOP00000000559		Daxx
P60486	P60486	DAZP2_RAT	300235	NP_001013125.1	61556964; 38303955; 44887862		GO:0005737; GO:0005634; GO:0032991; GO:0042802; GO:0031435; GO:0043539; GO:0030971; GO:0050699; GO:0071902								10116.ENSRNOP00000006239	rno:300235	Dazap2
P56702	P56702	DBIL5_RAT	59116	NP_067607.1	12643388; 11024678; 4894760; 149053438; 4894762		GO:0005737; GO:0000062; GO:0008289; GO:0006637; GO:0007283				ENSRNOG00000007771	ENSRNOT00000010227	ENSRNOP00000010227		10116.ENSRNOP00000010227	rno:59116	Dbil5
Q5M831	Q5M831	DBND1_RAT	361437	NP_001014178.2	348041295; 81883079; 56789911		GO:0005737								10116.ENSRNOP00000014090	rno:361437	Dbndd1
Q9JHL4	Q9JHL4	DBNL_RAT	83527	NP_001264140.1; NP_001264141.1; NP_001264142.1; NP_112642.1	469608387; 7007486; 48734840; 7248379; 469608384; 7007484; 51315733; 7248377; 469608389; 6983844; 13786198		GO:0005938; GO:0030054; GO:0030665; GO:0030864; GO:0005737; GO:0005829; GO:0030425; GO:0005769; GO:0000139; GO:0030027; GO:0043204; GO:0005886; GO:0002102; GO:0014069; GO:0045211; GO:0001726; GO:0030427; GO:0003779; GO:0051015; GO:0008022; GO:0019904; GO:0002250; GO:0048812; GO:0071800; GO:0045773; GO:0061003; GO:0098974; GO:0016601; GO:0006898; GO:0030833; GO:0097178; GO:0007416				ENSRNOG00000012378	ENSRNOT00000017375	ENSRNOP00000017375	249745	10116.ENSRNOP00000017375	rno:83527	Dbnl
P16443	P16443	DBP_RAT	24309	NP_036675.1	56388817; 149055882; 118287; 7549756; 203943		GO:0005634; GO:0001228; GO:0000977; GO:0007623; GO:0001889; GO:0045944	A34894			ENSRNOG00000021027	ENSRNOT00000028546	ENSRNOP00000028547		10116.ENSRNOP00000028547	rno:24309	Dbp
Q5NSW5	Q5NSW5	DBX1_RAT	292934	NP_001009644.1	81862281; 56799089; 57526952; 149055793		GO:0005634; GO:0043565; GO:0021515; GO:0006357; GO:0021521				ENSRNOG00000014706	ENSRNOT00000019739	ENSRNOP00000019739		10116.ENSRNOP00000019739	rno:292934	Dbx1
Q63100	Q63100	DC1I1_RAT	29564	NP_062107.1	2494210; 55924; 11276091		GO:1904115; GO:0005623; GO:0000777; GO:0005737; GO:0005868; GO:0036464; GO:0000776; GO:0005874; GO:0005634; GO:0048471; GO:0055037; GO:0000922; GO:0031982; GO:0045504; GO:0045503; GO:0008017; GO:0003777; GO:0030507; GO:0007420; GO:0007018; GO:2000582; GO:0047496	A43423						248198	10116.ENSRNOP00000013184	rno:29564	Dync1i1
